"targets","layer","layer_old","name","description","fld_value","units","path_in","path_in_exists","filename","path_out"
"LE","le_rev_ref_adj_value","le_rev_ref_adj_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","value","value","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_2013_status_model_curref_rev_ref_adj_value.csv",TRUE,"le_rev_ref_adj_value.csv","eez2015/layers/le_rev_ref_adj_value.csv"
"LE","le_rev_ref_base_value","le_rev_ref_base_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","value","value","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_2013_status_model_curref_rev_ref_base_value.csv",TRUE,"le_rev_ref_base_value.csv","eez2015/layers/le_rev_ref_base_value.csv"
"LE","le_rev_sector_year",,"Revenue","gapfilled","value","2010 USD","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_eez2013_trend_rev_sector-year.csv",TRUE,"le_rev_sector_year.csv","eez2015/layers/le_rev_sector_year.csv"
"LE","le_revenue_adj","le_revenue_adj","Modeled Livelihoods & Economies data","adjusted revenue","usd","USD","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_revenue_adj.csv",TRUE,"le_revenue_adj.csv","eez2015/layers/le_revenue_adj.csv"
"LE","le_unemployment",,"Unemployment","gapfilled","percent","percent unemployed","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_unemployment.csv",TRUE,"le_unemployment.csv","eez2015/layers/le_unemployment.csv"
"LE","le_wage_cur_adj_value","le_wage_cur_adj_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","value","value","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_2013_status_model_curref_wage_cur_adj_value.csv",TRUE,"le_wage_cur_adj_value.csv","eez2015/layers/le_wage_cur_adj_value.csv"
"LE","le_wage_cur_base_value","le_wage_cur_base_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","value","value","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_2013_status_model_curref_wage_cur_base_value.csv",TRUE,"le_wage_cur_base_value.csv","eez2015/layers/le_wage_cur_base_value.csv"
"LE","le_wage_ref_adj_value","le_wage_ref_adj_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","value","value","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_2013_status_model_curref_wage_ref_adj_value.csv",TRUE,"le_wage_ref_adj_value.csv","eez2015/layers/le_wage_ref_adj_value.csv"
"LE","le_wage_ref_base_value","le_wage_ref_base_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","value","value","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_2013_status_model_curref_wage_ref_base_value.csv",TRUE,"le_wage_ref_base_value.csv","eez2015/layers/le_wage_ref_base_value.csv"
"LE","le_wage_sector_year",,"Wages","gapfilled","value","2010 USD","../ohiprep/Global/NCEAS-Livelihoods_v2013/data/le_eez2013_trend_wage_sector-year.csv",TRUE,"le_wage_sector_year.csv","eez2015/layers/le_wage_sector_year.csv"
"LE","le_workforcesize_adj","le_workforcesize_adj","Modeled Livelihoods & Economies data","adjusted workforce size","jobs","jobs","../ohiprep/Global/WorldBank-Statistics_v2012/data/cntry_wb_tlf_2014a_ratio-gapfilled.csv",TRUE,"le_workforcesize_adj.csv","eez2015/layers/le_workforcesize_adj.csv"
"LE pressures","le_sector_weight","rnk_le_sector_weight","Jobs weighting","Jobs weighting by sector (defaulting to 1)","weight","value","/var/data/ohi/model/GL-NCEAS-Pressures_v2013a/data/le_sector_weight_disaggregateNature2012b.csv",TRUE,"le_sector_weight.csv","eez2015/layers/le_sector_weight.csv"
"LIV ECO","le_popn","rny_le_popn","Total population by subregion","Population data from The World Bank","count","count","/var/data/ohi/model/GL-WorldBank-Statistics_v2012/data/rgn_wb_pop_2013a_updated.csv",TRUE,"le_popn.csv","eez2015/layers/le_popn.csv"
"LIV ECO","liveco_status","rn_liveco_status","Modeled livelihoods and economies status","Modeled livelihoods and economies status based on new approach","value","status score","/var/data/ohi/model/GL-NCEAS-LayersDisaggregated_v2013a/data/rgn_liv.eco_status_2013a.csv",TRUE,"liveco_status.csv","eez2015/layers/liveco_status.csv"
"LIV ECO","liveco_trend","rn_liveco_trend","Modeled livelihoods and economies trend","Modeled livelihoods and economies trend based on new approach","value","trend score","/var/data/ohi/model/GL-NCEAS-LayersDisaggregated_v2013a/data/rgn_liv.eco_trend_2013a.csv",TRUE,"liveco_trend.csv","eez2015/layers/liveco_trend.csv"
"LSP","lsp_prot_area_inland1km","rny_lsp_prot_area_inland1km","Coastal protected areas inland 1km","Coastal protected areas inland to 1km from the UN WDPA. 

Data sources:

- United Nations - World Conservation Monitoring Centreâs World Database on Protected Areas (WDPA) through [Protected Planet](http://www.protectedplanet.net)","area_km2","km^2","../ohiprep/globalprep/WDPA_MPA/v2015/data/lsp_protarea_inland1km.csv",TRUE,"lsp_prot_area_inland1km.csv","eez2015/layers/lsp_prot_area_inland1km.csv"
"LSP","lsp_prot_area_offshore3nm","rny_lsp_prot_area_offshore3nm","Coastal marine protected areas offshore 3km","Coastal protected areas offshore to 3nm from the UN WDPA. 

Data sources:

- United Nations - World Conservation Monitoring Centreâs World Database on Protected Areas (WDPA) through [Protected Planet](http://www.protectedplanet.net)","area_km2","km^2","../ohiprep/globalprep/WDPA_MPA/v2015/data/lsp_protarea_offshore3nm.csv",TRUE,"lsp_prot_area_offshore3nm.csv","eez2015/layers/lsp_prot_area_offshore3nm.csv"
"MAR","mar_coastalpopn_inland25mi","mar_coastalpopn_inland25mi","Coastal population inland 25 miles","Coastal population, defined as the total population inland of 25 miles, extracted from Gridded Population of the World (GPW) Population Density Grid Future Estimates.

Data sources:

- Center for International Earth Science Information Network (CIESIN)/Columbia University 
- CIESIN & CIAT (Center for International Earth Science Information Network (CIESIN)/Columbia University, & Centro Internacional de Agricultura Tropical (CIAT)) (2005). **Gridded Population of the World, Version 3 (GPWv3): Population Density Grid, Future Estimates**. Palisades, NY. [NASA Socioeconomic Data and Applications Center (SEDAC)](http://sedac.ciesin.columbia.edu/data/set/gpw-v3-population-density-future-estimates)","popsum","people","/var/data/ohi/model/GL-NCEAS-CoastalPopulation_v2013/data/rgn_popsum2005to2015_inland25mi.csv",TRUE,"mar_coastalpopn_inland25mi.csv","eez2015/layers/mar_coastalpopn_inland25mi.csv"
"MAR","mar_harvest_species","mar_harvest_species","Mariculture species harvested","Lookup table for mariculture: species Latin names and species code. 

Data sources:

- [FAO global aquaculture production](http://www.fao.org/fishery/statistics/global-aquaculture-production/en)","species","species name","../ohiprep/Global/FAO-Aquaculture_v2012/data/mar_harvest_species_2014a_lyr.csv",TRUE,"mar_harvest_species.csv","eez2015/layers/mar_harvest_species.csv"
"MAR","mar_harvest_tonnes","mar_harvest_tonnes","Mariculture harvest","Mariculture harvest from the FAO. 

Data sources:

- [FAO global aquaculture production](http://www.fao.org/fishery/statistics/global-aquaculture-production/en)","tonnes","tons","../ohiprep/Global/FAO-Aquaculture_v2012/data/mar_harvest_tonnes_2014a_lyr.csv",TRUE,"mar_harvest_tonnes.csv","eez2015/layers/mar_harvest_tonnes.csv"
"MAR","mar_sustainability_score","mar_sustainability_score","Mariculture sustainability score","Mariculture sustainability and mariculture regulations indicated by the Mariculture Sustainability Index (MSI). 

Data sources:

- Trujillo P. (2008). **Using a mariculture sustainability index to rank countriesâ performances**. In: A comparative assessment of biodiversity, fisheries and aquaculture in 53 countriesâ Exclusive Economic Zones, Alder J, Pauly D, editors. _Fisheries Centre Research Report_, vol. 16(7) p. 28â56.","sust_coeff","sustainability","../ohiprep/Global/FAO-Aquaculture_v2012/data/mar_sustainability_score_2014a_lyr.csv",TRUE,"mar_sustainability_score.csv","eez2015/layers/mar_sustainability_score.csv"
"MAR","mar_trend_years","mar_trend_years","Mariculture years used for trend","Mariculture years used for trend","trend_yrs","year string","../ohiprep/Global/FAO-Aquaculture_v2012/data/mar_trend_years_2014a_lyr.csv",TRUE,"mar_trend_years.csv","eez2015/layers/mar_trend_years.csv"
"NP","np_blast",,"Areas of observed blast (dynamite) fishing","The presence of destructive artisanal blast fishing (Reefs at Risk Revisited).

Data sources:

- [Reefs at Risk Revisited](http://www.wri.org/publication/reefs-at-risk-revisited) 
","score","pressure score","../ohiprep/Global/WRI-ReefsAtRisk_v2013/data/gl_thr_blast_3nm_rgn2013.csv",TRUE,"np_blast.csv","eez2015/layers/np_blast.csv"
"NP","np_cyanide",,"Areas of observed poison fishing","The presence of destructive artisanal poison (cyanide) fishing (Reefs at Risk Revisited).

Data sources:

- [Reefs at Risk Revisited](www.wri.org/publication/reefs-at-risk-revisited) 
","score","pressure score","../ohiprep/Global/WRI-ReefsAtRisk_v2013/data/gl_thr_poison_3nm_rgn2013.csv",TRUE,"np_cyanide.csv","eez2015/layers/np_cyanide.csv"
"NP","np_harvest_product_weight",,"Ratio of product peak harvest value (in 2010 USD) divided by sum of all product peak harvest values, per region","Ratio of harvest of of six marine products (coral, fish oil, seaweed and plants, shells, sponges, ornamental fish) from FAO.

Data sources:

- [FAO fisheries statistics](http://www.fao.org/fishery/statistics/global-commodities-production/en)","weight","score","../ohiprep/globalprep/FAO_commodities/v2014_test/data/np_harvest_usd_product-peak_eez2014_test-year-max-2011.csv",TRUE,"np_harvest_product_weight.csv","eez2015/layers/np_harvest_product_weight.csv"
"NP","np_harvest_tonnes","rnky_np_harvest_relative","Harvest yield of marine natural products, smoothed","Yield in metric tonnes of six marine products (coral, fish oil, seaweed and plants, shells, sponges, ornamental fish) from FAO.

Data sources:

- [FAO fisheries statistics](http://www.fao.org/fishery/statistics/global-commodities-production/en)","tonnes","metric tonnes","../ohiprep/globalprep/FAO_commodities/v2014_test/data/np_harvest_tonnes_eez2014_test-year_max_2011.csv",TRUE,"np_harvest_tonnes.csv","eez2015/layers/np_harvest_tonnes.csv"
"NP","np_harvest_tonnes_relative","rnky_np_harvest_relative","Harvest ratio to peak yeild of marine natural products","Ratio to max yield (tonnes) of product peak for six marine products (coral, fish oil, seaweed and plants, shells, sponges, ornamental fish) from FAO.

Data sources:

- [FAO fisheries statistics](http://www.fao.org/fishery/statistics/global-commodities-production/en)","tonnes_rel","score","../ohiprep/globalprep/FAO_commodities/v2014_test/data/np_harvest_tonnes-rel_eez2014_test-year_max_2011.csv",TRUE,"np_harvest_tonnes_relative.csv","eez2015/layers/np_harvest_tonnes_relative.csv"
"SPP","spp_status","rn_spp_status","Species lists and IUCN threat categories as a proxy for iconic species status","International Union for Conservation of Nature (IUCN) Red List threat categories with aggregated species lists.

Data sources:

- [International Union for Conservation of Nature (IUCN)](http://www.iucnredlist.org/technical-documents/classification-schemes/threats-classification-scheme)
","score","status score","../ohiprep/globalprep/SpeciesDiversity/v2015/data/spp_status.csv",TRUE,"spp_status.csv","eez2015/layers/spp_status.csv"
"SPP","spp_trend","rn_spp_trend","Species lists and IUCN threat categories as a proxy for iconic species trend","International Union for Conservation of Nature (IUCN) Red List threat categories with aggregated species lists.

Data sources:

- [International Union for Conservation of Nature (IUCN)](http://www.iucnredlist.org/technical-documents/classification-schemes/threats-classification-scheme)
","score","trend score","../ohiprep/globalprep/SpeciesDiversity/v2015/data/spp_trend.csv",TRUE,"spp_trend.csv","eez2015/layers/spp_trend.csv"
"TR","tr_jobs_pct_tourism","tr_jobs_tourism","Percent direct employment in tourism","Percent direct employment in tourism (WTTC).

Data sources:

- [World Travel and Tourism Council (WTTC)](http://www.wttc.org/research/economic-data-search-tool/)
","Ed","direct tourism jobs","../ohiprep/globalprep/TourismRecreation/v2015/data/tr_jobs_pct_tourism.csv",TRUE,"tr_jobs_pct_tourism.csv","eez2015/layers/tr_jobs_pct_tourism.csv"
"TR","tr_jobs_total","tr_jobs_total","Total labor force","Total labor force (number of people 15 years old and older who can supply labor for the production of goods and services) from World Bank assessments.

Data sources:

- [The World Bank](http://data.worldbank.org/indicator/SL.TLF.TOTL.IN)
","L","total labor force jobs","../ohiprep/globalprep/TourismRecreation/v2015/data/tr_jobs_total.csv",TRUE,"tr_jobs_total.csv","eez2015/layers/tr_jobs_total.csv"
"TR","tr_jobs_tourism","tr_jobs_tourism","Direct employment in tourism","Direct employment in tourism (WTTC).

Data sources:

- [World Travel and Tourism Council (WTTC)](http://www.wttc.org/research/economic-data-search-tool/)
","Ed","direct tourism jobs","../ohiprep/globalprep/TourismRecreation/v2015/data/tr_jobs_tourism.csv",TRUE,"tr_jobs_tourism.csv","eez2015/layers/tr_jobs_tourism.csv"
"TR","tr_sustainability","tr_sustainability","Sustainability index","Tourism Competitiveness Index (TTCI) from the World Economic Forum","S_score","TTCI raw score","../ohiprep/globalprep/TourismRecreation/v2015/data/tr_sustainability.csv",TRUE,"tr_sustainability.csv","eez2015/layers/tr_sustainability.csv"
"TR","tr_travelwarnings",,"Travel Warnings","Countries with US State Department travel warnings.
Data source:
- [U.S. Department of State](http://travel.state.gov/content/passports/english/alertswarnings.html)","rgn_name","travel warning region","../ohiprep/globalprep/TourismRecreation/v2015/data/tr_travelwarnings_2015.csv",TRUE,"tr_travelwarnings.csv","eez2015/layers/tr_travelwarnings.csv"
"TR","tr_unemployment","tr_unemployment","Percent unemployment","Percent unemployment (The World Bank).

Data sources:

- [The World Bank](http://data.worldbank.org/indicator/SL.UEM.TOTL.ZS)
","U","percent unemployed","../ohiprep/globalprep/TourismRecreation/v2015/data/tr_unemployment.csv",TRUE,"tr_unemployment.csv","eez2015/layers/tr_unemployment.csv"
"pressures","cc_acid","cc_acid","Ocean acidification","Modeled distribution of the aragonite saturation state (AAS) of the ocean in pre-industrial (~1870) and modern times (2000-2009) (Halpern et al. 2008).

Data sources:

- Halpern, B.S., Walbridge S., Selkoe, K.A., Kappel, C.V., Micheli, F., D'Agrosa, C., Bruno, J.F., Casey, K.S., Ebert, C., Fox, H.E., Fujita, R., Heinemann, D., Lenihan, H.S., Madin, E.M.P., Perry, M.T., Selig, E.R., Spalding, M., Steneck, R., Watson, R. (2008) **A global map of human impact on marine ecosystems**. _Science_, 3199(5865): 948-952. [doi:10.1126/science.1149345](http://dx.doi.org/10.1126/science.1149345)","pressure_score","pressure score","../ohiprep/globalprep/PressuresRegionExtract/data/acid_eez_2014.csv",TRUE,"cc_acid.csv","eez2015/layers/cc_acid.csv"
"pressures","cc_slr","cc_slr","Sea level rise","Modeled sea level rise (Nicholls and Cazenave 2010).

Data sources:

- Nicholls R.J. and Cazenave A. (2010). **Sea-level rise and its impact on coastal zones**. _Science_ 328: 1517-1520. [doi:10.1126/science.1185782](http://dx.doi.org/10.1126/science.1185782). 
- [AVISO Satellite Altimetry Data](http://www.aviso.oceanobs.com/en/news/ocean-indicators/mean-sea-level/processing-corrections.html)","pressure_score","pressure score","../ohiprep/globalprep/PressuresRegionExtract/data/slr_eez_2015.csv",TRUE,"cc_slr.csv","eez2015/layers/cc_slr.csv"
"pressures","cc_sst","cc_sst","Sea surface temperature (SST) anomalies","Modeled sea surface temperature (Halpern et al. 2008) based on temperature anomolies provided by GHRSST and the US National Oceanographic Data Center.

Data sources:

- Halpern, B.S., Walbridge S., Selkoe, K.A., Kappel, C.V., Micheli, F., D'Agrosa, C., Bruno, J.F., Casey, K.S., Ebert, C., Fox, H.E., Fujita, R., Heinemann, D., Lenihan, H.S., Madin, E.M.P., Perry, M.T., Selig, E.R., Spalding, M., Steneck, R., Watson, R. (2008) **A global map of human impact on marine ecosystems**. _Science_, 3199(5865): 948-952. [doi:10.1126/science.1149345](http://dx.doi.org/10.1126/science.1149345)
- [AVHRR Pathfinder Version 5.0 SST data](http://pathfinder.nodc.noaa.gov) 
- Casey, K.S., Brandon, T.B., Cornillon, P., and Evans, R. (2010). **The Past, Present and Future of the AVHRR Pathfinder SST Program**, _Oceanography from Space: Revisited_, eds. V. Barale, J.F.R. Gower, and L. Alberotanza, Springer. [doi:10.1007/978-90-481-8681-5_16](http://dx.doi.org/10.1007/978-90-481-8681-5_16) ","pressure_score","pressure score","/var/data/ohi/model/GL-NCEAS-Pressures_v2013a/data/cc_sst_2013_NEW.csv",TRUE,"cc_sst.csv","eez2015/layers/cc_sst.csv"
"pressures","cc_uv","cc_uv","UV radiation","Modeled UV radiation (Halpern et al. 2008) based on Erythemal UV Irradiance data provided by GES DISC.

Data sources:

- Halpern, B.S., Walbridge S., Selkoe, K.A., Kappel, C.V., Micheli, F., D'Agrosa, C., Bruno, J.F., Casey, K.S., Ebert, C., Fox, H.E., Fujita, R., Heinemann, D., Lenihan, H.S., Madin, E.M.P., Perry, M.T., Selig, E.R., Spalding, M., Steneck, R., Watson, R. (2008) **A global map of human impact on marine ecosystems**. _Science_, 3199(5865): 948-952. [doi:10.1126/science.1149345](http://dx.doi.org/10.1126/science.1149345)
- [Goddard Earth Sciences Data and Information Services Center (GES DISC)](http://disc.sci.gsfc.nasa.gov/data-holdings/PIP/erythemal_uv_irradiance.shtml)
","pressure_score","pressure score","../ohiprep/globalprep/PressuresRegionExtract/data/uv_eez_2015.csv",TRUE,"cc_uv.csv","eez2015/layers/cc_uv.csv"
"pressures","fp_art_hb","fp_art_hb","High bycatch caused by artisanal fishing ","The presence of destructive artisanal blast and poison (cyanide) fishing (Reefs at Risk Revisited).

Data sources:

- [Reefs at Risk Revisited](http://www.wri.org/publication/reefs-at-risk-revisited) ","pressures.score","pressure score","/var/data/ohi/model/GL-NCEAS-Pressures_v2013a/data/p_fp_art_hb_disaggregateNature2012.csv",TRUE,"fp_art_hb.csv","eez2015/layers/fp_art_hb.csv"
