"targets","layer","layer_old","name","description","fld_value","units","path_in","path_in_exists","filename","path_out"
"TR","tr_status","rn_tr_status","Modeled tourism status","Modeled tourism status with updated approach","status","status score","/var/data/ohi/model/GL-AQ-Tourism_v2013/data/TR_status.csv",TRUE,"tr_status.csv","antarctica2014/layers/tr_status.csv"
"TR","tr_trend","rn_tr_trend","Modeled tourism trend","Modeled tourism trend with updated approach","trend","trend score","/var/data/ohi/model/GL-AQ-Tourism_v2013/data/TR_trend.csv",TRUE,"tr_trend.csv","antarctica2014/layers/tr_trend.csv"
"pressures","cc_acid","cc_acid","Ocean acidification","Modeled distribution of the aragonite saturation state (AAS) of the ocean in pre-industrial (~1870) and modern times (2000-2009) from Halpern et al. 2008","pressure_score","pressure score","/var/data/ohi/model/GL-HS-AQ-PressuresSummary_v2013/data/cc_acid_2013_AQ.csv",TRUE,"cc_acid.csv","antarctica2014/layers/cc_acid.csv"
"pressures","cc_slr","cc_slr","Sea level rise","Modeled sea level rise after Halpern et al. 2008","pressure_score","pressure score","/var/data/ohi/model/GL-HS-AQ-PressuresSummary_v2013/data/cc_slr_2013_AQ.csv",TRUE,"cc_slr.csv","antarctica2014/layers/cc_slr.csv"
"pressures","cc_sst","cc_sst","Sea surface temperature (SST) anomalies","Modeled sea level rise after Halpern et al. 2008","pressure_score","pressure score","/var/data/ohi/model/GL-HS-AQ-PressuresSummary_v2013/data/cc_sst_2013_AQ.csv",TRUE,"cc_sst.csv","antarctica2014/layers/cc_sst.csv"
"pressures","fp_com_hb","fp_com_hb","High bycatch caused by commercial fishing ","Statistics of destructive commercial fishing practices by 5 different gear types (developed in Halpern et al. 2008)","pressure_score","pressure score","/var/data/ohi/model/GL-HS-AQ-PressuresSummary_v2013/data/fp_com_hb_2013_AQ.csv",TRUE,"fp_com_hb.csv","antarctica2014/layers/fp_com_hb.csv"
"pressures","fp_com_lb","fp_com_lb","Low bycatch caused by commercial fishing ","Statistics of least destructive commercial fishing practices by 2 different gear types (developed in Halpern et al. 2008)","pressure_score","pressure score","/var/data/ohi/model/GL-HS-AQ-PressuresSummary_v2013/data/fp_com_lb_2013_AQ.csv",TRUE,"fp_com_lb.csv","antarctica2014/layers/fp_com_lb.csv"
"pressures","sp_alien","sp_alien","Alien species","The number and type of invasive and harmful invasive species in each marine ecoregion","pressure_score","pressure score","/var/data/ohi/model/GL-HS-AQ-PressuresSummary_v2013/data/sp_alien_2013_AQ.csv",TRUE,"sp_alien.csv","antarctica2014/layers/sp_alien.csv"
"pressures CW","po_chemicals","po_chemicals","Ocean-based chemical pollution (shipping)","Ocean-based chemical pollution from commercial shipping traffic","pressure_score","pressure score","/var/data/ohi/model/GL-HS-AQ-PressuresSummary_v2013/data/po_chemicals_2013_AQ.csv",TRUE,"po_chemicals.csv","antarctica2014/layers/po_chemicals.csv"
"pressures CW","po_trash","po_trash","Trash pollution","Density of trash from coastal land and sea","pressure_score","pressure score","/var/data/ohi/model/GL-HS-AQ-PressuresSummary_v2013/data/po_trash_2013_AQ.csv",TRUE,"po_trash.csv","antarctica2014/layers/po_trash.csv"
"pressures LE","le_sector_weight","rnk_le_sector_weight","Jobs weighting","Jobs weighting by sector (defaulting to 1)","weight","value","/var/data/ohi/git-annex/Global/NCEAS-Antarctica-Other_v2014/LIV_sector_weights.csv",TRUE,"le_sector_weight.csv","antarctica2014/layers/le_sector_weight.csv"
"regions","rgn_area","rn_rgn_area","regions by type (eez, subocean, unclaimed) and label","regions by type (eez, subocean, unclaimed) and label","area_km2","km^2","/var/data/ohi/git-annex/Global/NCEAS-Antarctica-Other_v2014/rgn_area_ccamlr_eez_lyr.csv",TRUE,"rgn_area.csv","antarctica2014/layers/rgn_area.csv"
"regions","rgn_global","rnk_rgn_global","regions used in global analysis for Nature 2012, subset of regions_labels by type=eez and not deleted or disputed ","regions used in global analysis for Nature 2012, subset of regions_labels by type=eez and not deleted or disputed ","label","label","/var/data/ohi/git-annex/Global/NCEAS-Antarctica-Other_v2014/rgn_labels_ccamlr_lyr.csv",TRUE,"rgn_global.csv","antarctica2014/layers/rgn_global.csv"
"resilience","MPAs","MPAs",,,"resilience score","resilience score","/var/data/ohi/model/GL-HS-AQ-Resilience/data/MPAs_AQ.csv",TRUE,"MPAs.csv","antarctica2014/layers/MPAs.csv"
"resilience","Marpol_aliens","Marpol_aliens",,,"resilience score","resilience score","/var/data/ohi/model/GL-HS-AQ-Resilience/data/Marpol_aliens_AQ.csv",TRUE,"Marpol_aliens.csv","antarctica2014/layers/Marpol_aliens.csv"
"resilience","Marpol_poll","Marpol_poll",,,"resilience score","resilience score","/var/data/ohi/model/GL-HS-AQ-Resilience/data/Marpol_poll_AQ.csv",TRUE,"Marpol_poll.csv","antarctica2014/layers/Marpol_poll.csv"
"resilience","UNEP_gap_report","UNEP_gap_report",,,"resilience score","resilience score","/var/data/ohi/model/GL-HS-AQ-Resilience/data/UNEP_gap_report_AQ.csv",TRUE,"UNEP_gap_report.csv","antarctica2014/layers/UNEP_gap_report.csv"
"resilience","UNFCCC_Kyoto","UNFCCC_Kyoto",,,"resilience score","resilience score","/var/data/ohi/model/GL-HS-AQ-Resilience/data/UNFCCC_Kyoto_AQ.csv",TRUE,"UNFCCC_Kyoto.csv","antarctica2014/layers/UNFCCC_Kyoto.csv"
"resilience","rfmo","rfmo",,,"resilience score","resilience score","/var/data/ohi/model/GL-HS-AQ-Resilience/data/rfmo_AQ.csv",TRUE,"rfmo.csv","antarctica2014/layers/rfmo.csv"
