"","rgn_id","resilience.score","rgn_name","sov_id","description"
"65",59,0.0964120255372,NA,NA,NA
"66",152,0.0982900858525,NA,NA,NA
"67",186,0.098492006298697,NA,NA,NA
"68",6,0.100672753122,NA,NA,NA
"69",177,0.101328778292,NA,NA,NA
"70",112,0.104374625225,NA,NA,NA
"71",81,0.10712207155,NA,NA,NA
"72",18,0.112210373621,NA,NA,NA
"73",29,0.1124184728642,"Mayotte",179,"Territories, disaggregated in 2013"
"74",32,0.1124184728642,"Reunion",179,"Territories, disaggregated in 2013"
"75",33,0.1124184728642,"Juan de Nova Island",179,"Territories, disaggregated in 2013"
"76",30,0.1124184728642,"Glorioso Islands",179,"Territories, disaggregated in 2013"
"77",35,0.1124184728642,"Ile Europa",179,"Territories, disaggregated in 2013"
"78",36,0.1124184728642,"Ile Tromelin",179,"Territories, disaggregated in 2013"
"79",34,0.1124184728642,"Bassas da India",179,"Territories, disaggregated in 2013"
"80",185,0.113823092743225,NA,NA,NA
"81",78,0.120592936056,NA,NA,NA
"82",69,0.121655744062,NA,NA,NA
"83",5,0.123483487199,"New Caledonia",179,"Territories, included in 2013, probably gapfilled"
"84",58,0.124697362183,"Canary Islands",182,"Territories, disaggregated in 2013"
"85",182,0.124697362183,NA,NA,NA
"86",100,0.127380258997,NA,NA,NA
"87",115,0.128773323487,NA,NA,NA
"88",68,0.153975934987,NA,NA,NA
"89",222,0.166363745579,NA,NA,NA
"90",24,0.167568480298,NA,NA,NA
"91",119,0.168258766555,NA,NA,NA
"92",80,0.173198119631,NA,NA,NA
"93",120,0.173719674335,NA,NA,NA
"94",97,0.174325868876,NA,NA,NA
"95",210,0.176143469357,NA,NA,NA
"96",122,0.193527553048,NA,NA,NA
"97",93,0.196499183142069,"Kerguelen Islands",179,"Territories, disaggregated in 2013"
"98",91,0.196499183142069,"Crozet Islands",179,"Territories, disaggregated in 2013"
"99",92,0.196499183142069,"Amsterdam Island and Saint Paul Island",179,"Territories, disaggregated in 2013"
"100",205,0.199414157662,NA,NA,NA
"101",179,0.203893565197,NA,NA,NA
"102",19,0.203989777155167,NA,NA,NA
"103",146,0.203989777155167,"Pitcairn",180,"Territories, included in 2013, probably gapfilled"
"104",106,0.204677815104,NA,NA,NA
"105",82,0.205880808542,NA,NA,NA
"106",196,0.241443735531,NA,NA,NA
"107",136,0.242405827973,NA,NA,NA
"108",99,0.24457166288,NA,NA,NA
"109",166,0.259148303572,NA,NA,NA
"110",215,0.260331717316,NA,NA,NA
"111",52,0.262349389473,NA,NA,NA
"112",16,0.264776624124,NA,NA,NA
"113",98,0.274940160689,NA,NA,NA
"114",178,0.286266235877,NA,NA,NA
"115",49,0.294192156989,NA,NA,NA
"116",124,0.299462594637,NA,NA,NA
"117",1,0.3001040299925,"Cocos Islands",16,"Territories, disaggregated in 2013"
"118",2,0.3001040299925,"Christmas Island",16,"Territories, disaggregated in 2013"
"119",3,0.3001040299925,"Norfolk Island",16,"Territories, disaggregated in 2013"
"120",4,0.3001040299925,"Macquarie Island",16,"Territories, disaggregated in 2013"
"121",94,0.3001040299925,"Heard and McDonald Islands",16,"Territories, disaggregated in 2013"
"122",70,0.302877265729,NA,NA,NA
"123",37,0.305542755391,NA,NA,NA
"124",237,0.306114817467175,"Oecussi Ambeno",231,"Territories, disaggregated in 2013"
"125",231,0.306114817467175,NA,NA,NA
"126",153,0.311879831948667,"Cook Islands",162,"Territories, disaggregated in 2013"
"127",156,0.311879831948667,"Tokelau",162,"Territories, disaggregated in 2013"
"128",154,0.311879831948667,"Niue",162,"Territories, disaggregated in 2013"
"129",162,0.311879831948667,NA,NA,NA
"130",74,0.323226775886643,NA,NA,NA
"131",31,0.326236585155,NA,NA,NA
"132",218,0.331301519479,NA,NA,NA
"133",10,0.3360052948515,NA,NA,NA
"134",11,0.3360052948515,NA,NA,NA
"135",107,0.3360052948515,"Clipperton Island",179,"Territories, included in 2013, probably gapfilled"
"136",149,0.3360052948515,"Jarvis Island",163,"Territories, included in 2013, probably gapfilled"
"137",12,0.3360052948515,"Wake Island",163,"Territories, disaggregated in 2013"
"138",150,0.3360052948515,"Palmyra Atoll",163,"Territories, disaggregated in 2013"
"139",159,0.3360052948515,"Johnston Atoll",163,"Territories, disaggregated in 2013"
"140",187,0.338246199078,NA,NA,NA
"141",64,0.340591194931909,NA,NA,NA
"142",193,0.340591194931909,NA,NA,NA
"143",151,0.34125410252625,"American Samoa",163,"Territories, disaggregated in 2013"
"144",13,0.34125410252625,"Northern Mariana Islands and Guam",163,"Territories, disaggregated in 2013"
"145",158,0.34125410252625,"Howland Island and Baker Island",163,"Territories, disaggregated in 2013"
"146",174,0.346580813242,NA,NA,NA
"147",135,0.352860840163,NA,NA,NA
"148",164,0.354814147869,NA,NA,NA
"149",173,0.355287003989,NA,NA,NA
"150",63,0.3585456398515,"Western Sahara",62,"Territories, included in 2013, probably gapfilled"
"151",44,0.358759479234038,NA,NA,NA
"152",45,0.358759479234038,NA,NA,NA
"153",46,0.358759479234038,NA,NA,NA
"154",123,0.359906241514,NA,NA,NA
"155",43,0.371400951092,NA,NA,NA
"156",168,0.373981167172,NA,NA,NA
"157",202,0.388098937248,NA,NA,NA
"158",140,0.393431977739,"Guadeloupe and Martinique",179,"Territories, disaggregated in 2013"
"159",221,0.393431977739,"Northern Saint-Martin",179,"Territories, disaggregated in 2013"
"160",73,0.402554601367,NA,NA,NA
"161",203,0.408026147958,NA,NA,NA
"162",26,0.408026147958,"Andaman and Nicobar",203,"Territories, disaggregated in 2013"
"163",20,0.421961231403,NA,NA,NA
"164",139,0.425695465557,NA,NA,NA
"165",204,0.435035879082,NA,NA,NA
"166",191,0.442153709745,NA,NA,NA
"167",143,0.442397869727,NA,NA,NA
"168",198,0.44280593193,NA,NA,NA
"169",39,0.47337687836,NA,NA,NA
"170",65,0.477897535765,NA,NA,NA
"171",216,0.478011303936,NA,NA,NA
"172",190,0.481636723185,NA,NA,NA
"173",127,0.489983336738,NA,NA,NA
"174",77,0.498257925825,NA,NA,NA
"175",155,0.498649054505,NA,NA,NA
"176",167,0.504278295319,NA,NA,NA
"177",54,0.504553530437,NA,NA,NA
"178",129,0.506287285282,NA,NA,NA
"179",247,0.507833685892,"Brunei",247,"Country, not included in 2012"
"180",206,0.507833685892,NA,NA,NA
"181",21,0.51290219184525,NA,NA,NA
"182",66,0.512972150915,NA,NA,NA
"183",223,0.513515657985,NA,NA,NA
"184",144,0.513515657985,"Jan Mayen",223,"Territories, disaggregated in 2013"
"185",105,0.513515657985,"Bouvet Island",223,"Territories, disaggregated in 2013"
"186",189,0.518764890063,NA,NA,NA
"187",38,0.519643626188833,"British Indian Ocean Territory",180,"Territories, included in 2013, probably gapfilled"
"188",172,0.525883336018,NA,NA,NA
"189",15,0.527365373447,NA,NA,NA
"190",40,0.527405969347,NA,NA,NA
"191",90,0.532727826057,"Prince Edward Islands",102,"Territories, disaggregated in 2013"
"192",102,0.532727826057,NA,NA,NA
"193",125,0.534420676597,NA,NA,NA
"194",25,0.543252916559,NA,NA,NA
"195",134,0.544229818938,NA,NA,NA
"196",133,0.545892168691,NA,NA,NA
"197",224,0.551123191521,NA,NA,NA
"198",48,0.568520399925,NA,NA,NA
"199",72,0.577600480548,NA,NA,NA
"200",200,0.580552605171,NA,NA,NA
"201",62,0.594762209366,NA,NA,NA
"202",103,0.611082639408,NA,NA,NA
"203",138,0.611886382246,NA,NA,NA
"204",42,0.613917172218,NA,NA,NA
"205",61,0.627162269345,NA,NA,NA
"206",56,0.629586267827,NA,NA,NA
"207",214,0.635157203409,NA,NA,NA
"208",131,0.660229568872,NA,NA,NA
"209",14,0.674833260165,NA,NA,NA
"210",137,0.768636690874,NA,NA,NA
"211",209,0.778670806456,NA,NA,NA
"212",50,0.810604344961,NA,NA,NA
"213",197,0.82671128341,NA,NA,NA
"214",53,0.831863172641,NA,NA,NA
"215",47,0.911205823685,NA,NA,NA
"216",195,0.986087946664,NA,NA,NA
"217",28,0.996118332818,NA,NA,NA
"218",212,0.997518269205,NA,NA,NA
"219",148,0.997518269205,"Line Group",212,"Territories, disaggregated in 2013"
"220",157,0.997518269205,"Phoenix Group",212,"Territories, disaggregated in 2013"
