"","rgn_id","habitat","variable","gap_fill"
"126",133,"coral","health","adjacent"
"127",134,"coral","health",NA
"128",135,"coral","health","0"
"129",136,"coral","health",NA
"130",137,"coral","health","adjacent"
"131",138,"coral","health",NA
"132",139,"coral","health","0"
"133",140,"coral","health","adjacent and disagg2012_gap_fill"
"134",141,"coral","health",NA
"135",143,"coral","health",NA
"136",144,"coral","health",NA
"137",145,"coral","health",NA
"138",146,"coral","health","adjacent"
"139",147,"coral","health","disagg2012_gap_fill"
"140",148,"coral","health","adjacent and disagg2012_gap_fill"
"141",149,"coral","health",NA
"142",150,"coral","health","georegion and disagg2012_gap_fill"
"143",151,"coral","health","adjacent and disagg2012_gap_fill"
"144",152,"coral","health","adjacent"
"145",153,"coral","health","adjacent and disagg2012_gap_fill"
"146",154,"coral","health","adjacent and disagg2012_gap_fill"
"147",155,"coral","health","adjacent"
"148",156,"coral","health","adjacent and disagg2012_gap_fill"
"149",157,"coral","health","adjacent and disagg2012_gap_fill"
"150",158,"coral","health","adjacent and disagg2012_gap_fill"
"151",159,"coral","health","georegion and disagg2012_gap_fill"
"152",161,"coral","health","disagg2012_gap_fill"
"153",162,"coral","health",NA
"154",163,"coral","health","0"
"155",164,"coral","health","0"
"156",166,"coral","health","0"
"157",167,"coral","health",NA
"158",168,"coral","health",NA
"159",169,"coral","health",NA
"160",171,"coral","health","georegion"
"161",172,"coral","health",NA
"162",173,"coral","health",NA
"163",174,"coral","health",NA
"164",175,"coral","health",NA
"165",176,"coral","health",NA
"166",177,"coral","health",NA
"167",178,"coral","health",NA
"168",179,"coral","health",NA
"169",180,"coral","health",NA
"170",181,"coral","health",NA
"171",182,"coral","health",NA
"172",183,"coral","health",NA
"173",184,"coral","health",NA
"174",186,"coral","health",NA
"175",187,"coral","health",NA
"176",188,"coral","health",NA
"177",189,"coral","health",NA
"178",190,"coral","health","georegion"
"179",191,"coral","health","georegion"
"180",192,"coral","health",NA
"181",193,"coral","health",NA
"182",194,"coral","health",NA
"183",195,"coral","health",NA
"184",196,"coral","health",NA
"185",197,"coral","health",NA
"186",198,"coral","health",NA
"187",199,"coral","health",NA
"188",200,"coral","health",NA
"189",202,"coral","health","adjacent"
"190",203,"coral","health","adjacent"
"191",204,"coral","health","adjacent"
"192",205,"coral","health","0"
"193",206,"coral","health","0"
"194",207,"coral","health","adjacent"
"195",208,"coral","health","adjacent"
"196",209,"coral","health","0"
"197",210,"coral","health","0"
"198",212,"coral","health","adjacent"
"199",213,"coral","health",NA
"200",214,"coral","health","0"
"201",215,"coral","health","adjacent"
"202",216,"coral","health","0"
"203",218,"coral","health",NA
"204",219,"coral","health",NA
"205",220,"coral","health","disagg2012_gap_fill"
"206",221,"coral","health","adjacent and disagg2012_gap_fill"
"207",222,"coral","health",NA
"208",223,"coral","health",NA
"209",224,"coral","health",NA
"210",227,"coral","health",NA
"211",228,"coral","health",NA
"212",231,"coral","health","adjacent"
"213",232,"coral","health",NA
"214",237,"coral","health","adjacent and disagg2012_gap_fill"
"215",244,"coral","health","disagg2012_gap_fill"
"216",245,"coral","health","disagg2012_gap_fill"
"217",247,"coral","health","0"
"218",248,"coral","health","disagg2012_gap_fill"
"219",249,"coral","health","disagg2012_gap_fill"
"220",250,"coral","health","disagg2012_gap_fill"
