"","rgn_id","year","gapfill","method"
"81",86,2010,1,"UN r2 georegion"
"82",88,2010,1,"UN r2 georegion"
"83",89,2010,NA,NA
"84",90,2010,NA,NA
"85",91,2010,NA,NA
"86",92,2010,NA,NA
"87",93,2010,NA,NA
"88",94,2010,NA,NA
"89",95,2010,1,"UN r2 georegion"
"90",96,2010,1,"within region: lm"
"91",97,2010,1,"within region: lm"
"92",98,2010,1,"UN r2 georegion"
"93",99,2010,1,"within region: lm"
"94",100,2010,1,"UN r2 georegion"
"95",101,2010,0,NA
"96",102,2010,0,NA
"97",103,2010,1,"UN r2 georegion"
"98",104,2010,1,"UN r2 georegion"
"99",105,2010,NA,NA
"100",106,2010,0,NA
"101",107,2010,NA,NA
"102",108,2010,1,"UN r2 georegion"
"103",110,2010,1,"UN r2 georegion"
"104",111,2010,1,"UN r2 georegion"
"105",112,2010,1,"UN r2 georegion"
"106",113,2010,1,"UN r2 georegion"
"107",114,2010,1,"within region: lm"
"108",115,2010,0,NA
"109",116,2010,1,"within region: lm"
"110",117,2010,1,"UN r2 georegion"
"111",118,2010,1,"UN r2 georegion"
"112",119,2010,1,"UN r2 georegion"
"113",120,2010,1,"UN r2 georegion"
"114",121,2010,1,"UN r2 georegion"
"115",122,2010,1,"UN r2 georegion"
"116",123,2010,1,"UN r2 georegion"
"117",124,2010,1,"within region: lm"
"118",125,2010,1,"UN r2 georegion"
"119",126,2010,0,NA
"120",127,2010,1,"UN r2 georegion"
"121",129,2010,0,NA
"122",130,2010,0,NA
"123",131,2010,0,NA
"124",132,2010,0,NA
"125",133,2010,0,NA
"126",134,2010,0,NA
"127",135,2010,0,NA
"128",136,2010,0,NA
"129",137,2010,1,"within region: lm"
"130",138,2010,0,NA
"131",139,2010,0,NA
"132",140,2010,1,"UN r2 georegion"
"133",141,2010,1,"UN r2 georegion"
"134",143,2010,0,NA
"135",144,2010,NA,NA
"136",145,2010,1,"UN r2 georegion"
"137",146,2010,1,"UN r1 georegion"
"138",147,2010,1,"UN r1 georegion"
"139",148,2010,1,"UN r1 georegion"
"140",149,2010,NA,NA
"141",150,2010,NA,NA
"142",151,2010,1,"UN r1 georegion"
"143",152,2010,1,"UN r1 georegion"
"144",153,2010,1,"UN r1 georegion"
"145",154,2010,1,"UN r1 georegion"
"146",155,2010,1,"UN r1 georegion"
"147",156,2010,1,"UN r1 georegion"
"148",157,2010,1,"UN r1 georegion"
"149",158,2010,NA,NA
"150",159,2010,NA,NA
"151",161,2010,1,"UN r1 georegion"
"152",162,2010,0,NA
"153",163,2010,0,NA
"154",164,2010,1,"within region: one value all years"
"155",166,2010,0,NA
"156",167,2010,1,"within region: lm"
"157",168,2010,1,"within region: lm"
"158",169,2010,1,"UN r2 georegion"
"159",171,2010,0,NA
"160",172,2010,0,NA
"161",173,2010,0,NA
"162",174,2010,0,NA
"163",175,2010,0,NA
"164",176,2010,0,NA
"165",177,2010,0,NA
"166",178,2010,0,NA
"167",179,2010,0,NA
"168",180,2010,0,NA
"169",181,2010,0,NA
"170",182,2010,0,NA
"171",183,2010,0,NA
"172",184,2010,0,NA
"173",185,2010,1,"UN r2 georegion"
"174",186,2010,0,NA
"175",187,2010,0,NA
"176",188,2010,0,NA
"177",189,2010,0,NA
"178",190,2010,0,NA
"179",191,2010,0,NA
"180",192,2010,1,"UN r2 georegion"
"181",193,2010,1,"UN r2 georegion"
"182",194,2010,1,"within region: lm"
"183",195,2010,0,NA
"184",196,2010,0,NA
"185",197,2010,0,NA
"186",198,2010,1,"within region: lm"
"187",199,2010,1,"within region: one value all years"
"188",200,2010,1,"within region: lm"
"189",202,2010,0,NA
"190",203,2010,0,NA
"191",204,2010,0,NA
"192",205,2010,1,"within region: lm"
"193",206,2010,0,NA
"194",207,2010,0,NA
"195",208,2010,0,NA
"196",209,2010,0,NA
"197",210,2010,0,NA
"198",212,2010,1,"UN r1 georegion"
"199",214,2010,0,NA
"200",215,2010,0,NA
"201",216,2010,0,NA
"202",218,2010,0,NA
"203",219,2010,1,"UN r2 georegion"
"204",220,2010,1,"UN r2 georegion"
"205",221,2010,1,"UN r2 georegion"
"206",222,2010,0,NA
"207",223,2010,0,NA
"208",224,2010,0,NA
"209",227,2010,1,"UN r2 georegion"
"210",228,2010,1,"UN r2 georegion"
"211",231,2010,1,"within region: lm"
"212",232,2010,1,"within region: lm"
"213",237,2010,1,"UN r2 georegion"
"214",244,2010,1,"UN r2 georegion"
"215",245,2010,1,"UN r2 georegion"
"216",247,2010,1,"within region: lm"
"217",248,2010,1,"UN r2 georegion"
"218",249,2010,1,"UN r2 georegion"
"219",250,2010,1,"UN r2 georegion"
"220",1,2011,1,"UN r2 georegion"
"221",2,2011,1,"UN r2 georegion"
"222",3,2011,1,"UN r2 georegion"
"223",4,2011,NA,NA
"224",5,2011,1,"UN r1 georegion"
"225",6,2011,1,"UN r1 georegion"
"226",7,2011,1,"UN r1 georegion"
"227",8,2011,1,"UN r1 georegion"
"228",9,2011,1,"UN r1 georegion"
"229",10,2011,1,"UN r1 georegion"
"230",11,2011,1,"UN r1 georegion"
"231",12,2011,NA,NA
"232",13,2011,1,"UN r1 georegion"
"233",14,2011,0,NA
"234",15,2011,0,NA
"235",16,2011,0,NA
"236",17,2011,1,"UN r1 georegion"
"237",18,2011,1,"UN r1 georegion"
"238",19,2011,1,"UN r1 georegion"
"239",20,2011,0,NA
"240",24,2011,0,NA
"241",25,2011,0,NA
"242",26,2011,1,"UN r2 georegion"
"243",28,2011,1,"UN r2 georegion"
"244",29,2011,1,"UN r2 georegion"
"245",30,2011,NA,NA
"246",31,2011,1,"within region: lm"
"247",32,2011,1,"UN r2 georegion"
"248",33,2011,NA,NA
"249",34,2011,NA,NA
"250",35,2011,NA,NA
"251",36,2011,NA,NA
"252",37,2011,0,NA
"253",38,2011,1,"UN r2 georegion"
"254",39,2011,1,"UN r2 georegion"
"255",40,2011,0,NA
"256",41,2011,0,NA
"257",42,2011,0,NA
"258",43,2011,0,NA
"259",44,2011,1,"UN r2 georegion"
"260",45,2011,1,"UN r2 georegion"
"261",46,2011,1,"UN r2 georegion"
"262",47,2011,1,"within region: lm"
"263",48,2011,0,NA
"264",49,2011,1,"UN r2 georegion"
"265",50,2011,0,NA
"266",51,2011,0,NA
"267",52,2011,0,NA
"268",53,2011,0,NA
"269",54,2011,0,NA
"270",55,2011,1,"UN r2 georegion"
"271",56,2011,0,NA
"272",57,2011,1,"UN r2 georegion"
"273",58,2011,1,"UN r2 georegion"
"274",59,2011,0,NA
"275",60,2011,1,"UN r2 georegion"
"276",61,2011,1,"within region: lm"
"277",62,2011,0,NA
"278",63,2011,1,"UN r2 georegion"
"279",64,2011,0,NA
"280",65,2011,0,NA
"281",66,2011,0,NA
"282",67,2011,1,"within region: lm"
"283",68,2011,0,NA
"284",69,2011,0,NA
"285",70,2011,0,NA
"286",71,2011,0,NA
"287",72,2011,0,NA
"288",73,2011,0,NA
"289",74,2011,0,NA
"290",75,2011,0,NA
"291",76,2011,0,NA
"292",77,2011,1,"within region: lm"
"293",78,2011,0,NA
"294",79,2011,0,NA
"295",80,2011,0,NA
"296",81,2011,0,NA
"297",82,2011,0,NA
"298",84,2011,0,NA
"299",85,2011,1,"UN r2 georegion"
"300",86,2011,1,"UN r2 georegion"
"301",88,2011,1,"UN r2 georegion"
"302",89,2011,NA,NA
"303",90,2011,NA,NA
"304",91,2011,NA,NA
"305",92,2011,NA,NA
"306",93,2011,NA,NA
"307",94,2011,NA,NA
"308",95,2011,1,"UN r2 georegion"
"309",96,2011,1,"within region: lm"
"310",97,2011,1,"within region: lm"
"311",98,2011,1,"UN r2 georegion"
"312",99,2011,1,"within region: lm"
"313",100,2011,1,"UN r2 georegion"
"314",101,2011,0,NA
"315",102,2011,0,NA
"316",103,2011,1,"UN r2 georegion"
"317",104,2011,1,"UN r2 georegion"
"318",105,2011,NA,NA
"319",106,2011,0,NA
"320",107,2011,NA,NA
"321",108,2011,1,"UN r2 georegion"
"322",110,2011,1,"UN r2 georegion"
"323",111,2011,1,"UN r2 georegion"
"324",112,2011,1,"UN r2 georegion"
"325",113,2011,1,"UN r2 georegion"
"326",114,2011,1,"within region: lm"
"327",115,2011,0,NA
"328",116,2011,1,"within region: lm"
"329",117,2011,1,"UN r2 georegion"
"330",118,2011,1,"UN r2 georegion"
"331",119,2011,1,"UN r2 georegion"
"332",120,2011,1,"UN r2 georegion"
"333",121,2011,1,"UN r2 georegion"
"334",122,2011,1,"UN r2 georegion"
"335",123,2011,1,"UN r2 georegion"
"336",124,2011,1,"within region: lm"
"337",125,2011,1,"UN r2 georegion"
"338",126,2011,0,NA
"339",127,2011,1,"UN r2 georegion"
"340",129,2011,0,NA
"341",130,2011,0,NA
"342",131,2011,0,NA
"343",132,2011,0,NA
"344",133,2011,0,NA
"345",134,2011,0,NA
"346",135,2011,0,NA
"347",136,2011,0,NA
"348",137,2011,1,"within region: lm"
"349",138,2011,0,NA
"350",139,2011,0,NA
"351",140,2011,1,"UN r2 georegion"
"352",141,2011,1,"UN r2 georegion"
"353",143,2011,0,NA
"354",144,2011,NA,NA
"355",145,2011,1,"UN r2 georegion"
"356",146,2011,1,"UN r1 georegion"
"357",147,2011,1,"UN r1 georegion"
"358",148,2011,1,"UN r1 georegion"
"359",149,2011,NA,NA
"360",150,2011,NA,NA
"361",151,2011,1,"UN r1 georegion"
"362",152,2011,1,"UN r1 georegion"
"363",153,2011,1,"UN r1 georegion"
"364",154,2011,1,"UN r1 georegion"
"365",155,2011,1,"UN r1 georegion"
"366",156,2011,1,"UN r1 georegion"
"367",157,2011,1,"UN r1 georegion"
"368",158,2011,NA,NA
"369",159,2011,NA,NA
"370",161,2011,1,"UN r1 georegion"
"371",162,2011,0,NA
"372",163,2011,0,NA
"373",164,2011,1,"within region: one value all years"
"374",166,2011,0,NA
"375",167,2011,1,"within region: lm"
"376",168,2011,1,"within region: lm"
"377",169,2011,1,"UN r2 georegion"
"378",171,2011,0,NA
"379",172,2011,0,NA
"380",173,2011,0,NA
"381",174,2011,0,NA
"382",175,2011,0,NA
"383",176,2011,0,NA
"384",177,2011,0,NA
"385",178,2011,0,NA
"386",179,2011,0,NA
"387",180,2011,0,NA
"388",181,2011,0,NA
"389",182,2011,0,NA
"390",183,2011,0,NA
"391",184,2011,0,NA
"392",185,2011,1,"UN r2 georegion"
"393",186,2011,0,NA
"394",187,2011,0,NA
"395",188,2011,0,NA
"396",189,2011,0,NA
"397",190,2011,0,NA
"398",191,2011,0,NA
"399",192,2011,1,"UN r2 georegion"
"400",193,2011,1,"UN r2 georegion"
"401",194,2011,1,"within region: lm"
"402",195,2011,0,NA
"403",196,2011,0,NA
"404",197,2011,0,NA
"405",198,2011,1,"within region: lm"
"406",199,2011,1,"within region: one value all years"
"407",200,2011,1,"within region: lm"
"408",202,2011,0,NA
"409",203,2011,0,NA
"410",204,2011,0,NA
"411",205,2011,1,"within region: lm"
"412",206,2011,0,NA
"413",207,2011,0,NA
"414",208,2011,0,NA
"415",209,2011,0,NA
"416",210,2011,0,NA
"417",212,2011,1,"UN r1 georegion"
"418",214,2011,0,NA
"419",215,2011,0,NA
"420",216,2011,0,NA
"421",218,2011,0,NA
"422",219,2011,1,"UN r2 georegion"
"423",220,2011,1,"UN r2 georegion"
"424",221,2011,1,"UN r2 georegion"
"425",222,2011,0,NA
"426",223,2011,0,NA
"427",224,2011,0,NA
"428",227,2011,1,"UN r2 georegion"
"429",228,2011,1,"UN r2 georegion"
"430",231,2011,1,"within region: lm"
"431",232,2011,1,"within region: lm"
"432",237,2011,1,"UN r2 georegion"
"433",244,2011,1,"UN r2 georegion"
"434",245,2011,1,"UN r2 georegion"
"435",247,2011,1,"within region: lm"
"436",248,2011,1,"UN r2 georegion"
"437",249,2011,1,"UN r2 georegion"
"438",250,2011,1,"UN r2 georegion"
"439",1,2012,1,"UN r2 georegion"
"440",2,2012,1,"UN r2 georegion"
"441",3,2012,1,"UN r2 georegion"
"442",4,2012,NA,NA
"443",5,2012,1,"UN r1 georegion"
"444",6,2012,1,"UN r1 georegion"
"445",7,2012,1,"UN r1 georegion"
"446",8,2012,1,"UN r1 georegion"
"447",9,2012,1,"UN r1 georegion"
"448",10,2012,1,"UN r1 georegion"
"449",11,2012,1,"UN r1 georegion"
"450",12,2012,NA,NA
"451",13,2012,1,"UN r1 georegion"
"452",14,2012,0,NA
"453",15,2012,0,NA
"454",16,2012,0,NA
"455",17,2012,1,"UN r1 georegion"
"456",18,2012,1,"UN r1 georegion"
"457",19,2012,1,"UN r1 georegion"
"458",20,2012,0,NA
"459",24,2012,0,NA
"460",25,2012,0,NA
"461",26,2012,1,"UN r2 georegion"
"462",28,2012,1,"UN r2 georegion"
"463",29,2012,1,"UN r2 georegion"
"464",30,2012,NA,NA
"465",31,2012,1,"within region: lm"
"466",32,2012,1,"UN r2 georegion"
"467",33,2012,NA,NA
"468",34,2012,NA,NA
"469",35,2012,NA,NA
"470",36,2012,NA,NA
"471",37,2012,0,NA
"472",38,2012,1,"UN r2 georegion"
"473",39,2012,1,"UN r2 georegion"
"474",40,2012,0,NA
"475",41,2012,0,NA
"476",42,2012,0,NA
"477",43,2012,0,NA
"478",44,2012,1,"UN r2 georegion"
"479",45,2012,1,"UN r2 georegion"
"480",46,2012,1,"UN r2 georegion"
"481",47,2012,1,"within region: lm"
"482",48,2012,0,NA
"483",49,2012,1,"UN r2 georegion"
"484",50,2012,0,NA
"485",51,2012,0,NA
"486",52,2012,0,NA
"487",53,2012,0,NA
"488",54,2012,0,NA
"489",55,2012,1,"UN r2 georegion"
"490",56,2012,0,NA
"491",57,2012,1,"UN r2 georegion"
"492",58,2012,1,"UN r2 georegion"
"493",59,2012,0,NA
"494",60,2012,1,"UN r2 georegion"
"495",61,2012,1,"within region: lm"
"496",62,2012,0,NA
"497",63,2012,1,"UN r2 georegion"
"498",64,2012,0,NA
"499",65,2012,0,NA
"500",66,2012,0,NA
"501",67,2012,1,"within region: lm"
"502",68,2012,0,NA
"503",69,2012,0,NA
"504",70,2012,0,NA
"505",71,2012,0,NA
"506",72,2012,0,NA
"507",73,2012,0,NA
"508",74,2012,0,NA
"509",75,2012,0,NA
"510",76,2012,0,NA
"511",77,2012,1,"within region: lm"
"512",78,2012,0,NA
"513",79,2012,0,NA
"514",80,2012,0,NA
"515",81,2012,0,NA
"516",82,2012,0,NA
"517",84,2012,0,NA
"518",85,2012,1,"UN r2 georegion"
"519",86,2012,1,"UN r2 georegion"
"520",88,2012,1,"UN r2 georegion"
"521",89,2012,NA,NA
"522",90,2012,NA,NA
"523",91,2012,NA,NA
"524",92,2012,NA,NA
"525",93,2012,NA,NA
"526",94,2012,NA,NA
"527",95,2012,1,"UN r2 georegion"
"528",96,2012,1,"within region: lm"
"529",97,2012,1,"within region: lm"
"530",98,2012,1,"UN r2 georegion"
"531",99,2012,1,"within region: lm"
"532",100,2012,1,"UN r2 georegion"
"533",101,2012,0,NA
"534",102,2012,0,NA
"535",103,2012,1,"UN r2 georegion"
"536",104,2012,1,"UN r2 georegion"
"537",105,2012,NA,NA
"538",106,2012,0,NA
"539",107,2012,NA,NA
"540",108,2012,1,"UN r2 georegion"
"541",110,2012,1,"UN r2 georegion"
"542",111,2012,1,"UN r2 georegion"
"543",112,2012,1,"UN r2 georegion"
"544",113,2012,1,"UN r2 georegion"
"545",114,2012,1,"within region: lm"
"546",115,2012,0,NA
"547",116,2012,1,"within region: lm"
"548",117,2012,1,"UN r2 georegion"
"549",118,2012,1,"UN r2 georegion"
"550",119,2012,1,"UN r2 georegion"
"551",120,2012,1,"UN r2 georegion"
"552",121,2012,1,"UN r2 georegion"
"553",122,2012,1,"UN r2 georegion"
"554",123,2012,1,"UN r2 georegion"
"555",124,2012,1,"within region: lm"
"556",125,2012,1,"UN r2 georegion"
"557",126,2012,0,NA
"558",127,2012,1,"UN r2 georegion"
"559",129,2012,0,NA
"560",130,2012,0,NA
"561",131,2012,0,NA
"562",132,2012,0,NA
"563",133,2012,0,NA
"564",134,2012,0,NA
"565",135,2012,0,NA
"566",136,2012,0,NA
"567",137,2012,1,"within region: lm"
"568",138,2012,0,NA
"569",139,2012,0,NA
"570",140,2012,1,"UN r2 georegion"
"571",141,2012,1,"UN r2 georegion"
"572",143,2012,0,NA
"573",144,2012,NA,NA
"574",145,2012,1,"UN r2 georegion"
"575",146,2012,1,"UN r1 georegion"
"576",147,2012,1,"UN r1 georegion"
"577",148,2012,1,"UN r1 georegion"
"578",149,2012,NA,NA
"579",150,2012,NA,NA
"580",151,2012,1,"UN r1 georegion"
"581",152,2012,1,"UN r1 georegion"
"582",153,2012,1,"UN r1 georegion"
"583",154,2012,1,"UN r1 georegion"
"584",155,2012,1,"UN r1 georegion"
"585",156,2012,1,"UN r1 georegion"
"586",157,2012,1,"UN r1 georegion"
"587",158,2012,NA,NA
"588",159,2012,NA,NA
"589",161,2012,1,"UN r1 georegion"
"590",162,2012,0,NA
"591",163,2012,0,NA
"592",164,2012,1,"within region: one value all years"
"593",166,2012,0,NA
"594",167,2012,1,"within region: lm"
"595",168,2012,1,"within region: lm"
"596",169,2012,1,"UN r2 georegion"
"597",171,2012,0,NA
"598",172,2012,0,NA
"599",173,2012,0,NA
"600",174,2012,0,NA
"601",175,2012,0,NA
"602",176,2012,0,NA
"603",177,2012,0,NA
"604",178,2012,0,NA
"605",179,2012,0,NA
"606",180,2012,0,NA
"607",181,2012,0,NA
"608",182,2012,0,NA
"609",183,2012,0,NA
"610",184,2012,0,NA
"611",185,2012,1,"UN r2 georegion"
"612",186,2012,0,NA
"613",187,2012,0,NA
"614",188,2012,0,NA
"615",189,2012,0,NA
"616",190,2012,0,NA
"617",191,2012,0,NA
"618",192,2012,1,"UN r2 georegion"
"619",193,2012,1,"UN r2 georegion"
"620",194,2012,1,"within region: lm"
"621",195,2012,0,NA
"622",196,2012,0,NA
"623",197,2012,0,NA
"624",198,2012,1,"within region: lm"
"625",199,2012,1,"within region: one value all years"
"626",200,2012,1,"within region: lm"
"627",202,2012,0,NA
"628",203,2012,0,NA
"629",204,2012,0,NA
"630",205,2012,1,"within region: lm"
"631",206,2012,0,NA
"632",207,2012,0,NA
"633",208,2012,0,NA
"634",209,2012,0,NA
"635",210,2012,0,NA
"636",212,2012,1,"UN r1 georegion"
"637",214,2012,0,NA
"638",215,2012,0,NA
"639",216,2012,0,NA
"640",218,2012,0,NA
"641",219,2012,1,"UN r2 georegion"
"642",220,2012,1,"UN r2 georegion"
"643",221,2012,1,"UN r2 georegion"
"644",222,2012,0,NA
"645",223,2012,0,NA
"646",224,2012,0,NA
"647",227,2012,1,"UN r2 georegion"
"648",228,2012,1,"UN r2 georegion"
"649",231,2012,1,"within region: lm"
"650",232,2012,1,"within region: lm"
"651",237,2012,1,"UN r2 georegion"
"652",244,2012,1,"UN r2 georegion"
"653",245,2012,1,"UN r2 georegion"
"654",247,2012,1,"within region: lm"
"655",248,2012,1,"UN r2 georegion"
"656",249,2012,1,"UN r2 georegion"
"657",250,2012,1,"UN r2 georegion"
"658",1,2013,1,"UN r2 georegion"
"659",2,2013,1,"UN r2 georegion"
"660",3,2013,1,"UN r2 georegion"
"661",4,2013,NA,NA
"662",5,2013,1,"UN r1 georegion"
"663",6,2013,1,"UN r1 georegion"
"664",7,2013,1,"UN r1 georegion"
"665",8,2013,1,"UN r1 georegion"
"666",9,2013,1,"UN r1 georegion"
"667",10,2013,1,"UN r1 georegion"
"668",11,2013,1,"UN r1 georegion"
"669",12,2013,NA,NA
"670",13,2013,1,"UN r1 georegion"
"671",14,2013,0,NA
"672",15,2013,0,NA
"673",16,2013,0,NA
"674",17,2013,1,"UN r1 georegion"
"675",18,2013,1,"UN r1 georegion"
"676",19,2013,1,"UN r1 georegion"
"677",20,2013,0,NA
"678",24,2013,0,NA
"679",25,2013,0,NA
"680",26,2013,1,"UN r2 georegion"
"681",28,2013,1,"UN r2 georegion"
"682",29,2013,1,"UN r2 georegion"
"683",30,2013,NA,NA
"684",31,2013,1,"within region: lm"
"685",32,2013,1,"UN r2 georegion"
"686",33,2013,NA,NA
"687",34,2013,NA,NA
"688",35,2013,NA,NA
"689",36,2013,NA,NA
"690",37,2013,0,NA
"691",38,2013,1,"UN r2 georegion"
"692",39,2013,1,"UN r2 georegion"
"693",40,2013,0,NA
"694",41,2013,0,NA
"695",42,2013,0,NA
"696",43,2013,0,NA
"697",44,2013,1,"UN r2 georegion"
"698",45,2013,1,"UN r2 georegion"
"699",46,2013,1,"UN r2 georegion"
"700",47,2013,1,"within region: lm"
"701",48,2013,0,NA
"702",49,2013,1,"UN r2 georegion"
"703",50,2013,0,NA
"704",51,2013,0,NA
"705",52,2013,0,NA
"706",53,2013,0,NA
"707",54,2013,0,NA
"708",55,2013,1,"UN r2 georegion"
"709",56,2013,0,NA
"710",57,2013,1,"UN r2 georegion"
"711",58,2013,1,"UN r2 georegion"
"712",59,2013,0,NA
"713",60,2013,1,"UN r2 georegion"
"714",61,2013,1,"within region: lm"
"715",62,2013,0,NA
"716",63,2013,1,"UN r2 georegion"
"717",64,2013,0,NA
"718",65,2013,0,NA
"719",66,2013,0,NA
"720",67,2013,1,"within region: lm"
"721",68,2013,0,NA
"722",69,2013,0,NA
"723",70,2013,0,NA
"724",71,2013,0,NA
"725",72,2013,0,NA
"726",73,2013,0,NA
"727",74,2013,0,NA
"728",75,2013,0,NA
"729",76,2013,0,NA
"730",77,2013,1,"within region: lm"
"731",78,2013,0,NA
"732",79,2013,0,NA
"733",80,2013,0,NA
"734",81,2013,0,NA
"735",82,2013,0,NA
"736",84,2013,0,NA
"737",85,2013,1,"UN r2 georegion"
"738",86,2013,1,"UN r2 georegion"
"739",88,2013,1,"UN r2 georegion"
"740",89,2013,NA,NA
"741",90,2013,NA,NA
"742",91,2013,NA,NA
"743",92,2013,NA,NA
"744",93,2013,NA,NA
"745",94,2013,NA,NA
"746",95,2013,1,"UN r2 georegion"
"747",96,2013,1,"within region: lm"
"748",97,2013,1,"within region: lm"
"749",98,2013,1,"UN r2 georegion"
"750",99,2013,1,"within region: lm"
"751",100,2013,1,"UN r2 georegion"
"752",101,2013,0,NA
"753",102,2013,0,NA
"754",103,2013,1,"UN r2 georegion"
"755",104,2013,1,"UN r2 georegion"
"756",105,2013,NA,NA
"757",106,2013,0,NA
"758",107,2013,NA,NA
"759",108,2013,1,"UN r2 georegion"
"760",110,2013,1,"UN r2 georegion"
"761",111,2013,1,"UN r2 georegion"
"762",112,2013,1,"UN r2 georegion"
"763",113,2013,1,"UN r2 georegion"
"764",114,2013,1,"within region: lm"
"765",115,2013,0,NA
"766",116,2013,1,"within region: lm"
"767",117,2013,1,"UN r2 georegion"
"768",118,2013,1,"UN r2 georegion"
"769",119,2013,1,"UN r2 georegion"
"770",120,2013,1,"UN r2 georegion"
"771",121,2013,1,"UN r2 georegion"
"772",122,2013,1,"UN r2 georegion"
"773",123,2013,1,"UN r2 georegion"
"774",124,2013,1,"within region: lm"
"775",125,2013,1,"UN r2 georegion"
"776",126,2013,0,NA
"777",127,2013,1,"UN r2 georegion"
"778",129,2013,0,NA
"779",130,2013,0,NA
"780",131,2013,0,NA
"781",132,2013,0,NA
"782",133,2013,0,NA
"783",134,2013,0,NA
"784",135,2013,0,NA
"785",136,2013,0,NA
"786",137,2013,1,"within region: lm"
"787",138,2013,0,NA
"788",139,2013,0,NA
"789",140,2013,1,"UN r2 georegion"
"790",141,2013,1,"UN r2 georegion"
"791",143,2013,0,NA
"792",144,2013,NA,NA
"793",145,2013,1,"UN r2 georegion"
"794",146,2013,1,"UN r1 georegion"
"795",147,2013,1,"UN r1 georegion"
"796",148,2013,1,"UN r1 georegion"
"797",149,2013,NA,NA
"798",150,2013,NA,NA
"799",151,2013,1,"UN r1 georegion"
"800",152,2013,1,"UN r1 georegion"
"801",153,2013,1,"UN r1 georegion"
"802",154,2013,1,"UN r1 georegion"
"803",155,2013,1,"UN r1 georegion"
"804",156,2013,1,"UN r1 georegion"
"805",157,2013,1,"UN r1 georegion"
"806",158,2013,NA,NA
"807",159,2013,NA,NA
"808",161,2013,1,"UN r1 georegion"
"809",162,2013,0,NA
"810",163,2013,0,NA
"811",164,2013,1,"within region: one value all years"
"812",166,2013,0,NA
"813",167,2013,1,"within region: lm"
"814",168,2013,1,"within region: lm"
"815",169,2013,1,"UN r2 georegion"
"816",171,2013,0,NA
"817",172,2013,0,NA
"818",173,2013,0,NA
"819",174,2013,0,NA
"820",175,2013,0,NA
"821",176,2013,0,NA
"822",177,2013,0,NA
"823",178,2013,0,NA
"824",179,2013,0,NA
"825",180,2013,0,NA
"826",181,2013,0,NA
"827",182,2013,0,NA
"828",183,2013,0,NA
"829",184,2013,0,NA
"830",185,2013,1,"UN r2 georegion"
"831",186,2013,0,NA
"832",187,2013,0,NA
"833",188,2013,0,NA
"834",189,2013,0,NA
"835",190,2013,0,NA
"836",191,2013,0,NA
"837",192,2013,1,"UN r2 georegion"
"838",193,2013,1,"UN r2 georegion"
"839",194,2013,1,"within region: lm"
"840",195,2013,0,NA
"841",196,2013,0,NA
"842",197,2013,0,NA
