"r0","r1","r2","id","w","v","r2_v","r1_v","r0_v","r2_n","r1_n","r0_n","r2_n_notna","r1_n_notna","r0_n_notna","z_level","z_n","z_n_pct","z_g_score","z"
1,419,29,118,0,0.874399174242226,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,0.874399174242226
1,419,29,119,0,0.665963048311437,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,0.665963048311437
1,419,29,120,0,1,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,1
1,419,29,121,,,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"r2",28,0.892857142857143,0.0535714285714285,0.932415134272447
1,419,29,122,78037.95132,0.691472432670936,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,0.691472432670936
1,419,29,123,0,1,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,1
1,419,29,124,150612.4963,1,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,1
1,419,29,125,0,1,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,1
1,419,29,126,688272.716,1,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,1
1,419,29,127,53411.60498,0.45369830297015,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,0.45369830297015
1,419,29,140,0,0.96490673094252,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,0.96490673094252
1,419,29,166,1230822.087,0.987449620912345,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,0.987449620912345
1,419,29,220,,,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"r2",28,0.892857142857143,0.0535714285714285,0.932415134272447
1,419,29,221,,,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"r2",28,0.892857142857143,0.0535714285714285,0.932415134272447
1,419,29,244,94755.775,0.937938826609099,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,0.937938826609099
1,419,29,245,94755.775,0.937938826609099,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,0.937938826609099
1,419,29,248,94755.775,0.937938826609099,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,0.937938826609099
1,419,29,249,94755.775,0.937938826609099,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,0.937938826609099
1,419,29,250,0,1,0.932415134272447,0.615028124366723,0.686779206799896,28,48,220,25,44,165,"v",1,1,0,1
1,999,999,89,,,,,0.686779206799896,7,7,220,,,165,"r0",220,0.75,1.15,
1,999,999,90,,,,,0.686779206799896,7,7,220,,,165,"r0",220,0.75,1.15,
1,999,999,91,,,,,0.686779206799896,7,7,220,,,165,"r0",220,0.75,1.15,
1,999,999,92,,,,,0.686779206799896,7,7,220,,,165,"r0",220,0.75,1.15,
1,999,999,93,,,,,0.686779206799896,7,7,220,,,165,"r0",220,0.75,1.15,
1,999,999,94,,,,,0.686779206799896,7,7,220,,,165,"r0",220,0.75,1.15,
1,999,999,105,,,,,0.686779206799896,7,7,220,,,165,"r0",220,0.75,1.15,
