"sp_id","sector","year","crew"
258441,"cf",2011,0
258441,"cf",2012,0
258441,"cf",2013,0
258441,"cf",2014,67
258441,"cf",2015,67
258442,"cf",2006,0
258442,"cf",2007,0
258442,"cf",2008,0
258442,"cf",2009,0
258442,"cf",2010,0
258442,"cf",2011,0
258442,"cf",2012,0
258442,"cf",2013,33
258442,"cf",2014,67
258442,"cf",2015,67
258510,"cf",2006,280
258510,"cf",2007,220
258510,"cf",2008,220
258510,"cf",2009,507
258510,"cf",2010,319
258510,"cf",2011,259
258510,"cf",2012,287
258510,"cf",2013,287
258510,"cf",2014,0
258510,"cf",2015,0
258520,"cf",2006,116
258520,"cf",2007,48
258520,"cf",2008,76
258520,"cf",2009,81
258520,"cf",2010,81
258520,"cf",2011,81
258520,"cf",2012,81
258520,"cf",2013,112
258520,"cf",2014,92
258520,"cf",2015,196
258600,"cf",2006,289
258600,"cf",2007,300
258600,"cf",2008,259
258600,"cf",2009,444
258600,"cf",2010,335
258600,"cf",2011,335
258600,"cf",2012,335
258600,"cf",2013,298
258600,"cf",2014,76
258600,"cf",2015,37
258700,"cf",2006,39
258700,"cf",2007,80
258700,"cf",2008,39
258700,"cf",2009,78
258700,"cf",2010,39
258700,"cf",2011,76
258700,"cf",2012,76
258700,"cf",2013,76
258700,"cf",2014,76
258700,"cf",2015,37
288100,"cf",2006,368
288100,"cf",2007,453
288100,"cf",2008,471
288100,"cf",2009,414
288100,"cf",2010,384
288100,"cf",2011,469
288100,"cf",2012,453
288100,"cf",2013,583
288100,"cf",2014,0
288100,"cf",2015,0
288200,"cf",2006,214
288200,"cf",2007,218
288200,"cf",2008,118
288200,"cf",2009,308
288200,"cf",2010,169
288200,"cf",2011,317
288200,"cf",2012,171
288200,"cf",2013,364
288200,"cf",2014,0
288200,"cf",2015,0
288300,"cf",2006,0
288300,"cf",2007,0
288300,"cf",2008,0
288300,"cf",2009,0
288300,"cf",2010,0
288300,"cf",2011,0
288300,"cf",2012,0
288300,"cf",2013,0
288300,"cf",2014,30
288300,"cf",2015,0
248100,"tour",2008,17069.8162162276
248200,"tour",2008,81.295621735178
248500,"tour",2008,66.9915687260672
248600,"tour",2008,0
258410,"tour",2008,68.5931808390565
258420,"tour",2008,21.2075534961334
288100,"tour",2008,63.4569764767117
288200,"tour",2008,0
288300,"tour",2008,0
248100,"tour",2009,15322.2917169447
248200,"tour",2009,176.867682477519
248500,"tour",2009,104.215243352093
248600,"tour",2009,8.36704259027138
258410,"tour",2009,129.841037159921
258420,"tour",2009,6.13030843247606
288100,"tour",2009,180.816484756096
288200,"tour",2009,9.94104070131253
288300,"tour",2009,0
248100,"tour",2010,16768.7131389857
248200,"tour",2010,130.669457218364
248500,"tour",2010,79.6663956202407
248600,"tour",2010,8.61556860780419
258410,"tour",2010,12.1777748591079
258420,"tour",2010,0
288100,"tour",2010,93.4457825923378
288200,"tour",2010,0
288300,"tour",2010,4.25255630000592
248100,"tour",2011,14846.8062174005
248200,"tour",2011,168.473025885299
248500,"tour",2011,61.8277503617743
248600,"tour",2011,9.36114666040263
258410,"tour",2011,12.840510905862
258420,"tour",2011,6.18553643637224
288100,"tour",2011,84.7749859806374
288200,"tour",2011,3.06515421623803
288300,"tour",2011,6.2959924441646
248100,"tour",2012,11326.7941610736
248200,"tour",2012,119.126804404062
248500,"tour",2012,134.563031493044
248600,"tour",2012,7.70430654351721
258410,"tour",2012,31.7284882383558
258420,"tour",2012,18.8879773324938
288100,"tour",2012,60.806032289695
288200,"tour",2012,0
288300,"tour",2012,3.81073226883647
248100,"tour",2013,14143.2290617651
248200,"tour",2013,3.17561022403039
248500,"tour",2013,22.2844995721089
248600,"tour",2013,11.929248841575
258410,"tour",2013,2.84424220065331
258420,"tour",2013,0
288100,"tour",2013,68.3446548215237
288200,"tour",2013,0
288300,"tour",2013,10.3276367285858
248100,"tour",2014,15572.0051365613
248200,"tour",2014,41.9732829610974
248500,"tour",2014,43.5748950740866
248600,"tour",2014,3.28606623182275
258410,"tour",2014,0
258420,"tour",2014,3.20322422597848
288100,"tour",2014,142.074040022925
288200,"tour",2014,7.01395649481495
288300,"tour",2014,0
248100,"tour",2015,12381.952789512
248200,"tour",2015,42.3322649864225
248500,"tour",2015,32.6397503026428
248600,"tour",2015,1.57399811104115
258410,"tour",2015,0
258420,"tour",2015,0.414210029221355
288100,"tour",2015,75.469067324131
288200,"tour",2015,3.53459224935557
288300,"tour",2015,9.83058469352017
