"sp_id","sciname","category"
248300,"Catharacta antarctica, Catharacta lonnbergi, Stercorarius lonnbergi","LC"
248400,"Catharacta antarctica, Catharacta lonnbergi, Stercorarius lonnbergi","LC"
248600,"Catharacta antarctica, Catharacta lonnbergi, Stercorarius lonnbergi","LC"
258441,"Catharacta antarctica, Catharacta lonnbergi, Stercorarius lonnbergi","LC"
258442,"Catharacta antarctica, Catharacta lonnbergi, Stercorarius lonnbergi","LC"
258432,"Catharacta antarctica, Catharacta lonnbergi, Stercorarius lonnbergi","LC"
258410,"Catharacta antarctica, Catharacta lonnbergi, Stercorarius lonnbergi","LC"
258431,"Catharacta antarctica, Catharacta lonnbergi, Stercorarius lonnbergi","LC"
248200,"Catharacta antarctica, Catharacta lonnbergi, Stercorarius lonnbergi","LC"
288100,"Catharacta antarctica, Catharacta lonnbergi, Stercorarius lonnbergi","LC"
288200,"Catharacta antarctica, Catharacta lonnbergi, Stercorarius lonnbergi","LC"
288300,"Catharacta antarctica, Catharacta lonnbergi, Stercorarius lonnbergi","LC"
248100,"Catharacta antarctica, Catharacta lonnbergi, Stercorarius lonnbergi","LC"
258420,"Catharacta antarctica, Catharacta lonnbergi, Stercorarius lonnbergi","LC"
248500,"Catharacta antarctica, Catharacta lonnbergi, Stercorarius lonnbergi","LC"
