"goal","dimension","region_id","score","scores_si_ref","change_in_score"
"SPP","trend",258600,0.19,0.19,0
"SPP","trend",258700,0.07,0.07,0
"SPP","trend",288100,0.32,0.32,0
"SPP","trend",288200,0.32,0.32,0
"SPP","trend",288300,0.32,0.32,0
"TR","future",0,30.15,30.15,0
"TR","future",248100,100,100,0
"TR","future",248200,18.03,18.03,0
"TR","future",248300,NA,NA,NA
"TR","future",248400,NA,NA,NA
"TR","future",248500,28.47,28.47,0
"TR","future",248600,NA,NA,NA
"TR","future",258410,0,0,0
"TR","future",258420,1.79,1.79,0
"TR","future",258431,NA,NA,NA
"TR","future",258432,NA,NA,NA
"TR","future",258441,NA,NA,NA
"TR","future",258442,NA,NA,NA
"TR","future",258510,NA,NA,NA
"TR","future",258520,NA,NA,NA
"TR","future",258600,NA,NA,NA
"TR","future",258700,NA,NA,NA
"TR","future",288100,80.16,80.16,0
"TR","future",288200,NA,NA,NA
"TR","future",288300,NA,NA,NA
"TR","pressures",248100,29.03,29.03,0
"TR","pressures",248200,34.38,34.38,0
"TR","pressures",248300,8.65,8.65,0
"TR","pressures",248400,9.4,9.4,0
"TR","pressures",248500,3.15,3.15,0
"TR","pressures",248600,8.2,8.2,0
"TR","pressures",258410,17.12,17.12,0
"TR","pressures",258420,9.19,9.19,0
"TR","pressures",258431,3.93,3.93,0
"TR","pressures",258432,4.34,4.34,0
"TR","pressures",258441,4.63,4.63,0
"TR","pressures",258442,4.1,4.1,0
"TR","pressures",258510,13.13,13.13,0
"TR","pressures",258520,6.97,6.97,0
"TR","pressures",258600,9.27,9.27,0
"TR","pressures",258700,13.05,13.05,0
"TR","pressures",288100,7.67,7.67,0
"TR","pressures",288200,3.61,3.61,0
"TR","pressures",288300,6.26,6.26,0
"TR","resilience",248100,50.42,50.42,0
"TR","resilience",248200,72.47,72.47,0
"TR","resilience",248300,50,50,0
"TR","resilience",248400,50,50,0
"TR","resilience",248500,50,50,0
"TR","resilience",248600,50,50,0
"TR","resilience",258410,50,50,0
"TR","resilience",258420,50,50,0
"TR","resilience",258431,50,50,0
"TR","resilience",258432,50,50,0
"TR","resilience",258441,50,50,0
"TR","resilience",258442,50,50,0
"TR","resilience",258510,50,50,0
"TR","resilience",258520,50,50,0
"TR","resilience",258600,50,50,0
"TR","resilience",258700,50,50,0
"TR","resilience",288100,50.02,50.02,0
"TR","resilience",288200,50,50,0
"TR","resilience",288300,50,50,0
"TR","score",0,29.8,29.8,0
"TR","score",248100,100,100,0
"TR","score",248200,27.43,27.43,0
"TR","score",248300,NA,NA,NA
"TR","score",248400,NA,NA,NA
"TR","score",248500,32.9,32.9,0
"TR","score",248600,NA,NA,NA
"TR","score",258410,0,0,0
"TR","score",258420,2.4,2.4,0
"TR","score",258431,NA,NA,NA
"TR","score",258432,NA,NA,NA
"TR","score",258441,NA,NA,NA
"TR","score",258442,NA,NA,NA
"TR","score",258510,NA,NA,NA
"TR","score",258520,NA,NA,NA
"TR","score",258600,NA,NA,NA
"TR","score",258700,NA,NA,NA
"TR","score",288100,72.18,72.18,0
"TR","score",288200,NA,NA,NA
"TR","score",288300,NA,NA,NA
"TR","status",0,29.44,29.44,0
"TR","status",248100,100,100,0
"TR","status",248200,36.82,36.82,0
"TR","status",248300,NA,NA,NA
"TR","status",248400,NA,NA,NA
"TR","status",248500,37.32,37.32,0
"TR","status",248600,NA,NA,NA
"TR","status",258410,0,0,0
"TR","status",258420,3,3,0
"TR","status",258431,NA,NA,NA
"TR","status",258432,NA,NA,NA
"TR","status",258441,NA,NA,NA
"TR","status",258442,NA,NA,NA
"TR","status",258510,NA,NA,NA
"TR","status",258520,NA,NA,NA
"TR","status",258600,NA,NA,NA
"TR","status",258700,NA,NA,NA
"TR","status",288100,64.21,64.21,0
"TR","status",288200,NA,NA,NA
"TR","status",288300,NA,NA,NA
"TR","trend",248100,0,0,0
"TR","trend",248200,-0.95,-0.95,0
"TR","trend",248300,NA,NA,NA
"TR","trend",248400,NA,NA,NA
"TR","trend",248500,-0.58,-0.58,0
"TR","trend",248600,NA,NA,NA
"TR","trend",258410,-0.34,-0.34,0
"TR","trend",258420,-0.8,-0.8,0
"TR","trend",258431,NA,NA,NA
"TR","trend",258432,NA,NA,NA
"TR","trend",258441,NA,NA,NA
"TR","trend",258442,NA,NA,NA
"TR","trend",258510,NA,NA,NA
"TR","trend",258520,NA,NA,NA
"TR","trend",258600,NA,NA,NA
"TR","trend",258700,NA,NA,NA
"TR","trend",288100,0.16,0.16,0
"TR","trend",288200,NA,NA,NA
"TR","trend",288300,NA,NA,NA
