"","region_id","score","dimension","goal"
"87",92,2.7,"status","FIS"
"88",93,37.4,"status","FIS"
"89",94,44.5,"status","FIS"
"90",95,76.3,"status","FIS"
"91",96,12.1,"status","FIS"
"92",97,6.2,"status","FIS"
"93",98,13.1,"status","FIS"
"94",99,19.8,"status","FIS"
"95",100,22.7,"status","FIS"
"96",101,20.1,"status","FIS"
"97",102,60.4,"status","FIS"
"98",103,12.7,"status","FIS"
"99",104,9,"status","FIS"
"100",105,1.1,"status","FIS"
"101",106,37.5,"status","FIS"
"102",107,65.9,"status","FIS"
"103",108,24.1,"status","FIS"
"104",110,44.7,"status","FIS"
"105",111,1,"status","FIS"
"106",112,22.6,"status","FIS"
"107",113,21.2,"status","FIS"
"108",114,17.7,"status","FIS"
"109",115,27,"status","FIS"
"110",116,19.2,"status","FIS"
"111",117,24.7,"status","FIS"
"112",118,22.7,"status","FIS"
"113",119,10.4,"status","FIS"
"114",120,16.9,"status","FIS"
"115",121,15.2,"status","FIS"
"116",122,13.1,"status","FIS"
"117",123,9.2,"status","FIS"
"118",124,3.9,"status","FIS"
"119",125,27.5,"status","FIS"
"120",126,14.7,"status","FIS"
"121",127,23,"status","FIS"
"122",129,28.8,"status","FIS"
"123",130,20.8,"status","FIS"
"124",131,19,"status","FIS"
"125",132,23.7,"status","FIS"
"126",133,20.5,"status","FIS"
"127",134,8.7,"status","FIS"
"128",135,39.1,"status","FIS"
"129",136,11.8,"status","FIS"
"130",137,28.5,"status","FIS"
"131",138,67.5,"status","FIS"
"132",139,24.7,"status","FIS"
"133",140,5.3,"status","FIS"
"134",141,14.1,"status","FIS"
"135",143,25.4,"status","FIS"
"136",144,0.8,"status","FIS"
"137",145,14.2,"status","FIS"
"138",146,72,"status","FIS"
"139",147,34.7,"status","FIS"
"140",148,49.2,"status","FIS"
"141",149,73.5,"status","FIS"
"142",150,64.3,"status","FIS"
"143",151,56.8,"status","FIS"
"144",152,46.2,"status","FIS"
"145",153,20.5,"status","FIS"
"146",154,12.5,"status","FIS"
"147",155,13.9,"status","FIS"
"148",156,40,"status","FIS"
"149",157,62.7,"status","FIS"
"150",158,40.7,"status","FIS"
"151",159,6.2,"status","FIS"
"152",161,46.2,"status","FIS"
"153",162,29.1,"status","FIS"
"154",163,47,"status","FIS"
"155",164,21.1,"status","FIS"
"156",166,7.3,"status","FIS"
"157",167,11,"status","FIS"
"158",168,19.1,"status","FIS"
"159",169,16.4,"status","FIS"
"160",171,43.4,"status","FIS"
"161",172,46.6,"status","FIS"
"162",173,47.5,"status","FIS"
"163",174,31.2,"status","FIS"
"164",175,10.1,"status","FIS"
"165",176,25.9,"status","FIS"
"166",177,43.2,"status","FIS"
"167",178,62.1,"status","FIS"
"168",179,40.4,"status","FIS"
"169",180,43.1,"status","FIS"
"170",181,41.1,"status","FIS"
"171",182,18.7,"status","FIS"
"172",183,20.7,"status","FIS"
"173",184,43,"status","FIS"
"174",185,33.7,"status","FIS"
"175",186,28.8,"status","FIS"
"176",187,35.8,"status","FIS"
"177",188,74,"status","FIS"
"178",189,70.5,"status","FIS"
"179",190,19.9,"status","FIS"
"180",191,21.6,"status","FIS"
"181",192,16.2,"status","FIS"
"182",193,6.7,"status","FIS"
"183",194,4.2,"status","FIS"
"184",195,10.7,"status","FIS"
"185",196,25.5,"status","FIS"
"186",197,31.9,"status","FIS"
"187",198,26.9,"status","FIS"
"188",199,11.5,"status","FIS"
"189",200,10.2,"status","FIS"
"190",202,57.7,"status","FIS"
"191",203,38.8,"status","FIS"
"192",204,16.4,"status","FIS"
"193",205,22.8,"status","FIS"
"194",206,41.9,"status","FIS"
"195",207,58.9,"status","FIS"
"196",208,20.4,"status","FIS"
"197",209,21.3,"status","FIS"
"198",210,41.7,"status","FIS"
"199",212,41,"status","FIS"
"200",214,23.6,"status","FIS"
"201",215,13.8,"status","FIS"
"202",216,38.8,"status","FIS"
"203",218,21.6,"status","FIS"
"204",219,36,"status","FIS"
"205",220,29.6,"status","FIS"
"206",221,21.1,"status","FIS"
"207",222,47.1,"status","FIS"
"208",223,38.6,"status","FIS"
"209",224,43.8,"status","FIS"
"210",227,57.7,"status","FIS"
"211",228,46.1,"status","FIS"
"212",231,59.7,"status","FIS"
"213",232,21.1,"status","FIS"
"214",237,69.5,"status","FIS"
"215",244,30.8,"status","FIS"
"216",245,29.3,"status","FIS"
"217",247,24.8,"status","FIS"
"218",248,34.9,"status","FIS"
"219",249,19.4,"status","FIS"
"220",250,23.8,"status","FIS"
"221",1,0.01,"trend","FIS"
"222",2,0.03,"trend","FIS"
"223",3,-0.12,"trend","FIS"
"224",4,0.04,"trend","FIS"
"225",5,0,"trend","FIS"
"226",6,0.03,"trend","FIS"
"227",7,0.08,"trend","FIS"
"228",8,0.1,"trend","FIS"
"229",9,0.08,"trend","FIS"
"230",10,0.1,"trend","FIS"
"231",11,0.05,"trend","FIS"
"232",12,-0.02,"trend","FIS"
"233",13,0.01,"trend","FIS"
"234",14,0.01,"trend","FIS"
"235",15,0.02,"trend","FIS"
"236",16,0.02,"trend","FIS"
"237",17,0.09,"trend","FIS"
"238",18,0.01,"trend","FIS"
"239",19,0.09,"trend","FIS"
"240",20,0.01,"trend","FIS"
"241",21,0.01,"trend","FIS"
"242",24,0.05,"trend","FIS"
"243",25,0.03,"trend","FIS"
"244",26,0.01,"trend","FIS"
"245",28,0.16,"trend","FIS"
"246",29,0.27,"trend","FIS"
"247",30,0.19,"trend","FIS"
"248",31,0.2,"trend","FIS"
"249",32,0.07,"trend","FIS"
"250",33,0.26,"trend","FIS"
"251",34,0.01,"trend","FIS"
"252",35,0.03,"trend","FIS"
"253",36,0.04,"trend","FIS"
"254",37,0.02,"trend","FIS"
"255",38,0.05,"trend","FIS"
"256",39,0.2,"trend","FIS"
"257",40,0.02,"trend","FIS"
"258",41,0.04,"trend","FIS"
"259",42,0.04,"trend","FIS"
"260",43,0.03,"trend","FIS"
"261",44,0.04,"trend","FIS"
"262",45,0.02,"trend","FIS"
"263",46,0.02,"trend","FIS"
"264",47,0.02,"trend","FIS"
"265",48,0.03,"trend","FIS"
"266",49,0.03,"trend","FIS"
"267",50,0.03,"trend","FIS"
"268",51,0,"trend","FIS"
"269",52,0.01,"trend","FIS"
"270",53,0.05,"trend","FIS"
"271",54,0.03,"trend","FIS"
"272",55,0,"trend","FIS"
"273",56,0.01,"trend","FIS"
"274",57,0,"trend","FIS"
"275",58,0.02,"trend","FIS"
"276",59,0.04,"trend","FIS"
"277",60,0.01,"trend","FIS"
"278",61,0,"trend","FIS"
"279",62,0.01,"trend","FIS"
"280",63,0.01,"trend","FIS"
"281",64,0,"trend","FIS"
"282",65,0.01,"trend","FIS"
"283",66,0.01,"trend","FIS"
"284",67,0.01,"trend","FIS"
"285",68,0.01,"trend","FIS"
"286",69,0.01,"trend","FIS"
"287",70,-0.02,"trend","FIS"
"288",71,0,"trend","FIS"
"289",72,0,"trend","FIS"
"290",73,-0.05,"trend","FIS"
"291",74,0.01,"trend","FIS"
"292",75,0,"trend","FIS"
"293",76,0,"trend","FIS"
"294",77,0.02,"trend","FIS"
"295",78,0.03,"trend","FIS"
"296",79,0.02,"trend","FIS"
"297",80,0.01,"trend","FIS"
"298",81,0.01,"trend","FIS"
"299",82,0,"trend","FIS"
"300",84,0.01,"trend","FIS"
"301",85,-0.09,"trend","FIS"
"302",86,0.04,"trend","FIS"
"303",88,0.05,"trend","FIS"
"304",89,0.02,"trend","FIS"
"305",90,-0.07,"trend","FIS"
"306",91,-0.06,"trend","FIS"
"307",92,0,"trend","FIS"
"308",93,0.05,"trend","FIS"
"309",94,-0.02,"trend","FIS"
"310",95,0.02,"trend","FIS"
"311",96,0.01,"trend","FIS"
"312",97,0,"trend","FIS"
"313",98,-0.03,"trend","FIS"
"314",99,0.01,"trend","FIS"
"315",100,0.01,"trend","FIS"
"316",101,-0.06,"trend","FIS"
"317",102,-0.06,"trend","FIS"
"318",103,0.01,"trend","FIS"
"319",104,0,"trend","FIS"
"320",105,0,"trend","FIS"
"321",106,-0.01,"trend","FIS"
"322",107,0,"trend","FIS"
"323",108,-0.03,"trend","FIS"
"324",110,-0.05,"trend","FIS"
"325",111,0,"trend","FIS"
"326",112,-0.03,"trend","FIS"
"327",113,-0.03,"trend","FIS"
"328",114,-0.01,"trend","FIS"
"329",115,-0.04,"trend","FIS"
"330",116,-0.02,"trend","FIS"
"331",117,-0.05,"trend","FIS"
"332",118,-0.03,"trend","FIS"
"333",119,-0.02,"trend","FIS"
"334",120,-0.02,"trend","FIS"
"335",121,0,"trend","FIS"
"336",122,-0.02,"trend","FIS"
"337",123,-0.01,"trend","FIS"
"338",124,0,"trend","FIS"
"339",125,-0.05,"trend","FIS"
"340",126,-0.03,"trend","FIS"
"341",127,-0.01,"trend","FIS"
"342",129,-0.02,"trend","FIS"
"343",130,-0.02,"trend","FIS"
"344",131,-0.01,"trend","FIS"
"345",132,-0.07,"trend","FIS"
"346",133,0,"trend","FIS"
"347",134,-0.03,"trend","FIS"
"348",135,-0.06,"trend","FIS"
"349",136,-0.03,"trend","FIS"
"350",137,-0.08,"trend","FIS"
"351",138,-0.16,"trend","FIS"
"352",139,-0.07,"trend","FIS"
"353",140,-0.01,"trend","FIS"
"354",141,-0.07,"trend","FIS"
"355",143,-0.04,"trend","FIS"
"356",144,0,"trend","FIS"
"357",145,0,"trend","FIS"
"358",146,-0.02,"trend","FIS"
"359",147,-0.03,"trend","FIS"
"360",148,-0.02,"trend","FIS"
"361",149,-0.01,"trend","FIS"
"362",150,-0.01,"trend","FIS"
"363",151,-0.02,"trend","FIS"
"364",152,-0.04,"trend","FIS"
"365",153,-0.01,"trend","FIS"
"366",154,-0.01,"trend","FIS"
"367",155,0,"trend","FIS"
"368",156,0.01,"trend","FIS"
"369",157,0.06,"trend","FIS"
"370",158,0.07,"trend","FIS"
"371",159,-0.01,"trend","FIS"
"372",161,0.03,"trend","FIS"
"373",162,-0.08,"trend","FIS"
"374",163,-0.01,"trend","FIS"
"375",164,-0.02,"trend","FIS"
"376",166,0,"trend","FIS"
"377",167,-0.02,"trend","FIS"
"378",168,-0.04,"trend","FIS"
"379",169,-0.02,"trend","FIS"
"380",171,-0.05,"trend","FIS"
"381",172,-0.07,"trend","FIS"
"382",173,-0.05,"trend","FIS"
"383",174,0.01,"trend","FIS"
"384",175,0.02,"trend","FIS"
"385",176,0.07,"trend","FIS"
"386",177,0.03,"trend","FIS"
"387",178,0.05,"trend","FIS"
"388",179,0.02,"trend","FIS"
"389",180,-0.02,"trend","FIS"
"390",181,-0.11,"trend","FIS"
"391",182,0,"trend","FIS"
"392",183,0,"trend","FIS"
"393",184,0.02,"trend","FIS"
"394",185,0.04,"trend","FIS"
"395",186,0,"trend","FIS"
"396",187,0,"trend","FIS"
"397",188,0,"trend","FIS"
"398",189,0.04,"trend","FIS"
"399",190,0.02,"trend","FIS"
"400",191,0.02,"trend","FIS"
"401",192,0.01,"trend","FIS"
"402",193,0,"trend","FIS"
"403",194,0,"trend","FIS"
"404",195,-0.01,"trend","FIS"
"405",196,0.02,"trend","FIS"
"406",197,0.03,"trend","FIS"
"407",198,0,"trend","FIS"
"408",199,0.02,"trend","FIS"
"409",200,0.01,"trend","FIS"
"410",202,0.08,"trend","FIS"
"411",203,0.03,"trend","FIS"
"412",204,0.01,"trend","FIS"
"413",205,0.02,"trend","FIS"
"414",206,0.03,"trend","FIS"
"415",207,0.04,"trend","FIS"
"416",208,0,"trend","FIS"
"417",209,0.02,"trend","FIS"
"418",210,0.02,"trend","FIS"
"419",212,0.08,"trend","FIS"
"420",214,0.02,"trend","FIS"
"421",215,0.03,"trend","FIS"
"422",216,0.03,"trend","FIS"
"423",218,0.05,"trend","FIS"
"424",219,0.03,"trend","FIS"
"425",220,-0.05,"trend","FIS"
"426",221,-0.03,"trend","FIS"
"427",222,-0.01,"trend","FIS"
"428",223,0.01,"trend","FIS"
"429",224,-0.14,"trend","FIS"
"430",227,0.01,"trend","FIS"
"431",228,0.01,"trend","FIS"
"432",231,0.04,"trend","FIS"
"433",232,0,"trend","FIS"
"434",237,0.22,"trend","FIS"
"435",244,-0.02,"trend","FIS"
"436",245,0.02,"trend","FIS"
"437",247,0.03,"trend","FIS"
"438",248,-0.03,"trend","FIS"
"439",249,-0.03,"trend","FIS"
"440",250,-0.06,"trend","FIS"
