"targets","layer","fld_value","filename","fld_id_num","fld_id_chr","fld_category","fld_year","fld_val_num","fld_val_chr","file_exists","year_min","year_max","val_min","val_max","val_0to1","flds_unused","flds_missing","rows_duplicated","num_ids_unique","data_na"
"LE","le_workforcesize_adj","jobs","le_workforcesize_adj.csv",,"cntry_key",,"year","jobs",,TRUE,1990,2012,0,791711771.342352,FALSE,,,,34,FALSE
"LE pressures","le_sector_weight","weight","le_sector_weight.csv","rgn_id",,"sector",,"weight",,TRUE,,,1,1,TRUE,,,,34,FALSE
"LIV ECO","le_popn","count","le_popn.csv","rgn_id",,,"year","count",,TRUE,1960,2012,0,1350695000,FALSE,,,,34,FALSE
"LSP","lsp_prot_area_inland1km","a_prot_1km","lsp_prot_area_inland1km.csv","rgn_id",,,"year","a_prot_1km",,TRUE,2000,2015,0,30449.5,FALSE,,,,34,FALSE
"LSP","lsp_prot_area_offshore3nm","a_prot_3nm","lsp_prot_area_offshore3nm.csv","rgn_id",,,"year","a_prot_3nm",,TRUE,2000,2015,0,99060,FALSE,,,,34,FALSE
"MAR","mar_coastalpopn_inland25mi","popsum","mar_coastalpopn_inland25mi.csv","rgn_id",,,"year","popsum",,TRUE,2005,2015,0,254433578,FALSE,,,,34,FALSE
"MAR","mar_harvest_tonnes","tonnes","mar_harvest_tonnes.csv","rgn_id",,"taxa_code","year","tonnes",,TRUE,1950,2014,0,4352694,FALSE,,,,34,FALSE
"MAR","mar_sustainability_score","sust_coeff","mar_sustainability_score.csv","rgn_id",,"taxa_code",,"sust_coeff",,TRUE,,,0.1,1,TRUE,,,,34,FALSE
"NP","np_blast","score","np_blast.csv","rgn_id",,,,"score",,TRUE,,,0.006865107932434,0.874460499155564,TRUE,,,,34,FALSE
"NP","np_cyanide","score","np_cyanide.csv","rgn_id",,,,"score",,TRUE,,,0.00565484574373731,0.495137734714806,TRUE,,,,34,FALSE
"NP","np_harvest_product_weight","weight","np_harvest_product_weight.csv","rgn_id",,"product",,"weight",,TRUE,,,0,1,TRUE,,,,34,FALSE
"NP","np_harvest_tonnes","tonnes","np_harvest_tonnes.csv","rgn_id",,"product","year","tonnes",,TRUE,1976,2013,0,298403.8,FALSE,,,,34,FALSE
"NP","np_harvest_tonnes_relative","tonnes_rel","np_harvest_tonnes_relative.csv","rgn_id",,"product","year","tonnes_rel",,TRUE,1976,2013,0,1,TRUE,,,,34,FALSE
"pressures","cc_acid","pressure_score","cc_acid.csv","rgn_id",,,,"pressure_score",,TRUE,,,0.0966879482359667,0.692411167229037,TRUE,,,,34,FALSE
"pressures","cc_slr","pressure_score","cc_slr.csv","rgn_id",,,,"pressure_score",,TRUE,,,0,0.622744456810226,TRUE,,,,34,FALSE
"pressures","cc_sst","pressure_score","cc_sst.csv","rgn_id",,,,"pressure_score",,TRUE,,,0,0.788254063816159,TRUE,,,,34,FALSE
"pressures","cc_uv","pressure_score","cc_uv.csv","rgn_id",,,,"pressure_score",,TRUE,,,0,0.736063358627025,TRUE,,,,34,FALSE
"pressures","fp_art_hb","pressure_score","fp_art_hb.csv","rgn_id",,,,"pressure_score",,TRUE,,,0.00790365073391053,1,TRUE,,,,34,FALSE
"pressures","fp_art_lb","pressure_score","fp_art_lb.csv","rgn_id",,,,"pressure_score",,TRUE,,,0.000825036199860664,0.807503303944595,TRUE,,,,34,FALSE
"pressures","fp_com_hb","pressure_score","fp_com_hb.csv","rgn_id",,,,"pressure_score",,TRUE,,,0.00245752404662102,0.723405434245181,TRUE,,,,34,FALSE
"pressures","fp_com_lb","pressure_score","fp_com_lb.csv","rgn_id",,,,"pressure_score",,TRUE,,,0.00245752404662102,0.723405434245181,TRUE,,,,34,FALSE
"pressures","fp_targetharvest","pressure_score","fp_targetharvest.csv","rgn_id",,,,"pressure_score",,TRUE,,,0,1,TRUE,,,,34,FALSE
"pressures","hd_intertidal","pressure_score","hd_intertidal.csv","rgn_id",,,,"pressure_score",,TRUE,,,0,1,TRUE,,,,34,FALSE
"pressures","hd_subtidal_hb","score","hd_subtidal_hb.csv","rgn_id",,,,"score",,TRUE,,,0.006865107932434,0.874460499155564,TRUE,,,,34,FALSE
"pressures","hd_subtidal_sb","pressure_score","hd_subtidal_sb.csv","rgn_id",,,,"pressure_score",,TRUE,,,0,0.868336159861702,TRUE,,,,34,FALSE
"pressures","po_chemicals","pressure_score","po_chemicals.csv","rgn_id",,,,"pressure_score",,TRUE,,,0.00747125428241358,0.990734614993975,TRUE,,,,34,FALSE
"pressures","po_nutrients","pressure_score","po_nutrients.csv","rgn_id",,,,"pressure_score",,TRUE,,,0,0.592252354120511,TRUE,,,,34,FALSE
"pressures","sp_alien","pressures.score","sp_alien.csv","rgn_id",,,,"pressures.score",,TRUE,,,0,1,TRUE,,,,34,FALSE
"pressures","sp_genetic","pressure_score","sp_genetic.csv","rgn_id",,,,"pressure_score",,TRUE,,,0.1,1,TRUE,,,,34,FALSE
"pressures","ss_spi","pressure_score","ss_spi.csv","rgn_id",,,,"pressure_score",,TRUE,,,0.0991,0.629592741607178,TRUE,,,,34,FALSE
"pressures","ss_wgi","pressure_score","ss_wgi.csv","rgn_id",,,,"pressure_score",,TRUE,,,0.126337814331055,0.943051262696584,TRUE,,,,34,FALSE
"pressures CW","po_chemicals_3nm","pressure_score","po_chemicals_3nm.csv","rgn_id",,,,"pressure_score",,TRUE,,,0.000314089840492316,0.989726930531591,TRUE,,,,34,FALSE
"pressures CW","po_nutrients_3nm","pressure_score","po_nutrients_3nm.csv","rgn_id",,,,"pressure_score",,TRUE,,,0,0.556896588237137,TRUE,,,,34,FALSE
"pressures CW","po_pathogens","pressure_score","po_pathogens.csv","rgn_id",,,,"pressure_score",,TRUE,,,0,0.909090909090909,TRUE,,,,34,FALSE
"pressures CW","po_trash","pressure_score","po_trash.csv","rgn_id",,,,"pressure_score",,TRUE,,,0.0223096329122635,0.843154478466252,TRUE,,,,34,FALSE
"pressures resilience","element_wts_cp_km2_x_protection","extent_rank","element_wts_cp_km2_x_protection.csv","rgn_id",,"habitat",,"extent_rank",,TRUE,,,0.000108,2800227.27272727,FALSE,,,,34,FALSE
"pressures resilience","element_wts_cs_km2_x_storage","extent_rank","element_wts_cs_km2_x_storage.csv","rgn_id",,"habitat",,"extent_rank",,TRUE,,,0.003753,3317914.748642,FALSE,,,,34,FALSE
"pressures resilience","element_wts_hab_pres_abs","boolean","element_wts_hab_pres_abs.csv","rgn_id",,"habitat",,"boolean",,TRUE,,,1,1,TRUE,,,,34,FALSE
"resilience","fp_habitat","resilience score","fp_habitat.csv","rgn_id",,,,"resilience.score",,TRUE,,,0.138087289287079,1,TRUE,,,,34,FALSE
"resilience","fp_mora","value","fp_mora.csv","rgn_id",,,,"value",,TRUE,,,0,0.814394256522431,TRUE,,,,34,FALSE
"resilience","fp_mora_artisanal","value","fp_mora_artisanal.csv","rgn_id",,,,"value",,TRUE,,,0,0.854,TRUE,,,,34,FALSE
"resilience","fp_mpa_coast","resilience.score","fp_mpa_coast.csv","rgn_id",,,,"resilience.score",,TRUE,,,0,1,TRUE,,,,34,FALSE
"resilience","fp_mpa_eez","resilience.score","fp_mpa_eez.csv","rgn_id",,,,"resilience.score",,TRUE,,,0,1,TRUE,,,,34,FALSE
"resilience","g_cites","resilience_score","g_cites.csv","rgn_id",,,,"resilience_score",,TRUE,,,0,1,TRUE,,,,34,FALSE
"resilience","g_mariculture","resilience score","g_mariculture.csv","rgn_id",,,,"resilience.score",,TRUE,,,0.054428393263486,1,TRUE,,,,34,FALSE
"resilience","g_msi_gov","resilience score","g_msi_gov.csv","rgn_id",,,,"resilience.score",,TRUE,,,0.1,0.8576923077,TRUE,,,,34,FALSE
"resilience","g_tourism","resilience score","g_tourism.csv","rgn_id",,,,"resilience.score",,TRUE,,,0,1,TRUE,,,,34,FALSE
"resilience","hd_habitat","resilience score","hd_habitat.csv","rgn_id",,,,"resilience.score",,TRUE,,,0.138087289287079,1,TRUE,,,,34,FALSE
"resilience","hd_mpa_coast","resilience.score","hd_mpa_coast.csv","rgn_id",,,,"resilience.score",,TRUE,,,0,1,TRUE,,,,34,FALSE
"resilience","hd_mpa_eez","resilience.score","hd_mpa_eez.csv","rgn_id",,,,"resilience.score",,TRUE,,,0,1,TRUE,,,,34,FALSE
"resilience","li_gci","score","li_gci.csv","rgn_id",,,,"score",,TRUE,,,0.398989454285714,0.806451177571429,TRUE,,,,34,FALSE
"resilience","li_sector_evenness","resilience score","li_sector_evenness.csv","rgn_id",,,,"resilience.score",,TRUE,,,0,0.997518269205,TRUE,,,,34,FALSE
"resilience","po_water","resilience score","po_water.csv","rgn_id",,,,"resilience.score",,TRUE,,,0,1,TRUE,,,,34,FALSE
"resilience","res_spi","resilience_score","res_spi.csv","rgn_id",,,,"resilience_score",,TRUE,,,0.370407258392822,0.9009,TRUE,,,,34,FALSE
"resilience","sp_alien_species","resilience score","sp_alien_species.csv","rgn_id",,,,"resilience.score",,TRUE,,,0,1,TRUE,,,,34,FALSE
"resilience","species_diversity_3nm","score","species_diversity_3nm.csv","rgn_id",,,,"score",,TRUE,,,0.877105422176482,0.962966768212714,TRUE,,,,34,FALSE
"resilience","species_diversity_eez","score","species_diversity_eez.csv","rgn_id",,,,"score",,TRUE,,,0.871981848756887,0.961226989799502,TRUE,,,,34,FALSE
"resilience","wgi_all","resilience_score","wgi_all.csv","rgn_id",,,,"resilience_score",,TRUE,,,0.0569487373034157,0.873662185668945,TRUE,,,,34,FALSE
"spatial","cntry_rgn","rgn_id","cntry_rgn.csv",,"cntry_key",,,"rgn_id",,TRUE,,,1,250,FALSE,,,,34,FALSE
"spatial","rgn_area","area_km2","rgn_area.csv","rgn_id",,,,"area_km2",,TRUE,,,12.7630587776,31886958.884907,FALSE,,,,34,FALSE
"spatial","rgn_area_inland1km","area","rgn_area_inland1km.csv","rgn_id",,,,"area",,TRUE,,,1,175147,FALSE,,,,34,FALSE
"spatial","rgn_area_offshore3nm","area","rgn_area_offshore3nm.csv","rgn_id",,,,"area",,TRUE,,,12.75,621887.75,FALSE,,,,34,FALSE
"spatial","rgn_georegions","georgn_id","rgn_georegions.csv","rgn_id",,"level",,"georgn_id",,TRUE,,,1,999,FALSE,,,,34,FALSE
"spatial","rgn_global","label","rgn_global.csv","rgn_id",,,,,"label",TRUE,,,,,FALSE,,,,34,
"spatial","rgn_labels","label","rgn_labels.csv","rgn_id",,"type",,,"label",TRUE,,,,,FALSE,,,,34,
"SPP","spp_status","score","spp_status.csv","rgn_id",,,,"score",,TRUE,,,0.871981848756887,0.961226989799502,TRUE,,,,34,FALSE
"SPP","spp_trend","score","spp_trend.csv","rgn_id",,,,"score",,TRUE,,,-0.307391304347826,-0.0514800222979872,FALSE,,,,34,FALSE
"TR","tr_jobs_pct_tourism","Ep","tr_jobs_pct_tourism.csv","rgn_id",,,"year","ep",,TRUE,1988,2026,-1e-04,0.782726,FALSE,,,,34,FALSE
"TR","tr_sustainability","S_score","tr_sustainability.csv","rgn_id",,,,"s_score",,TRUE,,,2.58,5.3406,FALSE,,,,34,FALSE
"TR","tr_travelwarnings","multiplier","tr_travelwarnings.csv","rgn_id",,,"year","multiplier",,TRUE,2008,2016,0,1,TRUE,,,,34,FALSE
