"region_id","region_name","2012","2013","2014","2015","2016","2017","2018","average"
34,"Bassas da India",68.97,71,71.89,68.92,67.57,66.72,66.14,68.7442857142857
35,"Ile Europa",78.91,81.48,82.74,78.87,76.89,75.73,74.93,78.5071428571429
36,"Ile Tromelin",71.2,74.93,74.92,70.42,67.14,65.48,64.36,69.7785714285714
37,"Mauritius",64.79,68.66,70.83,68.51,68.65,68.26,66.68,68.0542857142857
38,"British Indian Ocean Territory",77.26,79.47,80.07,77.89,75.13,74.17,73.31,76.7571428571429
39,"Maldives",71.92,74.04,75.62,69.88,67.71,66.72,67.57,70.4942857142857
40,"Sri Lanka",59.91,60.63,61.9,63.11,62.47,61.47,59.78,61.3242857142857
41,"Mozambique",59.18,58.82,59.5,60.5,61.79,61.9,60.95,60.3771428571429
42,"Madagascar",59.59,59.42,59.35,59.47,56.27,54.58,53.86,57.5057142857143
43,"Kenya",65.85,66.33,65.49,64.51,62.6,61.31,60.65,63.82
44,"Somalia",54.11,54.52,52.98,47.25,46.78,47.05,48.23,50.1314285714286
45,"Eritrea",68.96,61.35,61.04,54.18,50.87,50.62,50.78,56.8285714285714
46,"Djibouti",68.83,69.51,69.37,67.52,67.28,67.2,67.58,68.1842857142857
47,"Yemen",56.75,58.53,59.37,60.33,61.81,60.92,62.17,59.9828571428571
48,"Oman",66.91,68.64,68.76,68.13,67.52,67.88,74.23,68.8671428571429
49,"Sudan",54.95,53.43,52.2,52.27,51.95,52.12,55.63,53.2214285714286
50,"Saudi Arabia",77.49,70.81,69.24,67.13,66.96,67.21,67.35,69.4557142857143
51,"Kuwait",72.12,71.17,70.31,71.71,71.74,71.55,71.13,71.39
52,"Bahrain",57.49,57.9,58.53,58.86,59.44,59.48,58.86,58.6514285714286
53,"Pakistan",50.8,50.6,47.64,47.65,47.68,49.83,51.33,49.3614285714286
54,"United Arab Emirates",77.18,76.73,78.63,78.2,77.64,76.5,75.52,77.2
55,"Azores",74.08,74.25,74.12,75.82,75.81,75.87,76.78,75.2471428571429
56,"Cape Verde",68.14,68.69,68.66,68.4,68.79,68.94,68.89,68.6442857142857
57,"Madeira",78.34,77.64,78.99,79.41,79.3,80.11,80.64,79.2042857142857
58,"Canary Islands",68.9,68.6,69.73,69.01,68.32,67.81,67.69,68.58
59,"Belgium",71.93,73.25,73.58,73.73,72.87,71.71,70.98,72.5785714285714
60,"Gibraltar",69.57,68.92,69.39,69.06,69.09,70.57,69.67,69.4671428571429
61,"Tunisia",60.93,62.26,61.12,62.06,60.93,60.47,59.6,61.0528571428571
62,"Morocco",74.65,74.49,73.42,73.51,72.47,72.7,72.51,73.3928571428571
63,"Western Sahara",67.37,65.39,65,64.76,65.44,64.39,64.09,65.2057142857143
64,"Mauritania",57.31,58.26,58.79,59.88,62.59,64.16,61.93,60.4171428571429
65,"Gambia",68.59,70.57,68.21,70.36,69.49,68.35,69,69.2242857142857
66,"Senegal",53.09,53.89,54.03,50.8,51.11,53.22,58.77,53.5585714285714
67,"Libya",40.38,43.68,43.33,42.52,42.84,41.63,42.41,42.3985714285714
68,"Malta",70.41,70.35,70.05,69.63,70.35,70.64,70.75,70.3114285714286
69,"Latvia",64.3,65.7,67.77,68.99,71.88,73.33,73.02,69.2842857142857
70,"Estonia",83.08,84.13,80.26,77.78,77.3,76.3,76.04,79.27
71,"Bulgaria",59.92,62.16,66.02,66.12,64.42,63.12,60.96,63.2457142857143
72,"Romania",62.03,58.3,59.35,60.35,61.56,62.73,61.65,60.8528571428571
73,"Russia",68.7,69.67,70.6,71.32,71.02,70.45,74.28,70.8628571428571
74,"Georgia",57.15,63.66,64.93,63.66,69.46,70.82,72.38,66.0085714285714
75,"Ukraine",67.26,67.31,64.52,60.44,59.23,59.71,60.35,62.6885714285714
76,"Turkey",58.23,61.94,61.35,59.44,56.09,57.08,56.24,58.6242857142857
77,"Syria",57.68,58.52,58,56.92,53.43,48.94,48.41,54.5571428571429
78,"Lebanon",46.84,49.92,52.99,51.67,47.47,43.83,46.31,48.4328571428571
79,"Israel",64.56,64.49,64.38,64.76,64.52,62.04,59.59,63.4771428571429
80,"Greece",72.63,72.48,71.76,70.17,68.86,66.39,66.73,69.86
81,"Cyprus",56.31,56.39,59.25,59.1,57.42,56.96,55.86,57.3271428571429
82,"Albania",60.38,60.88,61.48,61.71,61.54,62.46,62.09,61.5057142857143
84,"Algeria",52.29,52.11,51.5,51.04,51.18,51.17,51.24,51.5042857142857
85,"Ascension",67.34,68.64,71.89,71.29,72.03,70.94,71.01,70.4485714285714
86,"Saint Helena",63.58,61.01,61.75,61.81,63.25,62.04,62.88,62.3314285714286
88,"Tristan da Cunha",65.3,65.6,66.89,67.04,67.1,67.36,67.33,66.66
89,"South Georgia and the South Sandwich Islands",82.39,83.76,84.52,84.8,84.7,84.51,83.86,84.0771428571429
90,"Prince Edward Islands",70.71,75.12,74.06,73.32,73.62,74.21,76.2,73.8914285714286
91,"Crozet Islands",76.27,76.26,76.34,76.44,77.01,77.36,77.58,76.7514285714286
92,"Amsterdam Island and Saint Paul Island",82.24,87.02,86.87,81.52,78.36,76.85,75.69,81.2214285714286
93,"Kerguelen Islands",87.51,86.04,86.33,86.72,87.85,88.89,89.93,87.61
94,"Heard and McDonald Islands",89.19,88.28,88.52,88.93,89.53,89.72,90.27,89.2057142857143
95,"Falkland Islands",72.38,72.39,72.38,72.28,72.22,72.05,72.01,72.2442857142857
96,"Sierra Leone",45.57,45.7,45.66,45.72,46.78,47.2,47.57,46.3142857142857
97,"Liberia",49.32,49.76,49.65,49.55,52.81,52.78,52.97,50.9771428571429
98,"Togo",60.42,60.12,60.75,60.07,59.92,59.94,59.9,60.16
99,"Benin",54.44,55.91,56.05,55.26,55.34,55.22,55.26,55.3542857142857
100,"Republique du Congo",50.11,49.82,49.68,49.56,49.96,50.97,50.98,50.1542857142857
101,"Namibia",63.52,64.65,64.62,64.12,63.78,63.76,62.27,63.8171428571429
102,"South Africa",69.34,70.89,70.82,70.67,70.04,69.58,68.89,70.0328571428571
103,"Sao Tome and Principe",60.29,53.72,51.45,55.51,56.5,56.3,55.77,55.6485714285714
104,"Equatorial Guinea",66.74,65.7,65.04,59.67,56.16,56.35,55.84,60.7857142857143
105,"Bouvet Island",72.23,71.85,72.83,74.97,74.76,75.06,75.14,73.8342857142857
106,"Ghana",60.22,62.74,64.16,63.67,64.05,63.04,62.21,62.87
107,"Clipperton Island",77.69,77.74,77.77,77.78,77.44,77.1,78.16,77.6685714285714
108,"Bermuda",75.85,73.06,73.16,72.19,70.7,72.05,72.78,72.8271428571429
110,"Bahamas",78.97,78.08,79.08,78.47,78.71,78.85,78.5,78.6657142857143
111,"Turks and Caicos Islands",70.75,71.26,71.76,72.34,74.97,76.99,77.08,73.5928571428571
112,"Cuba",68.75,66.16,65.38,66.42,67.88,70.99,69.16,67.82
113,"Cayman Islands",74.33,77.82,77.84,77.9,76.22,71,67.91,74.7171428571429
114,"Haiti",54.7,55.32,55.72,55.77,54.87,54.05,51.55,54.5685714285714
115,"Dominican Republic",72.11,71.78,72.45,73.06,70.8,67.92,65.52,70.52
116,"Puerto Rico and Virgin Islands of the United States",72.32,71.76,72.13,72.41,73.53,74.25,73.66,72.8657142857143
117,"British Virgin Islands",68.02,68.49,68.74,68.81,68.6,68.65,68.72,68.5757142857143
118,"Anguilla",68.36,66.69,67.03,67.09,66.67,66.68,66.71,67.0328571428571
119,"Saint Kitts and Nevis",66.68,66.86,67.88,68.95,66.38,65.25,65.29,66.7557142857143
120,"Antigua and Barbuda",78.33,77.91,78.14,79.32,78.8,79.07,79.16,78.6757142857143
121,"Montserrat",71.54,72.06,73.05,72.84,72.58,72.86,73.15,72.5828571428572
122,"Saint Lucia",59.17,59.39,59.48,59.06,58.93,58.67,58.77,59.0671428571429
123,"Dominica",50.1,47.65,49.47,50.16,50.5,50.64,50.67,49.8842857142857
124,"Barbados",59.01,58.42,59.1,59.3,59.14,59.01,58.34,58.9028571428571
125,"Grenada",57.26,57.34,57.43,60.48,59.71,59.28,60.17,58.81
126,"Trinidad and Tobago",72.51,73.36,73.28,71.1,68.39,63.49,62.63,69.2514285714286
127,"Saint Vincent and the Grenadines",53.65,54.09,54.39,54.35,55.69,56.63,57.27,55.1528571428571
129,"Panama",62.89,63.79,63.96,64.13,63.52,66.52,65.17,64.2828571428571
130,"Costa Rica",62.59,61.92,62.22,61.72,61.46,62.11,62.21,62.0328571428571
131,"Nicaragua",52.63,48.89,47.64,47.75,48.49,48.44,45.32,48.4514285714286
132,"Colombia",61.47,60.82,60.22,60.21,59.69,58.27,56.31,59.57
133,"Honduras",67.6,65.92,66.42,68.35,69.1,69.74,65.57,67.5285714285714
134,"El Salvador",56.43,57.23,55.49,55.93,54.84,54.4,52.16,55.2114285714286
135,"Mexico",71.63,71.17,71.15,69.95,69.46,69.34,68.52,70.1742857142857
136,"Guatemala",66.88,65.83,63.55,63.26,62.42,62.4,59.05,63.3414285714286
137,"Ecuador",67.86,70.81,71.46,72.79,72.77,71.84,72.18,71.3871428571429
138,"Peru",60.27,59.96,55.94,57.84,53.29,62.7,58.23,58.3185714285714
139,"Venezuela",58.14,60.1,60.32,60.31,60.88,59.68,60.24,59.9528571428571
140,"Guadeloupe and Martinique",71.95,72.51,72.8,72.39,72.33,72.58,72.7,72.4657142857143
141,"Faeroe Islands",63.55,64.28,64.32,64.09,66.74,66.9,67.95,65.4042857142857
143,"Iceland",66.68,68.85,69.82,70.81,69.89,69.31,69.59,69.2785714285714
144,"Jan Mayen",83.82,83.75,83.08,82.66,82.61,80.96,81.14,82.5742857142857
145,"Greenland",74.97,72.65,73.99,74.02,73.86,74.21,74.38,74.0114285714286
146,"Pitcairn",76.16,79.69,79.95,80.36,84.74,84.54,85.22,81.5228571428571
147,"French Polynesia",75.01,78.87,78.98,79.08,78.2,77.62,78.29,78.0071428571429
148,"Line Islands (Kiribati)",75.28,76.75,77.85,76.58,72.95,71.65,72.14,74.7428571428571
149,"Jarvis Island",82.12,82.97,83.68,82.3,79.09,78.02,80.69,81.2671428571429
150,"Palmyra Atoll",81.51,81.6,81.58,80.54,79.68,78.59,79.17,80.3814285714286
151,"American Samoa",73.9,77.24,78.27,78.51,78.27,77.43,77.55,77.31
152,"Samoa",58.17,62.37,62.58,63.08,68.14,66.16,66.36,63.8371428571429
153,"Cook Islands",67.05,69.58,66.81,66.62,67.42,71.38,69.78,68.3771428571429
154,"Niue",66.3,68.22,69.08,68.98,68.34,67.88,68.35,68.1642857142857
155,"Tonga",62.8,64.25,65.13,67.44,70.2,70.26,69.33,67.0585714285714
156,"Tokelau",64.18,65.79,66.25,66.64,66.48,66.57,66.85,66.1085714285714
157,"Phoenix Islands (Kiribati)",85.4,86.07,85.02,84.41,81.74,80.79,80.92,83.4785714285714
158,"Howland Island and Baker Island",90.89,90.95,91,90.74,90.28,88.26,89.6,90.2457142857143
159,"Johnston Atoll",78.92,79.35,79.56,78.38,77,75.82,76.26,77.8985714285714
161,"Wallis and Futuna",72.62,76.44,77.17,77.55,77.17,77.41,77.69,76.5785714285714
162,"New Zealand",81.18,81.49,80.64,79.84,79.55,79.12,78.94,80.1085714285714
163,"United States",73.23,74.16,74.01,72.55,70.85,69.52,69.02,71.9057142857143
164,"Belize",65.16,64.39,64.31,65.89,66.3,64.87,63.21,64.8757142857143
166,"Jamaica",60.08,60.37,59.16,60.14,59.84,60.5,60.86,60.1357142857143
167,"Guyana",62.49,62.06,62.22,62.14,61.48,61.89,62.06,62.0485714285714
168,"Suriname",72.11,73.07,73.24,74.33,74.41,71.7,68.1,72.4228571428571
169,"French Guiana",70.65,71.22,71.33,71.54,71.68,71.77,71.72,71.4157142857143
171,"Brazil",66.49,67.05,66.89,66.84,66.56,66.13,65.78,66.5342857142857
172,"Argentina",71.83,70.59,70.49,69.54,69.71,70.34,68.89,70.1985714285714
173,"Uruguay",63.46,61.37,61.23,60.74,61.43,62.84,62.84,61.9871428571429
174,"Finland",73.45,76.46,77.15,76.92,76.38,75.92,74.18,75.78
175,"Denmark",74.4,75.13,75.42,75.84,76.11,76.02,75.61,75.5042857142857
176,"Germany",84.66,84.84,85.02,85.36,85.76,85.5,85,85.1628571428571
177,"Netherlands",76.72,77.18,76.74,76.4,76.19,76.19,75.96,76.4828571428571
178,"Poland",60.51,61.13,61.19,61.89,63.93,66.08,65.48,62.8871428571429
179,"France",71.95,72.17,71.12,70.78,69.68,70.53,70.65,70.9828571428571
180,"United Kingdom",71.5,72.71,74.09,73.72,73.78,73.17,72.6,73.0814285714286
181,"Ireland",64.19,65.56,66.71,68.04,67.78,67.54,66.45,66.61
182,"Spain",66.24,66.26,67.13,67.64,67.65,67.72,67.83,67.21
183,"Portugal",71.08,71.2,70.25,71.07,73.04,74.93,78.36,72.8471428571429
184,"Italy",76.52,78.4,79.36,79.48,79.55,79.57,79.86,78.9628571428571
185,"Monaco",64.63,64.56,64.14,63.8,62.43,62.21,62.26,63.4328571428571
186,"Montenegro",54.44,54.67,57.3,58.01,56.89,56.35,55.47,56.1614285714286
187,"Croatia",69.52,73.4,73.79,73.95,73.31,71.13,71.3,72.3428571428571
188,"Slovenia",64.98,67.57,67.66,67.73,66.53,64.29,61.75,65.7871428571429
189,"Lithuania",63.78,65.27,65.31,63.82,63.86,64.01,64.36,64.3442857142857
190,"Qatar",71.61,75.25,76.1,75.77,75.8,76.19,75.46,75.1685714285714
191,"Iran",66.44,69.22,68.87,68.8,68.32,61.69,60.78,66.3028571428571
192,"Iraq",53.43,55.24,55.75,56.05,55.08,55.3,54.72,55.0814285714286
193,"Guinea Bissau",49.95,51.31,50.91,50.91,50.84,50.87,48.59,50.4828571428571
194,"Guinea",49.37,49.66,48.7,48.8,48.77,49.26,49.64,49.1714285714286
195,"Ivory Coast",43.72,42.78,42.7,42.1,41.77,41.43,41.43,42.2757142857143
196,"Nigeria",52.95,55.09,53.36,53.29,53.59,51.69,50.66,52.9471428571429
197,"Cameroon",64.64,65.28,64.53,64.26,63.86,63.67,63.72,64.28
198,"Gabon",58.73,61.06,60.55,60.22,60.66,62.64,62.71,60.9385714285714
199,"Democratic Republic of the Congo",47.66,48.29,47.99,48.07,47.6,47.2,47.15,47.7085714285714
200,"Angola",53.23,53.55,53.73,53.82,53.7,59.16,59.33,55.2171428571429
202,"Tanzania",65.99,66.76,67.36,67.42,66.79,67.22,67.16,66.9571428571429
203,"India",58.02,59.4,60.35,61.28,61.15,60.09,58.82,59.8728571428571
204,"Bangladesh",59.77,60.51,62.06,64,66.59,66.42,66.39,63.6771428571429
205,"Myanmar",54.89,60.31,60.74,63.72,63.66,63.34,63.04,61.3857142857143
206,"Malaysia",65.95,64.54,65.77,65.36,64.13,64.27,63.66,64.8114285714286
207,"Vietnam",53.23,54.8,55.51,55.74,56.36,56.79,57.15,55.6542857142857
208,"Singapore",62.67,63.46,63.9,63.33,63.28,62.94,63.36,63.2771428571429
209,"China",60.58,61.14,61.76,61.32,61.07,60.76,60.56,61.0271428571429
210,"Japan",70.83,71.77,71.75,71.37,70.35,68.75,67.66,70.3542857142857
212,"Gilbert Islands (Kiribati)",66.25,65.62,64.86,64.36,59.92,59.56,59.4,62.8528571428571
213,"Antarctica",NA,NA,NA,NA,NA,NA,NA,NA
214,"Egypt",66.14,66.6,66.1,67.24,66.18,68.02,69.63,67.13
215,"Jordan",69.21,69.58,67.88,66.22,63.83,63.8,64.06,66.3685714285714
216,"Indonesia",63.41,64.27,64.94,65.78,66.56,66.79,67.11,65.5514285714286
218,"Canada",74.43,73.8,73.28,72.45,72.61,72.74,72.2,73.0728571428571
219,"Saint Pierre and Miquelon",73.88,71.79,71.73,70.41,71.52,71.39,71.49,71.7442857142857
220,"Sint Maarten",80.28,78.98,72.41,71.44,70.48,70.42,70.27,73.4685714285714
221,"Northern Saint-Martin",79.71,80.09,80.16,80.17,80.08,80.11,80.12,80.0628571428571
222,"Sweden",68.7,68.96,69.72,70.36,70.28,70.05,69.21,69.6114285714286
223,"Norway",79.22,79.98,79.08,78.49,79.72,79,77.71,79.0285714285714
224,"Chile",73.04,73.57,72.97,72.1,72.68,73.39,74.18,73.1328571428571
227,"Jersey",67.7,67.73,68,68.05,68.32,68.49,68.51,68.1142857142857
228,"Guernsey",61.76,62.42,63.14,64.69,64.8,65.1,65.53,63.92
231,"East Timor",60.14,60.32,60.44,59.89,60.35,60.13,60.29,60.2228571428571
232,"Bosnia and Herzegovina",49.89,49.36,49.9,50.08,50.07,50.15,50.82,50.0385714285714
237,"Oecussi Ambeno",60.07,61.19,61.6,61.57,62.59,62.48,62.72,61.7457142857143
244,"Curacao",76.7,79.22,76.32,76.35,76.45,75.96,74.51,76.5014285714286
245,"Bonaire",80.68,79.18,73.33,72.42,71.67,71.64,71.56,74.3542857142857
247,"Brunei",65.21,61.78,61.68,61.87,62.12,61.75,61.95,62.3371428571429
248,"Saba",80.65,79.17,73.31,72.36,71.59,71.6,71.63,74.33
249,"Sint Eustatius",76.7,75.54,69.66,68.72,67.71,67.75,67.69,70.5385714285714
250,"Aruba",83.19,83.35,83.38,82.94,82.78,82.93,83.04,83.0871428571429
