"country","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Cook Islands",153,0.32,0.42,0.38,0.59,0.81,0.33,0.27,2.71,1.53,0.85,0.17,-3.09,-3.09,0.15,-0.21,8.79,17.8,-10.34,2.72
"Crozet Islands",91,0.31,0.18,0.3,0.3,,,,0.02,,,,0.86,0.86,,0.41,0.2,0,,
"Sierra Leone",96,0.31,-0.03,0.01,0.02,0.03,-0.02,-0.01,-0.34,0.1,0.07,0.04,1.89,1.89,0,-0.19,-0.15,-0.11,,1.34
"Bahrain",52,0.3,0.84,-0.04,0.19,0.42,-0.25,-0.12,0.6,0.77,1.01,1.25,0.89,0.89,0,0.55,0.27,0,0.01,-0.46
"Grenada",125,0.29,0.79,0.01,0,-0.01,-0.05,-0.03,0.16,0,0,0,-0.41,-0.41,0,-0.1,0.28,0.66,,1.88
"South Georgia and the South Sandwich Islands",89,0.28,0.07,0,1.3,2.59,,,0,,,,0.15,0.15,,-0.23,-0.12,0,,
"Dominica",123,0.27,-0.04,0.01,0.62,1.24,-0.02,-0.02,-1.71,1.65,0.65,-0.36,-0.06,-0.06,0,-0.52,-0.26,-0.01,-0.22,3.73
"Faeroe Islands",141,0.27,0.19,0.04,0.08,0.11,,,0,0.68,0.13,-0.41,-3.77,-3.46,0,-0.29,-0.44,-0.59,5.07,0.57
"American Samoa",151,0.23,0.09,0.03,0.02,0,-0.02,0.01,0.05,2.22,1.11,0,-1.49,-1.49,0,-0.15,-0.05,0.04,,2.38
"Ascension",85,0.23,0.19,0,0.58,1.16,,,0.12,0.69,0.14,-0.41,-2.35,-2.35,0,-0.53,2.43,5.4,,0.5
"Panama",129,0.23,0.93,0.07,0.18,0.29,-0.07,0,0.58,0.04,0.02,0,0.86,0.56,0.41,-0.13,-0.06,0.01,4.32,-4.21
"United Kingdom",180,0.23,0.2,0.18,1.02,1.86,6.06,0,0.4,0.59,-0.11,-0.81,-2.81,-2.38,-0.2,0.22,0.11,0,0.86,-3.88
"Honduras",133,0.22,0.14,-0.01,-0.05,-0.09,0,0.02,-0.46,0,0.16,0.31,-0.95,1.25,1.95,-0.21,0.77,1.75,2.7,-2.29
"Madeira",57,0.22,0.63,0.06,0.27,0.48,,,0.13,-0.01,0.06,0.13,-0.35,-0.35,0,0.41,0.21,0,,0.64
"Romania",72,0.22,1.14,0.08,0.04,0,,,0.16,0,-0.14,-0.29,1.99,1.94,0.04,0.05,0.02,0,-1.73,0.32
"Ireland",181,0.21,0.53,0.01,0.01,0,-0.02,-0.01,0.77,0.44,0.24,0.04,-2.14,-2.19,-3.18,0.14,0.07,0,4.02,-1.37
"Ghana",106,0.2,0.1,-0.02,-0.13,-0.24,0,0,-0.25,0.88,-0.13,-1.14,-0.72,-0.72,0,-0.45,-0.32,-0.18,4.64,-1.17
"Tokelau",156,0.19,0.12,0.06,0.01,-0.03,-0.25,0.01,1.25,2.19,1.11,0.03,-2.89,-2.89,0,-0.27,-0.13,0,,2.51
"Ecuador",137,0.17,0.05,0.07,0.06,0.05,0,0.05,0.57,3.05,1.52,0,-3.65,0.23,4.46,-0.1,-0.05,0,-1.48,0.71
"Fiji",18,0.17,0.45,0.18,0.42,0.66,0.02,0.19,-0.4,1.35,0.71,0.07,0.59,0.59,0,0.18,0.17,0.15,-0.5,0.08
"Iraq",192,0.14,0.27,0.06,0.33,0.6,-0.07,-0.06,-0.4,3.78,1.89,0,0.68,0.68,0,-0.82,-0.41,0,,-0.99
"Tanzania",202,0.13,0.06,-0.02,0.07,0.16,-0.04,-0.02,0.71,0,0,0,0.63,0.62,0.02,-0.09,-0.05,0,0.11,-0.16
"Venezuela",139,0.13,0.15,-0.03,-0.03,-0.03,-0.09,-0.08,0.63,0.71,1.94,3.17,0.07,-0.23,0.23,-0.12,-0.09,-0.06,2.54,-3.4
"Andaman and Nicobar",26,0.12,0.26,0.01,-0.11,-0.23,0,0,0.47,1.59,0.67,-0.25,-0.31,-0.31,0,-0.37,-0.18,0.01,,0.23
"French Polynesia",147,0.12,0.09,0,0,0,0,-0.03,0.14,3.77,1.88,0,-3.85,-3.26,-0.15,0.01,0,0,-0.2,2.59
"Tristan da Cunha",88,0.12,0.19,0,0.8,1.59,,,0.1,0.69,0.14,-0.41,-0.64,-0.64,0,-0.54,-0.27,0,,0.5
"Albania",82,0.11,0.24,0.05,0.02,0,,,0.7,0,0,0,-0.49,0.5,-0.31,0.55,-0.1,-0.76,-0.91,0.46
"Pakistan",53,0.11,0.18,0.04,0.01,-0.02,0.03,0.03,0.35,0.13,-0.33,-0.79,1.11,1.11,0,-0.19,-0.08,0.03,-0.06,-0.1
"Djibouti",46,0.09,-0.04,-0.07,0.01,0.1,-0.3,-0.08,-2.31,-0.07,-0.14,-0.22,0.51,0.51,0,-0.32,-0.16,0,,3.3
"Malta",68,0.09,1.02,0.03,0.02,0,-0.07,-0.04,-2.05,0.29,0.05,-0.2,-1.66,0.04,2.89,0.38,0.85,1.32,1.12,0
"Antigua and Barbuda",120,0.08,0.96,-0.1,-0.01,0.08,-0.12,0,1.52,-0.99,-0.49,0,-0.88,-0.88,0,-0.5,-0.28,-0.07,,0
"Cape Verde",56,0.06,0.03,0,0,0,,,0.7,0.37,0.18,0,-0.27,-0.27,0,-0.48,-0.23,0.01,,0
"Mauritius",37,0.06,0.83,0.02,0.01,0,-0.26,-0.07,-0.25,0.38,0.34,0.3,-5.39,-5.47,0.16,0.34,0.1,-0.14,5.82,-0.44
"Azores",55,0.05,0.61,0.09,1.18,2.27,,,-0.02,0,0.06,0.12,-1.7,-1.7,0,0.41,-0.36,-1.12,,0.6
"Sudan",49,0.05,0.08,-0.01,-0.01,-0.01,-0.23,-0.11,-0.23,-0.03,0.14,0.31,1.15,1.15,0,-0.52,-0.26,0,0.7,-0.71
"Thailand",25,0.05,0.3,0,0.23,0.45,0,0,0,0,1.36,2.71,0.47,-1.93,-7.17,-0.39,-0.28,-0.17,-0.39,1.24
"British Virgin Islands",117,0.04,0.14,-0.04,0.15,0.35,-0.17,-0.13,-0.08,0.87,0.42,-0.05,0.12,0.12,0,-0.16,-0.09,-0.01,,0
"Clipperton Island",107,0.04,0.15,0,0,0,,,0.02,,,,0.12,0.12,,-0.2,-0.1,0,,
"India",203,0.04,0.42,0.04,0.01,-0.02,0,0.1,0.06,0,0.46,0.93,0.5,0.19,0.97,-0.2,-0.09,0.01,1.77,-2.5
"Montserrat",121,0.03,0.1,-0.01,1.36,2.72,-0.09,-0.08,-0.06,0.45,0.2,-0.05,-1.22,-1.22,0,-0.04,-0.02,0,,0.08
"Niue",154,0.03,0.06,0,0.15,0.3,-0.1,0.01,0.49,0,0.04,0.08,-2.72,-2.72,0,-0.23,-0.11,0,,2.49
"Barbados",124,0.02,0.15,-0.04,-0.08,-0.11,-0.05,-0.02,-0.6,-0.45,-0.26,-0.07,0.62,0.62,0,-0.11,-0.06,0,-0.28,0.74
"Cambodia",24,-0.01,0.14,0.01,0.18,0.35,0.06,0.06,0.63,0.27,0.1,-0.07,0.26,0.27,1.27,-0.55,-0.26,0.02,-0.62,-0.7
"French Guiana",169,-0.01,0.04,0.02,0.01,0,0,0,0.66,0.05,0.27,0.49,-0.81,-0.81,0,-0.09,-0.04,0,,-0.18
"Republique du Congo",100,-0.01,-0.09,0.12,0.32,0.51,,,0.91,2.59,1.31,0.04,-1.39,-1.39,0,-0.39,0.68,1.74,-1.72,-0.1
"Northern Saint-Martin",221,-0.02,0.16,0,0,0,0,0,-0.02,0.49,0.22,-0.05,-0.32,-0.32,0,-0.48,-0.24,0,,0
"Puerto Rico and Virgin Islands of the United States",116,-0.03,0.04,-0.01,0,0,-0.04,0,0.01,0.45,0.28,0.1,-0.58,-0.58,0,-0.17,-0.11,-0.05,,0.16
"Kuwait",51,-0.04,0,-0.1,-0.05,0,-0.23,-0.18,-0.73,0,0,0,0.87,0.87,0,0.34,-1.49,-3.33,,1.46
"Montenegro",186,-0.04,0.44,-0.02,-0.01,0,,,0.17,-0.26,-0.13,-0.01,-0.84,-0.71,-0.28,0.5,0.28,0.06,0.16,-0.5
"Sri Lanka",40,-0.04,0.45,0.05,-0.01,-0.07,0,0.05,0.76,2.86,-1.26,-5.39,-0.72,-0.72,0.02,0.49,0.19,-0.1,-4.95,5.06
"East Timor",231,-0.05,-0.77,0.06,0.03,0,0.02,0.03,-0.46,0,0.03,0.06,0.45,0.45,0,-0.09,-0.03,0.03,,0.24
"Guinea",194,-0.06,0.16,0.13,0.11,0.08,0.02,0.03,-1.46,0.34,0.27,0.2,1.08,1.08,0,-0.33,-0.12,0.08,,-0.63
"Libya",67,-0.06,-0.01,-0.18,-0.09,0,,,0.12,0.73,0.3,-0.13,-0.87,-0.87,-0.01,0.32,0.16,0,-0.07,0
"Italy",184,-0.07,-0.08,-0.02,-0.01,0,0,0,-0.35,0,0.23,0.45,-1.33,-1.36,-0.21,0.3,0.15,0,1.89,-1.13
"Guadeloupe and Martinique",140,-0.08,0.19,0,0,0,0,0,-0.57,0.25,0.12,0,-0.48,-0.48,-0.01,-0.12,-0.06,0,,0.04
"Bouvet Island",105,-0.09,0.22,0,2.02,4.04,,,0,,,,-2.76,-2.76,,0.16,0.08,0,,
"Wake Island",12,-0.09,0.04,0.02,-0.06,-0.13,-0.14,,0.03,1.04,0.66,0.29,-1.22,-1.22,,0.17,0.09,0,,
"Croatia",187,-0.1,0.83,0.04,0.02,0,,,-0.76,0,-0.01,-0.02,1.34,1.03,-0.15,0.52,3.74,6.97,-5.76,0.1
"Uruguay",173,-0.1,0.19,-0.01,0,0,,,-0.12,0,0,0,0.51,0.51,0,-0.29,-0.14,0,-0.57,-0.66
"Denmark",175,-0.11,0.11,-0.03,0.06,0.14,0,0,-0.42,0.56,0.52,0.48,-0.19,-0.2,-0.2,-0.12,-0.06,0,-0.19,-0.92
"Bahamas",110,-0.12,-0.08,-0.01,-0.03,-0.06,-0.15,0,-0.48,0.25,0.81,1.37,-0.51,-0.51,-0.01,-0.16,2.11,4.39,-2.88,0
"Greenland",145,-0.12,0.19,0,-0.1,-0.2,0.04,,1.29,0,0,0,-1.6,-1.6,0,-0.03,-0.02,0,-1.52,0.6
"South Korea",20,-0.12,0.23,-0.02,-0.01,0,,,-0.61,0,0.12,0.24,-1.01,-0.77,0,0.23,-0.07,-0.36,0.87,-0.72
"Jersey",227,-0.13,0.24,-0.04,0.15,0.34,-0.04,-0.02,-0.94,0.67,0.13,-0.41,-1.2,-1.2,0,-0.13,-0.08,-0.03,,0.59
"Singapore",208,-0.13,0,0.05,-0.13,-0.31,0.08,0.06,-0.37,0,0.12,0.23,0.6,-0.52,0.15,-0.68,-0.34,0,0.73,-0.88
"Bosnia and Herzegovina",232,-0.14,0.41,0.07,0.14,0.21,,,0.37,0,0.02,0.04,-1.93,-1.63,-0.39,0.58,0.29,0.01,,-0.6
"Australia",16,-0.16,0.13,-0.01,0,0,0,0,-0.57,0,0.24,0.48,-0.31,-1.58,-0.41,-0.12,-0.06,0,2.12,-1.87
"Costa Rica",130,-0.16,0.42,-0.03,-0.01,0,-0.07,0,0.79,0.47,0.6,0.73,0.33,0.16,-0.22,-0.14,-0.06,0.02,-4.34,0.9
"Gambia",65,-0.16,-0.02,-0.05,-0.09,-0.12,-0.05,-0.04,-0.12,0,0,0,0.61,0.61,0,-0.68,-0.35,-0.01,,-1.4
"Norfolk Island",3,-0.17,0.15,0,0,0,,,-0.01,0.03,0.22,0.4,-0.56,-0.56,0,-0.03,-0.01,0,,-0.99
"Benin",99,-0.18,0.05,-0.01,-0.02,-0.03,0,-0.01,-0.3,0,0.06,0.12,-0.26,-0.26,0,-0.58,-0.29,0,,-0.81
"Cameroon",197,-0.18,0.09,-0.03,-0.65,-1.26,-0.02,-0.02,-0.32,-0.02,0.07,0.16,1.49,1.49,0,-0.45,-1.32,-2.19,,-0.92
"Bulgaria",71,-0.19,0.58,-0.01,0,0,,,0.02,0,0.01,0.02,-2.6,-3.47,2.51,-0.01,0,0,1.55,-0.17
"New Caledonia",5,-0.2,0.19,0.24,0.18,0.12,0.02,0.12,-2.65,0.22,0.11,0,-0.75,-0.37,-0.23,0.1,1.86,3.62,0.78,-2.22
"Anguilla",118,-0.21,0.03,-0.16,0.05,0.27,-0.2,-0.21,0.28,-0.67,-1.68,-2.69,0.01,0.01,0,-0.3,-0.16,-0.03,,0
"Gibraltar",60,-0.21,0.54,-0.07,-0.45,-0.84,,,0.26,-0.03,-0.01,0,-1.97,-1.97,0,-0.08,-0.04,0,,0.19
"Cyprus",81,-0.22,0.01,-0.08,-0.07,-0.05,,,-0.81,-0.01,-0.26,-0.51,-3.25,-1.33,0.64,0.41,0.2,-0.01,0.11,0.37
"Guinea Bissau",193,-0.22,0.02,0,-0.01,-0.02,-0.02,-0.02,0.25,1.86,0.85,-0.15,0,0,0,-0.42,-0.21,0,,-2.85
"Spain",182,-0.22,0.5,0.03,-0.3,-0.62,-0.02,0,-0.51,0,-0.06,-0.13,-1.17,-0.58,0.75,0.13,0.8,1.47,-0.86,-1.19
"United Arab Emirates",54,-0.22,0,0.07,0.03,0,-0.01,0.02,0.92,0,0,0,1.06,0.95,0.04,-0.22,0.49,1.2,-6.08,1.53
"Saint Lucia",122,-0.23,0.07,-0.1,-0.13,-0.16,-0.11,-0.02,-0.59,0.93,0.39,-0.15,-0.78,-0.78,0,-0.21,-0.12,-0.02,-1.02,0
"China",209,-0.25,0.53,0.04,-0.1,-0.25,-0.86,0,-0.07,-0.04,0.07,0.18,-1.18,0.08,0,0.03,0.1,0.17,-0.42,-1.85
"Falkland Islands",95,-0.25,0.19,-0.02,-0.01,0,,,0,-0.04,-0.06,-0.07,-2.44,-2.44,-0.05,-0.2,-0.1,0,,0.69
"Guyana",167,-0.26,0.25,0.07,0.03,0,0.03,0.04,-0.54,3.05,1.07,-0.91,-0.04,-0.04,-0.05,0.1,-0.56,-1.22,,-2.66
"Peru",138,-0.26,0.16,0,0,0.01,-0.01,0.01,-0.15,1.45,0.95,0.46,-1.43,-1.43,0.25,-0.14,-1.15,-2.16,-1.45,0.42
"New Zealand",162,-0.28,0.17,0,0.01,0.01,-0.02,0,-1.1,0.29,0.15,0,-2.3,0.09,-0.67,-0.02,0.05,0.11,-2.1,-0.07
"Chile",224,-0.29,0.19,0,0.09,0.18,,,0.3,0.24,0.12,0,-2.46,-1.25,0,-0.21,-0.05,0.12,-2.33,0.63
"Iceland",143,-0.29,0.52,0.05,-0.56,-1.18,0.33,,-1.72,0.42,-0.59,-1.6,-3.52,-3.41,9.24,0,-0.01,-0.01,-4.52,7.35
"Sao Tome and Principe",103,-0.29,0.08,0,-0.51,-1.02,,,2.09,0,0,0,-0.72,-0.72,0,-0.5,-0.24,0.02,-12.36,9.32
"Howland Island and Baker Island",158,-0.3,0.16,-0.02,-0.41,-0.79,0,,0.02,,,,-1.63,-1.63,,0.17,0.09,0,,
"Glorioso Islands",30,-0.32,0.22,-0.02,-0.56,-1.09,0,,0.02,0,-0.11,-0.22,-1.85,-1.85,,0.09,0.04,0,,
"Aruba",250,-0.34,0,0,0,0,0,0,-1.13,0,0,0,-1.84,-1.84,0,-0.15,-0.08,0,,0
"Belize",164,-0.37,-0.11,-0.06,-0.08,-0.09,-0.05,-0.04,0.37,0,0,0,-0.14,0.34,2.91,0,0,0,-2.72,-1.41
"Brunei",247,-0.37,0,-0.02,-0.06,-0.11,0,-0.01,0.1,-1.69,-0.88,-0.07,0.27,0.2,0.32,-1.19,-0.59,0,-2.46,0.05
"Malaysia",206,-0.37,0.86,0.04,0.25,0.47,0.02,0.01,1.2,-1.17,-1.27,-1.37,0.35,0.24,-3.6,-0.33,-0.16,0.01,-4.63,-0.19
"Namibia",101,-0.37,0.15,0.07,0.04,0,,,-0.19,2.43,1.21,0,-1.44,-1.44,-1.77,0.02,0.01,0,-1.44,-1.29
"Comoro Islands",28,-0.38,0.08,0.22,1.3,2.38,-0.05,0,-1.13,0.63,0.12,-0.39,-2.5,-2.5,0,0.48,0.24,0,,-1.46
"Brazil",171,-0.39,-0.49,0.03,0.2,0.36,0,0,-0.14,0.03,1,1.97,-0.9,-0.69,0.08,-0.2,-0.06,0.09,-2.35,-1.38
"Democratic Republic of the Congo",199,-0.4,0.05,0.04,0.02,0.01,-0.01,0,-0.13,0.59,0.29,0,-3.27,-3.27,0,-0.62,-0.3,0.03,,-0.25
"Micronesia",9,-0.41,-0.02,0.02,0,-0.03,0,0,1.62,0.29,0.29,0.3,-0.39,-0.39,0,-0.2,-0.1,0,-0.03,-5.48
"Canary Islands",58,-0.42,0.59,-0.01,-0.49,-0.98,-0.01,0,-1.88,-0.02,0.02,0.07,-3.24,-3.24,0,0.38,0.59,0.8,,0.59
"Saint Pierre and Miquelon",219,-0.43,0.12,0.01,0.01,0,,,0.02,0.01,0,0,-1.97,-1.97,0.27,-0.23,-0.11,0.02,,-1.08
"Christmas Island",2,-0.44,0.15,0,0.04,0.07,0,0,-0.01,0.03,0.22,0.4,-3.48,-3.48,0,0.14,0.07,-0.01,,-0.92
"Jamaica",166,-0.44,0.11,0.07,0.08,0.09,-0.05,0,0.23,0.64,0.33,0.01,-0.7,-0.7,-0.01,-0.12,-0.06,0,-4.7,0.4
"Juan de Nova Island",33,-0.44,0.23,0.02,0.03,0.04,0,,0.02,0,-0.11,-0.22,-3.28,-3.28,,0.09,0.04,0,,
"Nigeria",196,-0.45,-0.03,0.02,-1.21,-2.43,-0.06,-0.03,-1.09,1.23,0.62,0,0.14,0.14,0,-0.53,-0.31,-0.08,-2.35,-0.18
"Algeria",84,-0.46,0.16,0.01,0.13,0.25,,,-0.37,0,0,0,-1.69,-1.69,0.01,0.21,0.11,0,-1,-1.01
"South Africa",102,-0.47,0.04,0.02,0.01,0,0,0,-0.42,2.72,1.36,0,-2.12,-2.13,0.18,-0.21,-0.11,-0.01,-0.63,-2.83
"Canada",218,-0.48,0.14,0.03,0.15,0.27,0.46,0,-0.39,0,-0.25,-0.49,-2.75,-2.24,0.74,-0.37,0.08,0.54,-2.05,-0.7
"Togo",98,-0.48,0.09,0.09,0.38,0.66,0,0.02,-2.23,0.16,0.08,0,-0.16,-0.16,0,-0.56,-0.28,0,,-2.22
"Argentina",172,-0.5,-0.16,0.05,0.03,0,,,0.11,0,0,0,-0.55,-0.58,-0.01,-0.18,0.38,0.94,-2.78,-0.99
"Taiwan",14,-0.5,0.64,-0.05,-0.03,-0.02,0,0,-0.05,0.45,-0.46,-1.36,-0.91,-0.13,0.43,-0.31,-0.19,-0.06,-3.07,-1.68
"Belgium",59,-0.51,0.11,-0.08,-0.11,-0.14,0,0,-0.12,0,1.36,2.72,0.52,0.52,0,-0.11,-0.06,0,-5.08,-1.68
"Saint Helena",86,-0.51,0.19,0,0.36,0.71,,,0.44,-0.3,-1.3,-2.31,-3.5,-3.5,0,-0.52,-0.26,0,,0.51
"Saint Kitts and Nevis",119,-0.53,0.61,-0.1,0.07,0.25,-0.48,-0.45,-0.21,1.08,-0.19,-1.45,-0.84,-0.84,0,-0.17,-0.09,0,,-3.23
"Suriname",168,-0.53,-0.49,-0.02,-0.01,0,0,0,1.77,1.9,0.79,-0.33,0.24,0.24,0.02,-0.05,-0.03,0,-8.37,0.81
"Papua New Guinea",17,-0.54,0.2,0.06,0.03,-0.01,0.09,0.06,0.92,0.45,0.22,0,-0.3,-0.3,0,-0.05,-0.02,0.01,-5.91,-0.7
"Ivory Coast",195,-0.55,0.37,0.15,-0.12,-0.39,0.06,0.07,-1.14,1.88,0.94,-0.01,-0.59,-0.59,0,-0.43,-0.2,0.03,-4.25,-0.64
"Netherlands",177,-0.55,0.19,0.02,0.53,1.03,0,0,-0.11,0.31,0.14,-0.02,-0.96,-1.25,0.57,-0.05,-0.03,0,-3.04,-1.95
"Curacao",244,-0.57,0.24,0.03,0.01,0,0,-0.18,0.02,0.34,0.18,0.01,0.18,0.18,0,-0.13,0.73,1.59,-3.76,0.17
"Norway",223,-0.57,0,0,-0.03,-0.07,-4.66,,-0.38,0.63,1.39,2.14,-1.64,-1.03,0,-0.06,0.12,0.3,-0.29,-0.26
"R_union",32,-0.57,0.23,0,0.08,0.16,0,,-0.01,1.14,0.51,-0.13,-5.33,-5.23,-0.02,-0.11,-0.06,0,,-0.06
"Germany",176,-0.58,0.18,0.01,-0.1,-0.2,-0.14,0,-0.24,0,0.33,0.66,-1.27,-1.51,0.34,0.04,0.02,0,-0.73,-3.58
"Haiti",114,-0.58,0.02,-0.01,0.07,0.15,-0.12,-0.06,0.04,1.13,0.56,0,-0.24,-0.24,0,-0.16,0.01,0.18,-4.24,-1.78
"Western Sahara",63,-0.58,0.08,-0.09,-0.04,0,,,1.36,0.06,-0.06,-0.18,-3.87,-3.87,0,-0.6,-0.3,0,,-1.25
"Israel",79,-0.62,0.35,0.02,0.01,0,0,0,0.21,0,0,0,0.13,0.43,0.03,-0.06,-0.03,0,-6.59,-0.55
"Morocco",62,-0.62,0.12,0.03,0.02,0.01,,0,-0.06,0,0,0,-0.76,-0.76,0.01,-0.19,-0.92,-1.64,-1.55,-2.47
"Nauru",10,-0.63,1.24,-0.21,-0.37,-0.53,-0.23,,-0.12,1.43,0.77,0.11,-0.37,-0.37,0.01,-0.61,-0.3,0,,-5.67
