sciname,iucn_sid,am_sid,area_iucn,area_am,dist_align,area_ratio,spp_group_text,reviewed,occurcells,n_spp,quad,common,name
Sphoeroides lobatus,183276,Fis-25000,2427108.7,2050056.8,54.038,84.465,Pufferfish,FALSE,106,113,q3,Longnose Puffer,Longnose Puffer
Ophioblennius steindachneri,183308,Fis-32760,1580817.2,780705.7,77.369,49.386,Combtooth Blennies,TRUE,157,269,q2,Large-Banded Blenny,Large-Banded Blenny
Prionurus laticlavius,183310,Fis-35548,1238571.6,187805,71.431,15.163,Surgeons/Tangs/Unicornfish,TRUE,38,77,q2,Razor Surgeonfish,Razor Surgeonfish
Semicossyphus darwini,183327,Fis-28657,617182.3,451196.5,65.316,73.106,Wrasses,FALSE,34,472,q1,Galápagos Sheephead Wrasse,Galápagos Sheephead Wrasse
Canthigaster punctatissima,183341,Fis-29078,1279648.3,3317241.7,35.957,38.576,Pufferfish,FALSE,100,113,q4,Spotted Sharpnosed Puffer,Spotted Sharpnosed Puffer
Hypsypops rubicundus,183367,Fis-24701,691944.8,128566.8,93.992,18.58,Damselfish,FALSE,25,48,q2,Garibaldi Damselfish,Garibaldi Damselfish
Halichoeres chierchiae,183378,Fis-35654,1472918.3,877003.5,60.383,59.542,Wrasses,FALSE,50,472,q3,Wounded Wrasse,Wounded Wrasse
Abudefduf troschelii,183397,Fis-26922,2043748.6,907662.2,83.375,44.412,Damselfish,TRUE,139,48,q2,Panamic Sergeant Major,Panamic Sergeant Major
Hypsoblennius brevipinnis,183425,Fis-26938,1567415.1,1119239.1,54.418,71.407,Combtooth Blennies,FALSE,98,269,q3,Barnaclebill Blenny,Barnaclebill Blenny
Stegastes acapulcoensis,183431,Fis-28527,1292393.7,825640.7,61.463,63.885,Damselfish,TRUE,73,48,q3,Acapulco Major,Acapulco Major
Chromis limbaughi,183452,Fis-34881,396620.6,336899.6,48.479,84.943,Damselfish,FALSE,11,48,q3,Limbaugh's Damselfish,Limbaugh's Damselfish
Abudefduf declivifrons,183460,Fis-136667,733886,445182.7,67.331,60.661,Damselfish,FALSE,38,48,q1,Mexican Nightsergeant,Mexican Nightsergeant
Stegastes beebei,183462,Fis-138530,186926.3,150466.2,20.39,80.495,Damselfish,FALSE,24,48,q3,Southern Whitetail Major,Southern Whitetail Major
Scarus compressus,183468,Fis-29029,1058096.8,689064.1,48.747,65.123,Wrasses,FALSE,11,472,q3,Azure Parrotfish,Azure Parrotfish
Microspathodon bairdii,183472,Fis-28514,1164887.2,786952.7,58.683,67.556,Damselfish,FALSE,76,48,q3,Bumphead Damselfish,Bumphead Damselfish
Abudefduf concolor,183483,Fis-28205,812299.2,890778.4,43.541,91.19,Damselfish,FALSE,63,48,q3,Null,Abudefduf concolor
Halichoeres aestuaricola,183529,Fis-35653,1012638.7,406522.1,94.913,40.145,Wrasses,FALSE,17,472,q2,Mangrove Wrasse,Mangrove Wrasse
Stegastes arcifrons,183530,Fis-28528,288547.7,82981.1,51.875,28.758,Damselfish,TRUE,32,48,q4,Island Major,Island Major
Bodianus eclancheri,183539,Fis-26941,796907.3,1039473.9,44.212,76.664,Wrasses,FALSE,25,472,q3,Harlequin Wrasse,Harlequin Wrasse
Stegastes redemptus,183567,Fis-28533,148320.5,51704.6,5.491,34.86,Damselfish,FALSE,3,48,q4,Clarion Major,Clarion Major
Stegastes rectifraenum,183586,Fis-28532,706404.7,320962.3,77.498,45.436,Damselfish,FALSE,45,48,q2,Cortez Damselfish,Cortez Damselfish
Sphoeroides rosenblatti,183587,Fis-61707,270983.9,662316.5,42.664,40.915,Pufferfish,FALSE,8,113,q4,Null,Sphoeroides rosenblatti
Sphoeroides lispus,183607,Fis-61706,385488.7,423177.4,54.548,91.094,Pufferfish,FALSE,18,113,q3,Naked Puffer,Naked Puffer
Hypsoblennius gentilis,183611,Fis-24694,619958.4,1228483.2,50.312,50.465,Combtooth Blennies,FALSE,64,269,q4,Bay Blenny,Bay Blenny
Bodianus diplotaenia,183624,Fis-26939,2002966.3,1401731.8,64.734,69.983,Wrasses,FALSE,132,472,q1,Mexican Hogfish,Mexican Hogfish
Prionurus punctatus,183646,Fis-35549,705864.8,439261.6,48.729,62.23,Surgeons/Tangs/Unicornfish,FALSE,37,77,q3,Yellowtail Surgeonfish,Yellowtail Surgeonfish
Sphoeroides annulatus,183652,Fis-24999,2126527.3,1042800.9,92.556,49.038,Pufferfish,FALSE,199,113,q2,Bullseye Puffer,Bullseye Puffer
Chromis atrilobata,183653,Fis-32748,1710338.6,1186764.5,70.297,69.388,Damselfish,FALSE,78,48,q1,Scissortail Damselfish,Scissortail Damselfish
Scartichthys variolatus,183725,Fis-61194,212304.6,8084.8,100,3.808,Combtooth Blennies,FALSE,5,269,q2,Null,Scartichthys variolatus
Halichoeres melanotis,183731,Fis-28996,1375600,519618.9,77.847,37.774,Wrasses,FALSE,28,472,q2,Golden Wrasse,Golden Wrasse
Stegastes flavilatus,183747,Fis-28529,1538945.1,605146.7,77.202,39.322,Damselfish,TRUE,108,48,q2,Beaubrummel,Beaubrummel
Xyrichtys mundiceps,183754,Fis-140176,369945,809833,37.331,45.682,Wrasses,FALSE,6,472,q4,Cape Razorfish,Cape Razorfish
Halichoeres adustus,183771,Fis-28994,291132.7,21130,14.491,7.258,Wrasses,FALSE,3,472,q4,Black Wrasse,Black Wrasse
Azurina hirundo,183774,Fis-34870,298446.6,243889.1,14.254,81.72,Damselfish,FALSE,7,48,q3,Swallow Damsel,Swallow Damsel
Nexilosus latifrons,183789,Fis-28522,1161899,392750.1,76.101,33.802,Damselfish,FALSE,32,48,q2,Coquito Sergeant,Coquito Sergeant
Chromis intercrusma,183793,Fis-34878,1415649.7,353864.7,89.09,24.997,Damselfish,FALSE,6,48,q2,Peruvian Chromis,Peruvian Chromis
Nicholsina denticulata,183813,Fis-29028,1708938.3,896365.8,66.106,52.452,Wrasses,FALSE,61,472,q2,Loosetooth Parrotfish,Loosetooth Parrotfish
Halichoeres semicinctus,183817,Fis-24662,574580.2,310602.2,88.471,54.057,Wrasses,FALSE,52,472,q2,Rock Wrasse,Rock Wrasse
Halichoeres dispilus,183822,Fis-26904,1857876.6,1267454.6,71.565,68.221,Wrasses,FALSE,127,472,q1,Chameleon Wrasse,Chameleon Wrasse
Microspathodon dorsalis,183825,Fis-28516,1274171.8,3271745.6,39.107,38.945,Damselfish,FALSE,109,48,q4,Giant Damselfish,Giant Damselfish
Scarus perrico,183839,Fis-32807,1318183.4,1154887.8,51.414,87.612,Wrasses,FALSE,79,472,q3,Bumphead Parrotfish,Bumphead Parrotfish
Chromis alta,183870,Fis-34874,1211917.1,553326.9,48.215,45.657,Damselfish,FALSE,9,48,q4,Oval Damselfish,Oval Damselfish
Entomacrodus chiostictus,183886,Fis-113684,1326675.3,601004.9,79.303,45.302,Combtooth Blennies,TRUE,60,269,q2,Rock Blenny,Rock Blenny
Decodon melasma,183923,Fis-35652,1471865.4,884508.5,86.001,60.094,Wrasses,FALSE,52,472,q1,Blackspot Wrasse,Blackspot Wrasse
Sphoeroides angusticeps,183925,Fis-28684,128989.8,46155.8,40,35.783,Pufferfish,FALSE,6,113,q4,Narrow-Headed Puffer,Narrow-Headed Puffer
Stegastes leucorus,183963,Fis-150883,505937.4,422731.8,39.863,83.554,Damselfish,FALSE,12,48,q3,Whitetail Major,Whitetail Major
Plagiotremus azaleus,183980,Fis-118500,2043045.9,1050117.9,62.525,51.4,Combtooth Blennies,FALSE,104,269,q4,Sabertooth Blenny,Sabertooth Blenny
Thalassoma grammaticum,183985,Fis-35647,1452137.5,582396.1,74.334,40.106,Wrasses,FALSE,37,472,q2,Sunset Wrasse,Sunset Wrasse
Azurina eupalama,184017,Fis-34869,52299.1,27694.2,55.555,52.954,Damselfish,FALSE,6,48,q4,Galapagos Damsel,Galapagos Damsel
Sphoeroides sechurae,184034,Fis-35756,1359946.1,602105.9,83.587,44.274,Pufferfish,FALSE,19,113,q2,Peruvian Puffer,Peruvian Puffer
Halichoeres nicholsi,184035,Fis-28997,1316452.1,838242.5,66.542,63.674,Wrasses,FALSE,95,472,q1,Spinster Wrasse,Spinster Wrasse
Elops affinis,184047,Fis-29936,2074228.1,1256135.5,73.402,60.559,Bonefish/Tarpon,FALSE,73,12,q1,Machete,Machete
Galearctus rapanus,184986,SLB-170297,32776.7,529655.3,0,6.188,Lobsters,FALSE,3,158,q4,Null,Galearctus rapanus
Galearctus umbilicatus,184988,SLB-184918,198147.1,578866.2,48.978,34.23,Lobsters,FALSE,13,158,q4,Null,Galearctus umbilicatus
Eduarctus lewinsohni,184995,SLB-184903,625245,1348162.8,57.831,46.378,Lobsters,FALSE,7,158,q4,Null,Eduarctus lewinsohni
Stereomastis panglao,184996,SLB-155871,64045,10720960,66.558,0.597,Lobsters,FALSE,5,158,q2,Null,Stereomastis panglao
Eduarctus modestus,184997,SLB-184906,446383.9,1024335.2,30.226,43.578,Lobsters,FALSE,7,158,q4,Slipper Lobster,Slipper Lobster
Ibacus pubescens,185002,SLB-184953,7395366.1,8807028.3,43.293,83.971,Lobsters,FALSE,11,158,q3,Null,Ibacus pubescens
Stereomastis polita,185003,SLB-184834,1151899.1,10413186.4,40.108,11.062,Lobsters,FALSE,4,158,q4,Null,Stereomastis polita
Enoplometopus gracilipes,185005,SLB-170292,732137.9,1596872.1,34.915,45.848,Lobsters,FALSE,7,158,q4,Reef Lobster,Reef Lobster
Stereomastis sculpta,185012,ITS-660116,34228720.2,30908866.1,32.966,90.301,Lobsters,FALSE,21,158,q3,NA,Stereomastis sculpta
Petrarctus demani,185017,SLB-184954,1454678.7,11491791.9,87.488,12.658,Lobsters,FALSE,6,158,q2,Null,Petrarctus demani
Pentacheles gibbus,185018,SLB-184796,2139767.8,2889823.7,14.724,74.045,Lobsters,FALSE,10,158,q3,Null,Pentacheles gibbus
Polycheles enthrix,185019,SLB-184672,2810689.9,6483765.4,57.742,43.35,Lobsters,FALSE,31,158,q4,Null,Polycheles enthrix
Crenarctus crenatus,185020,SLB-184899,495806,3928666.9,86.403,12.62,Lobsters,FALSE,18,158,q2,Null,Crenarctus crenatus
Stereomastis surda,185023,SLB-184838,107803509.8,21464121.4,47.971,19.91,Lobsters,FALSE,38,158,q4,Null,Stereomastis surda
Enoplometopus holthuisi,185024,ITS-677530,7842004.4,7875305.4,24.823,99.577,Lobsters,FALSE,8,158,q3,Bullseye Reef Lobster,Bullseye Reef Lobster
Nupalirus vericeli,185025,SLB-170315,412298,5063674.7,34.755,8.142,Lobsters,FALSE,9,158,q4,Polynesian Furrow Lobster,Polynesian Furrow Lobster
Polycheles typhlops,185026,ITS-97688,53744548.2,36812663.1,68.018,68.496,Lobsters,FALSE,188,158,q1,Null,Polycheles typhlops
Thaumastocheles dochmiodon,185029,SLB-184636,6652493.8,6210678.7,29.03,93.359,Lobsters,FALSE,5,158,q3,Null,Thaumastocheles dochmiodon
Acantharctus ornatus,185031,SLB-184850,2957907.3,4115271.3,51.737,71.876,Lobsters,FALSE,9,158,q3,Null,Acantharctus ornatus
Polycheles amemiyai,185034,SLB-184799,745668.9,972300.6,23.183,76.691,Lobsters,FALSE,4,158,q3,Null,Polycheles amemiyai
Bathyarctus rubens,185035,SLB-184862,6747218.9,11616478.1,46.969,58.083,Lobsters,FALSE,26,158,q3,Null,Bathyarctus rubens
Stereomastis suhmi,185036,SLB-184836,132208814.9,10447214.6,45.524,7.902,Lobsters,FALSE,18,158,q4,Deepsea Blind Lobster,Deepsea Blind Lobster
Pentacheles laevis,185038,ITS-660110,24210531.9,64517851.7,47.035,37.525,Lobsters,FALSE,114,158,q4,Blind Lobster,Blind Lobster
Stereomastis helleri,185040,SLB-184828,12609602.4,16189878.1,19.233,77.886,Lobsters,FALSE,9,158,q3,Null,Stereomastis helleri
Chelarctus aureus,185041,Chn-8fd42244-81ae-418b-9e7d-1a07d933db73,817528.7,5673839.9,49.085,14.409,Lobsters,FALSE,15,158,q4,Null,Chelarctus aureus
Polycheles martini,185049,SLB-184803,486375.9,3607389.3,7.45,13.483,Lobsters,FALSE,5,158,q4,Null,Polycheles martini
Enoplometopus crosnieri,185051,SLB-155867,2383461.9,7885014.1,36.56,30.228,Lobsters,FALSE,10,158,q4,Null,Enoplometopus crosnieri
Enoplometopus occidentalis,185060,ITS-677526,9707701,9765751.6,33.892,99.406,Lobsters,FALSE,17,158,q3,Red Reef Lobster,Red Reef Lobster
Pentacheles snyderi,185061,ITS-660111,1525642.7,17539033.6,50.296,8.699,Lobsters,FALSE,5,158,q4,Null,Pentacheles snyderi
Galearctus timidus,185062,SLB-184916,5324842.8,8801059.4,43.203,60.502,Lobsters,FALSE,28,158,q3,Null,Galearctus timidus
Stereomastis auriculata,185064,SLB-173556,9074912.9,15644352.1,32.415,58.008,Lobsters,FALSE,21,158,q3,Null,Stereomastis auriculata
Nephropsis serrata,185065,SLB-184635,1333581,31642497.2,68.529,4.215,Lobsters,FALSE,29,158,q2,Null,Nephropsis serrata
Polycheles coccifer,185066,SLB-155564,4604518.4,8986933,56.826,51.236,Lobsters,FALSE,27,158,q4,Null,Polycheles coccifer
Polycheles tanneri,185067,SLB-184805,3154513.9,3064320.7,12.929,97.141,Lobsters,FALSE,8,158,q3,Null,Polycheles tanneri
Stereomastis galil,185069,SLB-173560,5717660.4,9390890.4,42.353,60.885,Lobsters,FALSE,27,158,q3,Null,Stereomastis galil
Petrarctus holthuisi,185070,SLB-165894,907333.1,3999345.2,71.09,22.687,Lobsters,FALSE,9,158,q2,Null,Petrarctus holthuisi
Stereomastis phosphorus,185072,SLB-184832,2055267.6,10020097.6,30.888,20.511,Lobsters,FALSE,6,158,q4,Pink Blind Lobster,Pink Blind Lobster
Stereomastis aculeata,185073,SLB-170329,3022605,8000526.8,50.798,37.78,Lobsters,FALSE,19,158,q4,Null,Stereomastis aculeata
Galearctus kitanoviriosus,185074,Chn-f255ce49-bed7-4937-998b-cf930cedf3a6,2930556.2,7418314.1,30.09,39.504,Lobsters,FALSE,5,158,q4,Kitano Locust Lobster,Kitano Locust Lobster
Galearctus aurora,185076,SLB-184912,2692194,8743172.2,29.985,30.792,Lobsters,FALSE,18,158,q4,Null,Galearctus aurora
Bathyarctus faxoni,185077,SLB-184857,2275283.6,4198636.9,44.053,54.191,Lobsters,FALSE,38,158,q4,Null,Bathyarctus faxoni
Chelarctus cultrifer,185080,Chn-27d923b5-53c3-4d53-aa10-1f02bea6dd01,13741483,10759382.7,36.621,78.299,Lobsters,FALSE,36,158,q3,Null,Chelarctus cultrifer
Willemoesia pacifica,185082,SLB-184677,1627841.6,16923938.4,3.664,9.619,Lobsters,FALSE,6,158,q4,Null,Willemoesia pacifica
Polycheles baccatus,185083,SLB-173558,6502035.4,9542619.8,21.669,68.137,Lobsters,FALSE,12,158,q3,Null,Polycheles baccatus
Eduarctus reticulatus,185088,SLB-184911,412677,5843035.2,12.07,7.063,Lobsters,FALSE,3,158,q4,Null,Eduarctus reticulatus
Biarctus pumilus,185089,SLB-184866,1849321.7,2372142.3,45.726,77.96,Lobsters,FALSE,5,158,q3,Null,Biarctus pumilus
Pentacheles obscurus,185091,SLB-184797,3239501.9,38356491.5,53.755,8.446,Lobsters,FALSE,15,158,q4,Null,Pentacheles obscurus
Crenarctus bicuspidatus,185093,SLB-184897,17086345.7,15641085.5,60.522,91.541,Lobsters,FALSE,15,158,q3,Slipper Lobsters,Slipper Lobsters
Eduarctus aesopius,185096,SLB-184902,1075193.4,6527107.4,72.598,16.473,Lobsters,FALSE,6,158,q2,Null,Eduarctus aesopius
Parablennius gattorugine,185128,Fis-22731,2908944.5,2144930.5,56.821,73.736,Combtooth Blennies,FALSE,198,269,q3,Tompot Blenny,Tompot Blenny
Acantholabrus palloni,186106,Fis-26619,4481331.3,2863451,50.081,63.897,Wrasses,FALSE,37,472,q3,Scale-Rayed Wrasse,Scale-Rayed Wrasse
Bodianus dictynna,187368,Fis-161650,14278021.3,11124457.3,58.224,77.913,Wrasses,FALSE,33,472,q3,Redfin Hogfish,Redfin Hogfish
Halichoeres pardaleocephalus,187370,Fis-142162,970695.2,4490045,47.218,21.619,Wrasses,FALSE,6,472,q4,Lineblotch Wrasse,Lineblotch Wrasse
Choerodon margaritiferus,187371,Fis-142115,1369441.7,5354713.9,49.095,25.575,Wrasses,FALSE,3,472,q4,Pearly Tuskfish,Pearly Tuskfish
Coris nigrotaenia,187372,Fis-113146,211836.1,704769.7,49.301,30.057,Wrasses,FALSE,4,472,q4,Blackbar Coris,Blackbar Coris
Hemigymnus fasciatus,187373,Fis-25725,26480522.9,13306765.3,71.837,50.251,Wrasses,FALSE,172,472,q2,Barred Thicklip,Barred Thicklip
Leptojulis lambdastigma,187375,Fis-59762,670849.8,2007055.7,41.916,33.425,Wrasses,FALSE,9,472,q4,Null,Leptojulis lambdastigma
Bodianus opercularis,187378,Fis-58702,1650596.2,2594853,46.924,63.61,Wrasses,TRUE,11,472,q3,Blackspot Hogfish,Blackspot Hogfish
Coris variegata,187379,Fis-25651,628160,1702144,51.052,36.904,Wrasses,FALSE,10,472,q4,Dapple Coris,Dapple Coris
Thalassoma lunare,187381,Fis-25735,26944345.3,12977131.8,85.883,48.163,Wrasses,TRUE,291,472,q2,Moon Wrasse,Moon Wrasse
Cheilio inermis,187383,Fis-25718,26383638.7,13269621.7,77.637,50.295,Wrasses,TRUE,168,472,q2,Cigar Wrasse,Cigar Wrasse
Cheilinus chlorourus,187384,Fis-25705,23716634.3,12428204.7,73.565,52.403,Wrasses,TRUE,192,472,q2,Floral Wrasse,Floral Wrasse
Cirrhilabrus tonozukai,187389,Fis-145587,1188770.2,330214.7,27.012,27.778,Wrasses,FALSE,4,472,q4,Tono's Wrasse,Tono's Wrasse
Suezichthys caudavittatus,187390,Fis-149115,1856996,1309102.9,68.494,70.496,Wrasses,FALSE,4,472,q1,Spottail Wrasse,Spottail Wrasse
Bodianus thoracotaeniatus,187391,Fis-53990,84871.8,131342,0,64.619,Wrasses,FALSE,3,472,q3,Null,Bodianus thoracotaeniatus
Paracheilinus mccoskeri,187393,Fis-31113,1409005.8,11740400.4,41.086,12.001,Wrasses,FALSE,22,472,q4,McCosker's Flasher,McCosker's Flasher
Coris pictoides,187394,Fis-31238,5532678.1,8797884,52.957,62.886,Wrasses,FALSE,35,472,q3,Blackstripe Coris,Blackstripe Coris
Iniistius aneitensis,187395,Fis-146180,13605913.3,6710442.6,58.94,49.32,Wrasses,FALSE,24,472,q4,Yellowblotch Razorfish,Yellowblotch Razorfish
Labroides dimidiatus,187396,Fis-25637,30151232.2,13947964,89.846,46.26,Wrasses,TRUE,407,472,q2,Bluestreak Cleaner Wrasse,Bluestreak Cleaner Wrasse
Labrus mixtus,187397,Fis-3208,4992636.6,4679940.1,74.276,93.737,Wrasses,FALSE,266,472,q1,Cuckoo Wrasse,Cuckoo Wrasse
Labrus bergylta,187398,Fis-29425,2389132.6,1631756.7,86.779,68.299,Wrasses,FALSE,258,472,q1,Ballan Wrasse,Ballan Wrasse
Iniistius umbrilatus,187399,Fis-146183,629167.3,125948,88.633,20.018,Wrasses,FALSE,3,472,q2,Razor Wrasse Fish,Razor Wrasse Fish
Choerodon vitta,187400,Fis-34183,2405044,6931462,64.758,34.698,Wrasses,FALSE,62,472,q2,Redstripe Tuskfish,Redstripe Tuskfish
Halichoeres dimidiatus,187401,Fis-154652,1234758.4,2787577.1,43.43,44.295,Wrasses,FALSE,8,472,q4,Null,Halichoeres dimidiatus
Paracheilinus filamentosus,187403,Fis-31115,6534076.7,8435756,52.249,77.457,Wrasses,FALSE,36,472,q3,Filamentous Wrasse,Filamentous Wrasse
Halichoeres caudalis,187405,Fis-24656,3665274.8,2300193.4,82.323,62.756,Wrasses,FALSE,82,472,q1,Painted Wrasse,Painted Wrasse
Hologymnosus longipes,187406,Fis-28752,873516.9,1676838.8,37.855,52.093,Wrasses,FALSE,12,472,q4,Sidespot Longface Wrasse,Sidespot Longface Wrasse
Wetmorella nigropinnata,187407,Fis-25354,18265464.4,12478532.8,54.369,68.318,Wrasses,FALSE,178,472,q3,Sharpnose Wrasse,Sharpnose Wrasse
Ophthalmolepis lineolata,187409,Fis-139219,1124604.4,720719.8,87.435,64.087,Wrasses,FALSE,26,472,q1,Maori Wrasse,Maori Wrasse
Cirrhilabrus marjorie,187410,Fis-153187,424117.5,2794530,33.231,15.177,Wrasses,FALSE,4,472,q4,Marjorie's Wrasse,Marjorie's Wrasse
Iniistius pentadactylus,187411,Fis-146179,12683270.8,13192575.9,48.743,96.139,Wrasses,FALSE,54,472,q3,Fivefinger Wrasse,Fivefinger Wrasse
Iniistius trivittatus,187412,Fis-162865,586740.7,521648.3,33.078,88.906,Wrasses,FALSE,3,472,q3,Null,Iniistius trivittatus
Paracheilinus attenuatus,187413,Fis-145250,239403.5,810233.1,35.891,29.547,Wrasses,FALSE,5,472,q4,Null,Paracheilinus attenuatus
Macropharyngodon kuiteri,187414,Fis-35500,1281952.7,2188894.4,39.211,58.566,Wrasses,FALSE,18,472,q3,Black Leopard Wrasse,Black Leopard Wrasse
Cirrhilabrus earlei,187415,Fis-145245,234587.3,844404.3,16.896,27.781,Wrasses,FALSE,3,472,q4,Orange-Striped Wrasse,Orange-Striped Wrasse
Macropharyngodon bipartitus,187416,Fis-57940,4300180.5,1907667.8,72.259,44.363,Wrasses,FALSE,20,472,q2,Rare Wrasse,Rare Wrasse
Coris batuensis,187417,Fis-58535,13484235.4,9969344.2,56.545,73.933,Wrasses,TRUE,86,472,q3,Batu Coris,Batu Coris
Thalassoma pavo,187418,Fis-24372,3671167.6,2610093,73.799,71.097,Wrasses,FALSE,105,472,q1,Ornate Wrasse,Ornate Wrasse
Choerodon zamboangae,187419,Fis-27838,4831824.4,8692723.5,53.822,55.585,Wrasses,FALSE,29,472,q3,Purple Eyebrowed Tuskfish,Purple Eyebrowed Tuskfish
Paracheilinus walton,187421,Fis-161246,153796.4,1086564.1,53.997,14.154,Wrasses,FALSE,4,472,q4,Walton's Flasherwrasse,Walton's Flasherwrasse
Thalassoma loxum,187422,Fis-61072,417869.2,455919,32.019,91.654,Wrasses,FALSE,3,472,q3,Null,Thalassoma loxum
Oxycheilinus orientalis,187423,Fis-47538,14761066.6,7701757.2,52.882,52.176,Wrasses,FALSE,24,472,q4,Oriental Maori Wrasse,Oriental Maori Wrasse
Stethojulis bandanensis,187424,Fis-25730,22324838.1,9842644.4,76.395,44.088,Wrasses,TRUE,239,472,q2,Red Shoulder Wrasse,Red Shoulder Wrasse
Conniella apterygia,187425,Fis-58718,115517.6,103446.8,8.616,89.551,Wrasses,FALSE,4,472,q3,Mutant Wrasse,Mutant Wrasse
Notolabrus tetricus,187426,Fis-113792,602895.7,1693966.4,62.99,35.591,Wrasses,FALSE,75,472,q4,Blue-Throated Wrasse,Blue-Throated Wrasse
Cirrhilabrus bathyphilus,187427,Fis-146270,301297.8,1643849.6,37.859,18.329,Wrasses,FALSE,6,472,q4,Deepwater Wrasse,Deepwater Wrasse
Halichoeres leucoxanthus,187428,Fis-32540,1395023.6,5919102.3,49.501,23.568,Wrasses,TRUE,15,472,q4,Canarytop Wrasse,Canarytop Wrasse
Choerodon cephalotes,187430,Fis-27963,2225239,6512915.6,59.95,34.167,Wrasses,FALSE,125,472,q4,Purple Tuskfish,Purple Tuskfish
Pteragogus cryptus,187431,Fis-31470,14961543.8,12934478.3,51.713,86.451,Wrasses,FALSE,72,472,q3,Cryptic Wrasse,Cryptic Wrasse
Halichoeres bleekeri,187432,Fis-145604,591920.6,3062203.2,51.652,19.33,Wrasses,FALSE,8,472,q4,Null,Halichoeres bleekeri
Stethojulis marquesensis,187434,Fis-139754,173154.2,2165223.4,22.815,7.997,Wrasses,FALSE,10,472,q4,Null,Stethojulis marquesensis
Coris gaimard,187436,Fis-48603,18110055.4,11398875.9,56.33,62.942,Wrasses,TRUE,183,472,q3,African Coris,African Coris
Halichoeres prosopeion,187438,Fis-21693,10919002.4,7957050.5,55.872,72.873,Wrasses,FALSE,83,472,q3,Twotone Wrasse,Twotone Wrasse
Cirrhilabrus laboutei,187439,Fis-35453,1447976.2,2071496.6,42.247,69.9,Wrasses,FALSE,13,472,q3,Laboute's Wrasse,Laboute's Wrasse
Cirrhilabrus condei,187440,Fis-132096,1256107.9,5369359.6,48.486,23.394,Wrasses,FALSE,10,472,q4,Conde's Wrasse,Conde's Wrasse
Novaculichthys taeniourus,187441,Fis-25713,27772786,13029535.5,77.73,46.915,Wrasses,FALSE,204,472,q2,Rockmover Wrasse,Rockmover Wrasse
Halichoeres margaritaceus,187443,Fis-25722,19122470.4,8262665.1,72.12,43.209,Wrasses,TRUE,178,472,q2,Pink-Belly Wrasse,Pink-Belly Wrasse
Halichoeres pictus,187444,Fis-24660,3599428.3,1661968.9,93.601,46.173,Wrasses,FALSE,59,472,q2,Rainbow Wrasse,Rainbow Wrasse
Thalassoma cupido,187446,Fis-26205,1909491.4,463978.9,79.628,24.299,Wrasses,FALSE,21,472,q2,Null,Thalassoma cupido
Cirrhilabrus jordani,187447,Fis-32520,682219.1,167832.5,88.352,24.601,Wrasses,FALSE,3,472,q2,Flame Wrasse,Flame Wrasse
Tautogolabrus adspersus,187448,Fis-25027,1654331.8,1239144.1,96.316,74.903,Wrasses,TRUE,262,472,q1,Cunner,Cunner
Coris dorsomacula,187450,Fis-31913,10093088.6,10915430.4,46.091,92.466,Wrasses,FALSE,65,472,q3,Pale-Barred Coris,Pale-Barred Coris
Halichoeres argus,187451,Fis-25351,11197964.6,12097592.1,45.855,92.564,Wrasses,FALSE,94,472,q3,Argus Wrasse,Argus Wrasse
Cirrhilabrus katherinae,187452,Fis-32427,1506783.1,5910006,21.772,25.495,Wrasses,FALSE,24,472,q4,Katherine's Wrasse,Katherine's Wrasse
Anampses elegans,187453,Fis-31146,550176.6,9032440.2,30.238,6.091,Wrasses,FALSE,18,472,q4,Elegant Wrasse,Elegant Wrasse
Halichoeres scapularis,187454,Fis-25723,18207879.1,11102942.3,72.754,60.979,Wrasses,FALSE,138,472,q1,Zigzag Wrasse,Zigzag Wrasse
Symphodus trutta,187455,Fis-51943,59165.3,93173,86.406,63.5,Wrasses,FALSE,14,472,q1,NA,Symphodus trutta
Doratonotus megalepis,187456,Fis-22199,5521527.3,2054800.7,92.538,37.214,Wrasses,FALSE,64,472,q2,Dwarf Wrasse,Dwarf Wrasse
Cirrhilabrus brunneus,187460,Fis-161244,129183.6,2124469.9,21.433,6.081,Wrasses,FALSE,3,472,q4,Dusky Fairy-Warsse,Dusky Fairy-Warsse
Cirrhilabrus exquisitus,187461,Fis-31465,16125542.2,11546448.3,51.286,71.603,Wrasses,FALSE,93,472,q3,Exquisite Wrasse,Exquisite Wrasse
Pseudojuloides mesostigma,187462,Fis-31121,1054628.3,6754514.9,30.367,15.614,Wrasses,FALSE,7,472,q4,Sidespot Wrasse,Sidespot Wrasse
Leptojulis urostigma,187463,Fis-59763,2908244.2,6410906.3,42.527,45.364,Wrasses,FALSE,7,472,q4,Tailmark Wrasse,Tailmark Wrasse
Halichoeres stigmaticus,187465,Fis-112900,590104.6,1228940.1,51.409,48.017,Wrasses,FALSE,4,472,q4,U-Spot Wrasse,U-Spot Wrasse
