code,Country/EEZ,Index,FIS,FP,MAR,AO,NP,CS,CP,LIV,LE,ECO,TR,ICO,SP,LSP,CW,HAB,BD,SPP
39,Maldives,66,80,80,,98,7,69,63,100,70,41,95,56,28,0,61,91,85,80
40,Sri Lanka,56,35,32,0,99,43,76,29,49,68,87,30,52,37,23,59,97,89,81
41,Mozambique,71,76,75,0,100,56,96,69,100,100,100,25,55,47,38,57,93,87,81
42,Madagascar,63,55,53,1,100,92,65,40,63,81,100,12,53,45,37,61,83,80,78
43,Kenya,67,63,63,0,100,66,81,58,98,99,100,14,56,56,57,56,82,82,81
44,Somalia,54,75,75,,95,36,46,35,93,94,95,5,53,27,0,57,63,69,75
45,Eritrea,58,68,68,,100,63,85,87,0,3,7,5,47,23,0,61,92,84,76
46,Djibouti,70,79,79,,100,,,98,93,97,100,5,67,35,4,61,100,90,80
47,Yemen,63,69,69,,99,89,68,31,100,98,96,14,54,27,0,53,90,84,77
48,Oman,76,84,83,0,91,76,,99,100,100,100,29,54,49,44,62,98,90,82
49,Sudan,58,68,68,,98,30,82,30,48,74,99,12,50,25,0,72,95,86,76
50,Saudi Arabia,58,72,65,19,87,11,81,29,100,100,100,19,50,38,27,62,94,87,81
51,Kuwait,64,39,39,0,88,,87,24,100,100,100,20,41,60,80,64,97,89,82
52,Bahrain,58,75,75,0,93,0,86,39,88,83,77,48,37,19,0,55,90,85,80
53,Pakistan,59,62,62,0,99,100,30,30,69,85,100,17,65,51,37,52,58,68,78
54,United Arab Emirates,78,77,77,0,92,82,93,33,100,100,100,59,59,71,82,79,98,91,85
55,Azores,71,43,43,,97,,,,71,85,100,76,0,44,87,67,95,86,78
56,Cape Verde,81,72,72,,99,,,,100,100,100,100,68,34,0,69,99,90,81
57,Madeira,74,60,60,,97,,,,70,83,95,76,0,48,95,64,95,88,81
58,Canary Islands,68,73,73,,97,,54,54,71,60,49,76,0,48,97,65,76,79,83
59,Belgium,83,64,64,,95,99,100,100,64,82,100,32,51,75,100,89,99,93,87
60,Gibraltar,78,84,84,,97,,,,100,76,51,77,52,76,100,47,100,89,78
61,Tunisia,68,58,54,2,99,55,,,67,84,100,54,64,33,1,75,97,87,78
62,Morocco,78,79,79,0,99,70,,,100,100,100,82,56,40,24,73,90,84,78
63,Western Sahara,76,73,73,,98,,,,94,97,100,37,58,56,54,85,99,87,75
64,Mauritania,75,65,65,,100,100,,,96,94,91,3,61,80,100,71,97,90,83
65,Gambia,71,67,67,0,100,,61,61,100,100,100,56,74,58,43,60,76,77,78
66,Senegal,55,72,72,0,100,5,33,5,100,100,99,20,59,79,100,67,51,66,80
67,Libya,52,61,59,0,93,5,,,36,67,98,9,47,23,0,77,100,87,75
68,Malta,83,78,65,17,97,,90,90,78,89,100,100,49,65,81,63,94,87,80
69,Latvia,82,76,76,,98,91,54,100,81,91,100,36,,100,100,83,87,91,94
70,Estonia,80,75,75,0,98,30,100,100,51,76,100,46,,100,100,81,100,97,95
71,Bulgaria,78,89,89,5,98,83,,,43,72,100,37,53,76,100,74,100,92,85
72,Romania,66,61,61,,98,15,,,80,90,100,20,53,77,100,71,100,94,87
73,Russia,68,31,31,3,98,3,100,94,86,93,100,13,72,83,95,71,100,93,86
74,Georgia,78,95,95,,99,100,,,99,100,100,30,52,47,41,62,100,93,86
75,Ukraine,73,91,91,0,99,56,84,84,60,80,100,17,52,59,66,73,94,89,84
76,Turkey,66,65,56,10,98,69,,,100,100,100,24,48,32,17,59,89,87,85
77,Syria,71,50,50,,94,82,,,100,100,100,68,46,23,0,59,96,91,86
78,Lebanon,71,47,47,,98,100,,,66,83,100,69,45,23,0,60,90,88,87
79,Israel,70,52,35,1,97,45,91,91,100,100,100,30,42,41,41,81,95,92,89
80,Greece,76,64,53,32,97,54,,,62,64,66,96,60,74,88,75,96,91,85
81,Cyprus,58,47,31,14,97,0,,,64,67,69,61,47,45,42,72,97,93,90
82,Albania,62,62,41,4,99,4,,,100,100,100,41,47,62,77,58,100,90,80
84,Algeria,69,77,77,0,99,,,,100,100,100,20,48,25,3,77,89,83,76
85,Ascension,65,45,45,,97,,,,86,87,88,48,,0,0,88,99,91,83
86,Saint Helena,72,67,67,,97,,,,61,43,25,48,69,71,72,87,99,92,85
88,Tristan da Cunha,63,34,34,,97,,,,86,87,88,48,,0,0,88,99,89,79
89,South Georgia and the South Sandwich Islands,77,28,28,,,,,,,,,,77,88,100,100,95,92,89
90,Prince Edward Islands,94,85,85,,,,,,,,,,,100,100,100,99,89,80
91,Crozet Islands,86,86,86,,,,,,,,,,52,76,100,100,,83,83
92,Amsterdam Island and Saint Paul Island,70,13,13,,,,,,,,,,52,76,100,100,100,91,81
93,Kerguelen Islands,87,79,79,,,,,,,,,,52,76,100,100,100,93,85
94,Heard and McDonald Islands,93,78,78,,,,,,,,,,,100,100,100,100,94,87
95,Falkland Islands,63,40,40,0,97,,,,61,39,18,48,76,38,0,89,99,91,83
96,Sierra Leone,50,76,76,,100,,23,6,54,77,99,8,54,32,10,62,51,65,79
97,Liberia,54,53,53,,100,,23,23,100,100,100,27,51,25,0,66,58,69,80
98,Togo,72,82,82,,100,,99,99,100,100,100,6,59,29,0,46,100,88,77
99,Benin,67,59,59,,100,,100,100,34,67,100,8,61,30,0,45,100,90,80
100,R_publique du Congo,60,72,72,,99,,28,,57,77,97,5,61,73,85,59,55,67,80
101,Namibia,62,35,35,16,99,22,,,100,76,52,24,58,79,100,70,97,89,80
102,South Africa,67,49,49,1,99,51,81,23,100,100,100,43,60,78,95,66,90,85,80
103,Sao Tome and Principe,68,54,54,,100,,,,100,100,100,47,52,26,0,57,100,90,80
104,Equatorial Guinea,61,50,50,,91,,85,84,7,13,19,13,56,68,79,63,93,84,76
105,Bouvet Island,54,30,30,,,,,,,,,,,0,0,100,,88,88
106,Ghana,65,79,79,,99,100,69,18,89,95,100,11,59,36,12,61,76,78,80
107,Clipperton Island,66,77,77,,99,,,,,,,,,0,0,63,100,90,79
108,Bermuda,69,18,18,,94,,,55,65,60,55,100,67,82,97,60,83,81,79
110,Bahamas,68,81,81,0,98,21,68,36,70,83,96,100,58,31,3,78,77,83,88
111,Turks and Caicos Islands,70,53,53,0,98,12,80,35,94,95,95,100,61,69,76,74,87,87,88
112,Cuba,59,20,17,2,99,11,100,31,97,92,88,22,54,70,86,69,80,83,87
113,Cayman Islands,71,8,8,,98,,92,56,100,100,100,51,60,70,80,78,87,88,90
114,Haiti,50,1,1,,100,69,61,21,100,97,94,5,52,27,3,48,66,74,82
115,Dominican Republic,65,19,17,0,99,75,58,55,66,82,99,39,56,78,100,62,81,83,85
116,Puerto Rico and Virgin Islands of the United States,64,27,27,0,97,,100,37,54,73,92,23,57,62,66,68,95,90,85
117,British Virgin Islands,67,10,10,,98,,74,48,68,75,82,100,59,39,19,76,82,84,86
118,Anguilla,64,3,3,,98,,74,39,38,62,86,100,76,38,0,76,82,84,86
119,Saint Kitts and Nevis,59,12,12,0,98,,100,45,35,59,82,31,57,29,0,67,95,93,90
120,Antigua and Barbuda,69,20,20,,98,,100,28,100,94,88,62,62,59,55,71,87,86,84
121,Montserrat,70,1,1,,98,,74,73,96,91,86,100,59,30,0,72,93,93,93
122,Saint Lucia,54,11,11,,99,0,27,68,48,60,73,100,61,32,3,61,70,81,91
123,Dominica,51,11,11,,99,,27,7,77,84,91,55,68,36,5,69,60,73,86
124,Barbados,54,36,36,,98,0,27,28,72,73,74,100,58,31,4,61,82,83,84
125,Grenada,54,31,31,,98,,38,38,100,85,71,27,56,28,0,72,57,72,88
126,Trinidad and Tobago,77,25,25,,97,95,86,80,88,85,81,99,54,47,41,66,90,87,84
127,Saint Vincent and the Grenadines,49,5,5,,99,0,,73,32,27,22,46,63,32,0,65,92,91,90
129,Panama,61,94,92,6,98,33,25,30,100,100,100,53,56,56,55,48,63,75,87
130,Costa Rica,62,58,50,6,98,20,48,64,51,76,100,50,57,63,69,70,85,84,83
131,Nicaragua,50,54,35,15,99,18,6,9,59,79,100,38,53,75,96,71,60,73,85
132,Colombia,60,28,22,4,99,58,50,61,59,80,100,20,54,66,78,69,60,71,83
133,Honduras,56,36,14,8,99,9,61,40,88,94,100,43,55,64,72,52,80,82,85
134,El Salvador,58,49,47,0,99,47,44,44,42,71,100,23,53,77,100,55,71,77,84
135,Mexico,71,50,47,19,98,94,64,35,45,73,100,70,54,77,100,68,82,82,82
136,Guatemala,71,86,65,33,99,21,89,89,100,100,100,24,59,78,98,58,96,88,80
137,Ecuador,72,45,73,100,99,99,53,57,100,100,100,14,56,78,100,66,77,78,78
138,Peru,62,74,73,27,99,100,39,39,80,63,45,20,60,66,71,53,65,71,77
139,Venezuela,55,44,39,3,98,0,68,39,71,83,96,21,51,67,83,53,77,78,80
140,Guadeloupe and Martinique,55,4,4,0,98,0,100,33,98,65,32,11,58,75,92,69,96,91,85
141,Faeroe Islands,67,66,74,100,97,16,,,86,88,91,48,65,32,0,87,95,89,84
143,Iceland,74,59,59,63,96,98,,54,85,64,43,62,63,60,58,91,73,79,85
144,Jan Mayen,71,64,64,,96,,,,86,88,90,49,93,47,0,85,52,71,89
145,Greenland,85,68,68,,97,,,97,100,100,100,48,73,86,100,89,94,93,91
146,Pitcairn,72,53,53,,100,,,100,89,81,73,33,69,34,0,85,100,92,83
147,French Polynesia,75,60,60,50,99,99,92,90,100,73,46,33,64,32,0,77,98,90,83
148,Line Group,72,,,,99,,,100,78,72,66,70,,0,0,74,96,86,76
149,Jarvis Island,83,53,53,,100,,,,,,,,,100,100,74,93,87,81
150,Palmyra Atoll,78,52,52,,100,,,78,,,,,56,78,100,74,94,88,81
151,American Samoa,66,56,56,,100,,94,29,99,85,71,30,60,56,52,57,98,88,79
152,Samoa,60,51,51,0,100,,89,33,3,42,80,32,62,32,1,76,96,89,82
153,Cook Islands,58,47,47,0,100,35,51,85,34,45,56,31,62,32,2,74,80,78,77
154,Niue,63,58,58,,100,,51,80,80,56,32,32,61,31,0,82,80,78,76
155,Tonga,58,67,67,0,99,0,67,29,100,100,100,30,63,35,7,70,87,83,79
156,Tokelau,68,58,58,,100,,56,94,89,80,72,34,57,28,0,81,78,81,85
157,Phoenix Group,87,,,,99,,,100,78,72,66,71,,100,100,78,96,88,80
158,Howland Island and Baker Island,93,92,92,,100,,,100,,,,,,100,100,75,97,90,83
159,Johnston Atoll,78,53,53,,100,,,78,,,,,55,78,100,74,94,89,84
161,Wallis and Futuna,77,96,96,,99,,,100,89,81,72,32,76,38,0,75,100,92,84
162,New Zealand,81,49,61,100,98,100,82,66,100,100,100,71,62,70,78,79,85,85,84
163,United States,72,53,51,11,95,60,67,80,55,78,100,52,63,81,100,79,74,80,85
164,Belize,66,34,45,50,99,50,40,10,100,100,100,99,51,74,98,69,61,75,89
166,Jamaica,58,3,3,0,99,15,68,27,69,78,87,76,56,78,100,56,71,77,84
167,Guyana,57,3,3,1,99,,71,71,40,69,98,31,52,26,1,63,87,82,78
168,Suriname,70,7,7,0,98,,100,100,96,85,74,9,53,76,100,67,100,89,78
169,French Guiana,70,16,16,,98,,100,100,62,47,32,26,60,79,98,72,100,91,82
171,Brazil,69,65,55,4,98,14,94,86,60,80,100,31,55,78,100,64,93,87,82
172,Argentina,69,43,43,0,99,82,,,82,91,100,34,62,53,44,65,97,86,75
173,Uruguay,64,59,59,0,98,1,,,100,100,100,36,62,57,52,77,96,85,74
174,Finland,84,70,63,15,96,98,,100,70,85,100,31,,99,99,81,100,98,97
175,Denmark,83,64,64,10,97,99,100,94,71,72,73,38,78,89,100,80,97,93,90
176,Germany,79,64,34,13,95,100,100,96,83,92,100,29,37,69,100,81,95,92,88
177,Netherlands,82,62,54,30,95,93,100,100,55,68,82,60,57,78,100,86,84,85,87
178,Poland,74,76,76,,98,100,69,49,65,83,100,22,,100,100,61,70,82,94
179,France,76,67,69,73,96,78,81,39,64,82,100,66,59,79,100,87,87,85,84
180,United Kingdom,77,70,64,16,97,93,56,44,84,90,96,84,63,81,100,80,82,83,83
181,Ireland,72,75,74,68,95,79,56,56,59,79,100,30,60,80,100,86,80,82,84
182,Spain,70,56,59,66,96,59,54,54,57,79,100,72,58,79,100,74,75,79,82
183,Portugal,75,57,55,4,97,28,,,87,93,100,90,56,78,100,73,95,88,82
184,Italy,73,65,47,20,96,93,81,36,73,86,100,62,54,77,100,61,93,87,81
185,Monaco,75,73,73,,96,,,,72,85,99,44,43,63,83,81,,86,86
186,Montenegro,54,69,66,6,98,0,,,61,79,98,22,55,28,0,55,99,88,77
187,Croatia,76,68,65,16,97,70,,,60,80,100,98,57,57,57,56,99,89,80
188,Slovenia,79,87,72,6,97,100,,,100,100,100,41,61,80,100,54,99,90,82
189,Lithuania,76,79,79,,98,68,,74,55,78,100,21,,100,100,71,92,92,93
190,Qatar,62,80,80,0,81,,90,34,57,70,84,16,48,24,0,72,98,91,85
191,Iran,62,58,57,7,98,100,56,17,100,80,59,14,54,59,64,62,75,77,79
192,Iraq,65,61,61,,96,,82,82,100,86,72,20,59,31,4,39,91,83,75
193,Guinea Bissau,54,57,57,,100,,25,6,96,61,26,26,53,77,100,66,58,67,76
194,Guinea,55,64,64,,100,,33,8,62,80,97,5,53,72,91,63,68,72,75
195,Ivory Coast,52,82,82,,100,20,22,22,71,85,99,12,58,53,48,55,56,67,78
196,Nigeria,61,45,45,0,97,95,97,27,100,76,52,12,63,43,22,48,66,70,73
197,Cameroon,66,53,53,,100,,80,80,55,77,100,10,64,58,51,55,84,79,75
198,Gabon,59,62,62,,98,,48,47,39,59,80,6,66,77,87,68,56,66,75
199,Democratic Republic of the Congo,52,30,30,,100,,20,20,100,98,96,4,48,72,96,54,54,67,80
200,Angola,45,16,16,,99,1,57,18,61,76,91,6,52,45,38,63,71,73,75
202,Tanzania,69,63,62,0,100,72,62,64,100,100,100,15,58,79,100,60,74,77,81
203,India,66,50,45,2,99,99,73,53,39,69,100,49,50,39,28,49,89,86,83
204,Bangladesh,72,2,5,13,100,94,100,100,100,100,100,13,61,59,57,54,100,91,82
205,Myanmar,59,2,2,8,92,100,74,46,100,96,92,10,49,29,10,57,88,82,75
206,Malaysia,73,65,61,32,97,78,65,76,87,80,72,82,50,34,17,75,82,80,79
207,Vietnam,62,3,18,33,99,74,42,66,61,74,86,33,54,77,100,57,79,79,79
208,Singapore,64,79,78,2,84,23,91,27,93,96,100,65,54,29,3,62,88,82,77
209,China,63,38,75,100,75,78,54,46,93,97,100,42,53,35,17,48,77,79,81
210,Japan,70,29,28,25,95,43,96,97,56,78,100,25,59,77,96,71,96,90,84
212,Kiribati,76,70,70,0,100,86,87,82,79,90,100,69,62,31,0,56,93,86,79
213,Antarctica,,,,,,,,,,,,,,,,,,,
214,Egypt,70,50,24,21,99,51,86,54,96,98,100,52,48,71,94,76,98,90,83
215,Jordan,61,5,5,,98,,88,56,76,88,100,53,52,26,0,52,88,83,79
216,Indonesia,67,84,75,16,99,87,50,59,43,71,99,26,55,68,81,61,74,76,79
218,Canada,71,60,65,93,96,59,55,96,80,90,100,25,72,53,34,80,93,91,90
219,Saint Pierre and Miquelon,73,71,71,,95,,,,100,82,64,40,76,48,19,83,100,91,83
220,Sint Maarten,62,6,6,,98,18,100,32,96,90,84,100,58,30,1,56,100,94,89
221,Northern Saint-Martin,83,,,,98,,100,35,96,91,86,100,,84,84,61,96,93,91
222,Sweden,81,72,71,3,94,43,69,100,100,100,100,57,73,86,100,92,94,94,95
223,Norway,83,67,77,100,94,90,,79,85,82,79,66,62,79,96,90,93,91,90
224,Chile,74,75,81,100,98,35,,,100,100,100,32,65,82,100,76,90,86,82
227,Jersey,67,,,,96,,55,55,86,87,89,47,,39,39,73,79,82,84
228,Guernsey,62,,,,96,,55,55,86,87,89,47,,0,0,73,79,81,83
231,East Timor,54,44,44,0,100,,56,17,55,27,0,41,59,64,69,61,73,74,76
232,Bosnia and Herzegovina,65,64,52,2,99,,,,51,75,100,27,51,75,98,50,72,74,77
237,Oecussi Ambeno,58,,,,95,,28,52,63,77,90,41,,36,36,60,71,73,75
244,Curaçao,73,,,,98,,75,100,65,72,79,48,59,41,23,65,92,89,87
245,Bonaire,74,,,0,98,18,80,94,65,72,80,100,59,46,33,71,94,91,89
247,Brunei,64,70,28,4,89,,66,99,82,80,77,26,54,36,17,69,90,86,81
248,Saba,80,,,,98,19,100,100,65,72,79,100,59,71,82,67,100,95,90
249,Sint Eustatius,75,,,,98,18,100,94,65,72,79,100,59,29,0,66,100,95,89
250,Aruba,76,3,3,,98,,86,82,100,100,100,100,62,31,0,90,95,91,88
