code,Country/EEZ,Index,FIS,FP,MAR,AO,NP,CS,CP,LIV,LE,ECO,TR,ICO,SP,LSP,CW,HAB,BD,SPP
19,Tuvalu,3.2,0.5,0.6,-0.1,0.1,,,0,0,35.3,70.6,-0.4,-0.6,-0.5,-0.3,-9.1,0,-0.5,-1.1
20,South Korea,3.4,0,0.9,0.8,0.1,13.1,,,2.2,1.1,0,0,0,0,-0.1,11.4,0,0,0.1
21,North Korea,-1.3,1,1,-0.1,0.4,-9.5,,-0.6,2.4,-2.4,-7.2,0,0,0,0,-0.3,0,0,0
24,Cambodia,0.4,0.1,0.3,0.2,0,11.7,0.1,0.1,-0.6,0.8,2.2,0.1,0,-0.2,-0.3,-9.1,0.1,0.2,0.3
25,Thailand,0.9,-1.8,-5.5,-7.8,-0.1,0.5,0.1,0.1,25.3,12.7,0,0.1,0.2,0.1,0,0.1,0.2,0.3,0.3
26,Andaman and Nicobar,1.5,0,0,,0.2,,-0.2,-0.2,-2.4,6.1,14.6,-0.1,,0.1,0.1,8.7,-0.2,-0.2,-0.3
28,Comoro Islands,-0.6,1.1,1.1,,0,,0.1,0,-3.5,0.5,4.4,0,-0.1,-0.1,0,-6.3,0.1,-0.1,-0.3
29,Mayotte,-1,1,1.3,-0.1,0,,0,-0.1,0,0,0,-0.1,-0.2,-0.2,0,-9.4,0,-0.3,-0.6
30,Glorioso Islands,-1.7,,,,0,,,0,-2,-1,0,-0.9,,0,0,-10,0,-0.3,-0.5
31,Seychelles,-1.8,2.1,2.1,0,0.1,0,0,-0.2,0,3,6,0,-0.3,-0.6,-0.9,-22.8,0,-0.3,-0.5
32,R_union,-1.4,2,2.8,0,0,,,-0.1,-1.3,4.5,10.3,-0.1,-0.2,-3.9,-7.5,-14.5,0,-0.3,-0.6
33,Juan de Nova Island,-1.8,,,,0,,,-0.1,-2,-1,0,-0.9,,0,0,-10.2,0,-0.3,-0.6
34,Bassas da India,-4.1,,,,0,,,-0.3,,,,,,0,0,-19.6,0,-0.4,-0.7
35,Ile Europa,-3.3,,,,0,,0,0,,,,,,0,0,-19.6,0,-0.3,-0.7
36,Ile Tromelin,-3,1.9,1.9,,0,,,-0.4,,,,,,0,0,-19.5,0,-0.3,-0.7
37,Mauritius,4.9,1.2,1.4,0.1,0,56.8,0,-0.1,2.6,3,3.3,0,-0.1,-0.2,-0.3,-12,0,-0.2,-0.4
38,British Indian Ocean Territory,0.6,2.1,2.1,,0,,,0,6,4.1,2.3,-0.2,0,0,0,-1.3,0,-0.2,-0.4
39,Maldives,-0.6,1.7,1.7,,0.1,-1,-0.3,-0.3,0,2.4,4.7,-0.4,-0.3,-0.2,0,-7.5,-0.3,-0.5,-0.6
40,Sri Lanka,-0.2,0.1,0.5,0,-0.1,-7,0.1,0,0,13,25.8,0.1,0,-0.1,-0.1,-8.7,0,-0.1,-0.3
41,Mozambique,-1.9,-0.1,-0.2,0,0,-10.1,-0.3,-0.4,0,0,0,-0.1,-0.3,-0.3,-0.3,-6.5,-0.3,-0.4,-0.5
42,Madagascar,-1.9,0.2,0.3,0,0,1.2,0,0,-17.2,-8.7,0,0,-0.1,-0.1,-0.1,-11.6,0,-0.2,-0.3
43,Kenya,-2.3,0,0,0,0.1,-6.6,-0.1,-0.2,-0.3,-0.1,0,0,-0.3,-0.6,-0.9,-14.5,-0.2,-0.4,-0.6
44,Somalia,-7.2,0.2,0.2,,0.2,-64.3,0.1,-0.1,-2,2.1,6.3,0,-0.1,0,0,-10.8,0,-0.1,-0.2
45,Eritrea,-5.6,-1,-1,,0,-37.1,0,-0.1,0,0,0,-0.1,-0.1,-0.1,0,-16.9,0,-0.1,-0.3
46,Djibouti,-1.7,-0.2,-0.2,,0,,,-0.2,-2,-1,0,-0.1,-0.3,-0.2,-0.1,-12.1,0,-0.2,-0.5
47,Yemen,3.7,-0.2,-0.2,,-0.3,35.2,-0.5,-0.2,0,6.5,12.9,0,-0.3,-0.2,0,-3.2,-0.4,-0.5,-0.6
48,Oman,-2.6,-0.4,-0.4,0,1.4,-12.9,,0,0,0,0,-0.4,-0.3,-0.4,-0.3,-9.8,0,-0.3,-0.7
49,Sudan,-0.5,0.1,0.1,,0.2,-14.9,0,0,3,1.5,-0.1,0,0,0,0,7.6,0.1,0.1,0
50,Saudi Arabia,-3.2,-0.5,-0.9,-0.6,-0.3,-14.5,-0.6,-0.3,0,0,0,-0.4,-0.5,-0.5,-0.4,-14.2,-0.7,-0.8,-0.8
51,Kuwait,-1.2,-0.1,0,0,0.3,,-0.2,-0.1,0,0,0,-0.1,-0.1,-0.1,0,-10.8,0,-0.1,-0.4
52,Bahrain,-0.5,-0.3,-0.3,0,0.1,0,-0.3,-0.2,11.5,9.3,7.1,-0.3,-0.3,-0.1,0,-12.5,-0.4,-0.5,-0.6
53,Pakistan,-0.6,-1.1,-1,0,0,0,-0.1,-0.1,-7.9,-3.7,0.6,0,-0.2,-0.2,-0.2,-1.1,-0.1,-0.3,-0.5
54,United Arab Emirates,0.2,0.3,0.1,0,1,,0,0.1,0,0,0,0,0.3,-3.1,-6.4,-0.1,0,0.1,0.3
55,Azores,-1.8,-0.1,-0.1,,0.3,,,,0.8,0.4,0,-0.1,0,0,0,-12.8,0,-0.2,-0.4
56,Cape Verde,1.4,-2.9,-2.9,,0,,,,0,1.6,3.3,0,0.3,0.1,0,11,0,0,0
57,Madeira,-1.9,-1.1,-1.1,,0.3,,,,0.5,0.2,-0.1,0,0,0,0,-12.1,0,-0.3,-0.6
58,Canary Islands,-1.5,-2.1,-2.1,,0.3,,0,0,0.6,0.1,-0.5,0.2,0,0,0,-12.2,0.1,-0.1,-0.4
59,Belgium,1.1,2.4,2.4,,0.4,-0.2,0,0,25.9,12.9,0,-0.3,-0.1,0,0,-4.2,0,0,0
60,Gibraltar,-1.4,0,0,,0.2,,,,0,-0.1,-0.1,-0.1,-0.1,-0.1,0,-9.5,0,-0.1,-0.2
61,Tunisia,-0.7,1.3,0.4,0.3,0.1,-5.4,,,-0.4,-0.1,0,0,0,0,0,-1.1,0,0.1,0.1
62,Morocco,-0.6,-1.3,-1.3,0,0,-1,,,0,0,0,-0.1,-0.1,0,-0.1,-1.9,-0.1,-0.3,-0.5
63,Western Sahara,-0.8,-2.2,-2.2,,-0.3,,,,-1.7,-0.5,0.6,-0.1,-0.2,-0.1,-0.1,-1.5,0,-0.3,-0.6
64,Mauritania,1.8,-2,-2,,0,0,,,-1.4,-0.4,0.7,0,0.2,0.2,0,16.6,0,0,-0.1
65,Gambia,0.8,-2,-2,0,0,,0,0,0,0,0,0,0.2,-0.6,-1.6,9.3,0.1,0,-0.1
66,Senegal,-6.7,-2.8,-2.8,0.1,0,-82.9,0.1,0,0,7.1,14.2,0,0.3,0.2,0,11.7,0.1,0.1,0
67,Libya,0,-1.5,-1.5,0,-4.3,4.8,,,-0.5,3.9,8.4,-0.1,-0.6,-0.3,0,-1.9,0,-0.4,-0.8
68,Malta,-1.9,-0.3,-1.1,-1,0.2,,-0.3,-0.4,-1.7,0.5,2.7,0,-0.3,-2.4,-4.7,-13.7,-0.3,-0.4,-0.4
69,Latvia,3.5,2.1,2.1,,0,18.5,-0.1,0,23.8,11.9,0,0,,0,0,2.3,-0.1,-0.1,-0.1
70,Estonia,-3.6,1.2,1.2,0,0.1,-52.8,0,0,1.8,11.7,21.7,0.1,,0,0,3.6,0,0,0
71,Bulgaria,8.9,1.1,32.5,-0.3,0.1,43.6,,,0,-0.1,0,-0.1,-0.2,-0.1,0,-5,0,-0.1,-0.1
72,Romania,0,1.1,1.1,,0,8.5,,,-3.2,-1.6,0,0,-0.2,-0.1,0,-7.6,0,-0.1,-0.2
73,Russia,-1.1,0,0,0.5,0,0.6,0,-0.9,10.9,5.4,0,-0.2,-0.2,-0.2,0,-15.9,0,0.4,0.7
74,Georgia,1.6,1.5,1.5,,0,0,,,-0.1,17.7,35.5,0.1,0.1,0,0,-6.8,0,0.2,0.2
75,Ukraine,-4.6,1.1,2.6,0,0,-43.9,-0.3,-0.4,0,0,0,0,-0.3,-0.3,-0.4,-3.2,-0.2,-0.2,-0.2
76,Turkey,-4.2,-0.9,-1.4,0,0.1,-10.1,,,0,0,0,-0.2,-0.3,-0.3,-0.2,-22,0.1,-0.1,-0.3
77,Syria,-1.7,-1.4,-1.4,,-0.3,-3.6,,,0,0,0,-0.6,-0.5,-0.2,0,-6.5,-0.8,-0.8,-0.8
78,Lebanon,3.2,-1.1,-1.1,,0,,,,-1.5,-0.5,0.5,0,-0.1,0,0,-4.6,-0.1,-0.2,-0.3
79,Israel,-0.8,0.2,-1.9,0,0.1,-9.2,0,0,0,0,0,0.1,0.1,-0.8,-1.7,3.2,0,0.1,0.3
80,Greece,-1.7,-1.3,-0.7,0.2,0.4,-8.1,,,-2.5,-3.9,-5.3,0,-0.2,-0.1,0,-0.4,0,-0.2,-0.3
81,Cyprus,0.3,0,16.8,1.1,0.2,0,,,-4.6,-2.2,0.2,-0.3,-0.1,-5.3,-10.4,-6.9,0,-0.1,-0.2
82,Albania,-3,-1.2,-1.7,0,0,-11.8,,,0,0,0,0,-0.1,-0.3,-0.4,-10.2,0,-0.1,-0.2
84,Algeria,1.6,-0.1,0,0,0,,,,0,0.2,0.4,-0.1,-0.1,-0.1,0,11.4,0,-0.1,-0.2
85,Ascension,0.6,-0.1,-0.1,,0.1,,,,-3.7,0.6,4.9,0.1,,0,0,3.7,0,-0.2,-0.4
86,Saint Helena,-0.9,3.3,3.3,,0.1,,,,-23.1,-13.1,-3.2,0.1,0,0,0,3.7,0,-0.2,-0.5
88,Tristan da Cunha,0.4,-1.2,-1.2,,0.1,,,,-3.7,0.6,4.9,0,,0,0,3.7,0,0,-0.1
89,South Georgia and the South Sandwich Islands,11.8,-1.8,-1.8,,,,,,,,,,0.6,47.6,94.7,0,2,1.5,1
90,Prince Edward Islands,0,0,0,,,,,,,,,,,0,0,0,0,0,0.1
91,Crozet Islands,-0.3,-1.2,-1.2,,,,,,,,,,-0.1,0,0,0,,-0.1,-0.1
92,Amsterdam Island and Saint Paul Island,-0.3,-1.1,-1.1,,,,,,,,,,-0.1,-0.1,0,0,0,-0.1,-0.2
93,Kerguelen Islands,-1.6,-6.4,-6.4,,,,,,,,,,-0.1,0,0,0,0,-0.1,-0.2
94,Heard and McDonald Islands,0.4,1.2,1.2,,,,,,,,,,,0,0,0,0,0,0.1
95,Falkland Islands,-0.1,-4.1,-4.1,0,0.1,,,,-1,-0.7,-0.5,0.1,0,-0.1,0,3.7,0,0,0
96,Sierra Leone,1.1,-2.3,-2.3,,0,,-0.6,-0.1,-0.3,-0.3,-0.4,0,-0.6,4.9,10.3,9.5,-0.2,-0.6,-1
97,Liberia,0.8,-3,-3,,0,,0,0,0,0,0,0,0.1,0.1,0,10.2,-0.1,-0.1,-0.2
98,Togo,0.6,-1,-1,,0,,-0.1,-0.2,0,0.4,0.7,0,0.1,0.1,0,6.6,0,0,-0.2
99,Benin,0.4,-3,-3,,0,,0,0,1.3,0.6,0,0.1,0.1,0,0,5.9,0,-0.1,-0.2
100,R_publique du Congo,1,-3,-3,,0,,0,,0.6,12.7,24.7,0,-0.1,0,0,-1.5,0,-0.4,-0.6
101,Namibia,0.8,0,0.1,-2.3,0,-9.3,,,0,11.1,22.2,0.1,0.1,0,0,4.6,0,-0.1,-0.2
102,South Africa,3.7,0,0.1,0,0,12.2,0,0,0,12.8,25.6,0,0.1,0.2,0.3,11.8,0,-0.1,0
103,Sao Tome and Principe,-0.3,-3,-3,,0,,,,0,0,0,0.1,0,0,0,0.6,0,-0.1,-0.2
104,Equatorial Guinea,-0.4,-4,-4,,0.6,,0,0,0.1,0,-0.1,0,0,0,0,0.4,0,-0.1,-0.4
105,Bouvet Island,-0.8,-3.4,-3.4,,,,,,,,,,,0,0,0,,0.1,0.1
106,Ghana,3.8,-1,-1,,0,24.9,-0.2,0,0,3.9,7.8,0,0.2,0.1,0.1,10.9,0,-0.1,-0.1
107,Clipperton Island,-1.1,1,1,,0.1,,,,,,,,,0,0,-6,0,-0.3,-0.5
108,Bermuda,-1.6,0,0,,0.6,,,0,0,-7.9,-15.9,0,0,-0.1,0,-5.3,-0.1,-0.2,-0.5
110,Bahamas,-1.5,2.1,2.1,0,0.1,-25.7,0,0,13.2,7.8,2.4,0,-0.1,0,0,1,0,-0.1,-0.3
111,Turks and Caicos Islands,1.1,-2.2,-2.2,0,0.2,9.7,-0.2,-0.1,1.3,1.9,2.3,0,0,0,0,2.1,-0.2,-0.2,-0.5
112,Cuba,0.8,0,0,0,0.2,1.1,0,0,-0.1,4.4,8.9,0,0,0,0.1,2.1,-0.1,0,0
113,Cayman Islands,0.8,0,0,,0.2,,0.2,0,0,0,0,0.3,0.1,0.3,0.4,6.6,0.1,0,0
114,Haiti,0.2,0,0,,0,-3.3,-0.3,-0.2,0,4.2,8.5,0,-0.1,0,0,1.3,-0.1,-0.2,-0.2
115,Dominican Republic,-0.1,-1.1,-0.7,0,0,-11.9,-0.1,-0.2,0.3,4.2,8.1,0,0,0.1,0,7.3,-0.1,-0.1,-0.1
116,Puerto Rico and Virgin Islands of the United States,2,-1,-1,0,0.2,,0,0,1.2,3,4.8,0.1,0.2,0.4,0.6,14.9,0,0,0.1
117,British Virgin Islands,-0.3,0,0,,0.2,,-0.2,-0.2,-0.4,4,8.3,0,-0.1,-0.2,0,-5.8,-0.2,-0.4,-0.7
118,Anguilla,-0.1,-1.1,-1.1,,0.2,,-0.1,-0.2,0,-2.5,-5.1,0,0,0,0,2.9,-0.1,-0.2,-0.4
119,Saint Kitts and Nevis,0.2,0,0,0,0.1,,0,-0.3,0,5.3,10.8,0,-0.1,0,0,-3.7,0,-0.1,-0.1
120,Antigua and Barbuda,-0.8,-1.1,-1.1,,0.1,,0,-0.1,0,-4.4,-8.8,0,0,0,0.1,-1.6,-0.2,-0.3,-0.4
121,Montserrat,0.3,0,0,,0.2,,-0.4,-0.5,-0.4,2,4.3,0,-0.1,-0.1,0,2,-0.3,-0.3,-0.4
122,Saint Lucia,0.6,0.1,0.1,,0.1,0,0,-0.2,-0.7,4.4,9.4,0,0,0,0,1.9,0,0,0
123,Dominica,0.2,0,0,,0,,-0.1,-0.1,-3.5,6,15.5,0,-0.1,-0.1,0,-4.1,-0.1,-0.2,-0.3
124,Barbados,-1,-2,-2,,0.1,0,0,0,0.1,-1.6,-3.5,0,0.1,0,0,-6.1,0.1,0,-0.2
125,Grenada,-1.5,-1.1,-1.1,,0.1,,-0.1,-0.3,0,-0.2,-0.5,-0.3,-0.2,0,0,-11.4,-0.1,-0.2,-0.3
126,Trinidad and Tobago,1.1,0.1,0.1,,0.1,6.6,0,-0.2,0,7,14.1,0.1,0,0,-0.1,-3.2,-0.1,0,-0.1
127,Saint Vincent and the Grenadines,-0.7,-1,-1,,0,0,,-0.3,-0.3,3,6.4,0,-0.1,-0.1,0,-7.8,0,-0.1,-0.2
129,Panama,-1.2,1,1.4,0,0,0.7,0,0,0,0.2,0.4,0,0,-0.2,-0.2,-14.6,0.1,-0.1,-0.2
130,Costa Rica,-4.1,2,2.7,-0.3,0,-48.3,-0.1,-0.2,6.6,5.5,4.5,-0.1,-0.2,-0.2,-0.2,-0.6,-0.2,-0.4,-0.6
131,Nicaragua,1.1,0.1,-2.1,-0.8,0,7,0,0,-5.9,-2.9,0,0.1,0.2,0.5,0.8,8.4,0,0.1,0.1
132,Colombia,1,1.1,3.2,-1,0,-0.3,0.2,0.1,0.4,1.8,3.4,0.1,0.2,0.6,0.9,3.8,0.2,0.2,0.2
133,Honduras,-0.4,0.1,1.2,-0.3,0,9.3,0.1,0,2.9,1.5,0,0,-0.2,-0.5,-0.9,-15.7,0.1,-0.1,-0.3
134,El Salvador,0.1,1.1,1.4,0,0.1,-11.3,0,0,6.7,3.4,0,0,-0.1,0,0,7,0,-0.2,-0.3
135,Mexico,1.1,0,0,-1.5,0.1,-0.9,0,0,4.6,2.3,0,0,0.1,0.1,0,9.4,0,0,0
136,Guatemala,0.9,8.9,12.2,1.9,0,-0.8,0,0,0,0,0,0,-0.1,0,0,-2.9,-0.1,-0.1,-0.4
137,Ecuador,2.5,2.1,4.2,1.4,0,0,0.1,0.1,0.6,15.6,30.5,0.1,0.1,0.1,0,4.5,0,0,-0.1
138,Peru,1.8,3.3,3.7,5.7,0,0,0.1,0.2,4.5,9,13.5,0.1,0.1,0.2,0.3,5.2,0.1,0.1,0
139,Venezuela,1.6,1.1,-1.4,0.2,0.2,0,0,-0.1,30,18.9,7.7,0,0,0.1,0.1,-1.5,-0.1,-0.1,-0.1
140,Guadeloupe and Martinique,0.3,0.1,0,0,0.2,0,0,-0.1,0,1,2,0,0,0.1,0.2,2.1,0,-0.1,-0.1
141,Faeroe Islands,2.6,0.7,2.7,0,0.1,13.9,,,-3.7,0.9,5.6,0.2,-0.6,-0.3,0,3.9,0,-0.4,-0.8
143,Iceland,1.2,2.5,2.5,2.5,0.3,1.5,,0.7,0,1.9,3.8,0.3,0.2,-0.1,-0.2,1.6,3.7,2,0.3
144,Jan Mayen,1.3,2.4,2.4,,0.2,,,,-3.7,1.4,6.6,0.1,0,0,0,4.8,0.2,0.1,0.1
145,Greenland,0.8,1.2,1.2,,0.1,,,0.4,0,0,0,0.3,0.1,0,0,4,1.1,0.7,0.2
146,Pitcairn,0,1.1,1.1,,0,,,0,0.3,10.3,20.3,-0.4,-0.3,-0.1,0,-10.4,0,-0.4,-0.7
147,French Polynesia,0.3,1,3,4.2,0.1,-0.6,-0.2,-0.3,0,17.3,34.4,-0.5,-0.3,-0.2,0,-14.7,0,-0.4,-0.7
148,Line Group,0.5,,,,0,,,0,0.5,4.3,8.1,0.1,,0,0,-0.5,0.1,0,-0.2
149,Jarvis Island,0.1,1.1,1.1,,0,,,,,,,,,0,0,-0.8,0,-0.1,-0.3
150,Palmyra Atoll,-0.1,0,0,,0,,,0,,,,,0,0,0,-0.8,0,-0.1,-0.2
151,American Samoa,0.3,1.1,1.1,,0,,0,0,0,9.7,19.4,0,-0.2,-0.7,-1.1,-7.6,0,-0.3,-0.6
152,Samoa,-0.8,1.2,1.2,0,0,,0.1,0.1,0.3,6,11.7,-0.4,-0.1,0,0,-13.2,0,-0.2,-0.4
153,Cook Islands,-7.6,-0.6,-0.6,0,0,-63.7,-0.6,-1.2,0.4,6,11.7,-0.8,-0.9,-0.5,0,-13.9,-1,-1.2,-1.5
154,Niue,-2.1,0.4,0.4,,0,,-0.6,-1.1,-0.9,-0.8,-0.8,-0.8,-0.9,-0.5,0,-14.2,-1,-1.3,-1.6
155,Tonga,0.4,1.1,1.1,0,0,-1,0,0,0,12.7,25.5,-0.4,-0.1,0,-0.1,-8.3,0,-0.2,-0.3
156,Tokelau,-0.2,1.2,1.2,,0,,0.1,0.3,0.3,9.5,18.7,-0.3,0,0,0,-12,0.2,-0.1,-0.3
157,Phoenix Group,0.5,,,,0,,,0,0.5,4.3,8.2,0,,0,0,-0.6,0,-0.1,-0.2
158,Howland Island and Baker Island,0,0.5,0.5,,0,,,0,,,,,,0,0,-0.8,0,-0.1,-0.3
159,Johnston Atoll,0,1.1,1.1,,0,,,-0.1,,,,,0,-0.1,0,-0.8,0,-0.3,-0.4
161,Wallis and Futuna,-0.4,0,0,,0.1,,,0,0.3,9.7,19.1,-0.4,-0.3,-0.1,0,-11.7,0,-0.3,-0.6
162,New Zealand,-0.9,-1,-1,0,0.1,2.5,0.2,0.1,0,1.4,2.8,-0.6,0,-3.5,-6.9,-9,0.2,0.1,0
163,United States,8.8,1.2,1.3,-0.3,0.2,6.1,0.1,1.8,-2.6,-1.3,0.1,0.6,0.4,0.2,0,79.3,0,0.5,0.9
164,Belize,-2.5,-0.1,5,6.2,0,-28.2,-0.1,-0.1,0,0,0,-0.2,-0.1,0,0,-0.6,-0.1,-0.1,-0.1
166,Jamaica,0.8,0,0.1,0,0,6.9,0.2,0,-0.7,2.3,5.4,0.3,0.1,0.1,0,-2.2,0.1,0.1,-0.1
167,Guyana,1.5,0,0,-0.2,0,,-0.1,-0.1,-8.6,9.6,28,0,0,-0.1,0,4.2,-0.1,-0.1,-0.3
168,Suriname,0.9,0,0.1,0.1,0,,0,0,-3,7,17.1,0,0,0,0,1.7,0,0,-0.1
169,French Guiana,0.4,-1.1,-1.1,,0.1,,0,0,4.4,2.4,0.3,0.1,-0.1,0,0,2.6,0,-0.1,-0.4
171,Brazil,2,0.9,0.9,0.1,0.1,-2.2,-0.1,-0.2,19.1,10.4,1.8,0,0,0,0,10.6,-0.2,-0.2,-0.4
172,Argentina,-1,-1.6,-1.6,0,0,0.5,,,-0.2,-0.1,0,-0.1,0.2,0,-0.2,-6.8,0,0.2,0.4
173,Uruguay,-0.8,-1.2,-1.2,0,0,1.2,,,0,0,0,0,-0.2,-0.2,-0.1,-6.5,0,-0.1,-0.2
174,Finland,0.2,1.2,-0.1,-0.7,0.3,-2.3,,0,14.4,7.2,0,0.1,,0,0,-3,0,0,0
175,Denmark,1.2,0.5,0.7,-0.7,0.2,0,0,0,4.9,5.4,5.7,0.1,0.2,0.1,0,4.7,1.2,0.9,0.5
176,Germany,-0.5,1.4,1.8,3.3,0.2,0,0,0.1,6,3,0,-0.2,-0.1,0,0,-10,0,0,0.2
177,Netherlands,-0.6,1.6,1.4,0.6,0.4,-3.9,0,0,0.1,1.7,3.2,0,0,0,0,-8.2,4.4,2.4,0.4
178,Poland,1.9,2.5,2.5,,0.1,,0,0.1,2.4,1.2,0,0,,0,0,-12.9,0.1,0,0
179,France,-1.2,1.1,-0.5,-1.6,0.3,-10,-0.2,4,-0.2,-0.1,0,-0.5,-0.2,-0.1,0,-5,0.4,0.1,-0.2
180,United Kingdom,1.7,1.1,-0.2,-0.1,0.2,12,-0.1,8.9,-7.5,-1.2,5.1,-0.5,-0.1,-0.1,0,-5.1,5.9,3,-0.1
181,Ireland,0.2,2.3,1.8,-1.7,0.3,-4,-0.1,-0.1,0.1,2.2,4.1,-0.1,0,0,0,1.8,-0.1,0.1,0.1
182,Spain,-1,1.2,-0.2,0.9,0.3,-7.7,0,0,-0.9,-0.5,0,0.1,0.1,0,0,-3.1,0.1,0.1,0.1
183,Portugal,-2.7,1,2.3,0.2,0.2,-10.5,,,0.9,0.4,0,-0.1,-0.2,-0.1,0,-13.9,0,-0.2,-0.4
184,Italy,-0.2,0,4.3,-0.5,0.3,2.6,0,-0.1,4.1,2,0,-0.1,-0.1,-0.1,0,-10.9,0,-0.1,-0.2
185,Monaco,-0.9,0.8,0.8,,0.3,,,,4.1,2.1,0.1,-0.4,-0.1,0,0,-9.1,,-0.4,-0.4
186,Montenegro,-1.2,1,1.2,-0.1,0.2,0,,,-0.1,-1.3,-2.4,0,0,0,0,-10.1,0,0,-0.1
187,Croatia,-2.7,1.2,1.7,-1.6,0.2,0.9,,,-0.7,-0.4,0,0,-0.2,-0.5,-1,-23.3,0,0,-0.1
188,Slovenia,-1.4,0.6,3.5,-0.4,0.3,0,,,0,0,0,-0.4,-0.2,-0.1,0,-15.1,0,0.1,0.1
189,Lithuania,0.5,2.1,2.1,,0,10.1,,-15.2,12.5,6.2,0,0,,0,0,3,-3.2,-1.7,-0.1
190,Qatar,1.4,-1.3,-1.3,0,2.6,,-0.5,-0.3,0.2,21.2,42.2,-0.2,-0.4,-0.2,0,-8.8,0,-0.2,-0.5
191,Iran,1.3,0.2,0,0.5,0.5,0,0.2,0,0,13.2,26.5,0.1,0.2,0.2,0.2,-1.7,0.2,0.3,0.3
192,Iraq,2.1,0.4,0.4,,0.5,,0.2,0.2,0,18.1,36,0,0.2,0.1,0.1,-0.7,0.3,0.4,0.4
193,Guinea Bissau,1.7,-3.1,-3.1,,0,,0,-0.1,-1.4,8,17.5,0,0.1,0,0,10.3,-0.1,-0.1,-0.1
194,Guinea,1.1,-2.9,-2.9,,0,,0,0,-0.1,0.2,0.4,0,0.2,0.6,0.9,11.5,0.2,0,0
195,Ivory Coast,-0.4,-1.7,-1.7,,0,-20.4,0.1,0,-1.5,7.7,16.9,0.1,0.2,0.4,0.5,9.8,0.2,0.1,0
196,Nigeria,4.3,-2.8,-2.8,0,0.1,,0,0,0,6,11.9,0,0.1,0.1,0.1,1.7,0.1,-0.1,-0.2
197,Cameroon,0,-2,-2,,0,,0,0,1.9,0.9,0,0,0,0,0,0.3,-0.1,-0.1,-0.2
198,Gabon,1,-1.9,-1.9,,0.1,,0.1,0.1,1.2,12.8,24.5,0,0,0.1,0,-1.5,0.1,-0.2,-0.3
199,Democratic Republic of the Congo,0.1,-2,-2,,0,,0,0,0,3,6,0,-0.1,0,0.1,0.8,-0.1,-0.3,-0.6
200,Angola,1,0,0,,0,-2,-0.2,-0.1,1.5,10.1,18.6,0,-0.1,-0.1,-0.1,1.9,-0.1,-0.3,-0.4
