country,region_id,Index,AO,SPP,BD,HAB,CP,CS,CW,ECO,LE,LIV,FIS,FP,MAR,ICO,SP,LSP,NP,TR
Madagascar,42,0.24,0.01,-0.18,-0.87,-1.55,0.02,0.02,-0.29,-0,-0.35,-0.69,-0.05,-0.03,0,-0.59,0.36,1.32,3.54,-0
Bahamas,110,0.24,0,-0.32,0.16,0.64,0.22,0.24,0.07,0.22,0.37,0.51,0.06,0.06,0,-0.94,1.51,3.95,-0,-0.2
Heard and McDonald Islands,94,0.24,NA,0.18,2.81,5.43,NA,NA,-0.01,NA,NA,NA,-1.51,-1.51,NA,0.9,0.45,-0,-0.53,NA
Nauru,10,0.23,2.41,-0.27,-0.11,0.05,-0,NA,-0.29,0.55,0.32,0.09,0.02,0.02,NA,-1.46,-0.73,0,NA,NA
Ecuador,137,0.23,-0.4,-0.31,-0.11,0.1,0.1,0.11,0.38,1.16,0.62,0.09,-0.05,2.19,4.28,-0.5,-0.25,-0,-0.63,NA
Aruba,250,0.23,0.14,-0.33,-0.17,-0,-0,0,0.63,-0,-0,-0,0.05,0.05,NA,-1.02,-0.51,0,2.12,-0
Kenya,43,0.22,0.37,-0.23,0.18,0.6,0.15,0.16,-0.23,-0,-0.01,-0.01,0.35,0.35,0,-0.67,-0.33,-0,1.61,-0
Kuwait,51,0.22,-0.03,-0.34,-1.26,-2.18,-0,-0,0.6,0.06,0.03,-0,0.03,0.03,-0,-0.34,2.61,5.57,NA,-0.04
Chile,224,0.22,2.17,0.07,0.08,0.1,-0,-0,0.18,0.23,0.11,-0,0.56,-0.8,0.73,-0.14,0.24,0.63,0.17,-0
Seychelles,31,0.21,0.16,-0.23,-0.66,-1.09,0,0,1.59,0.23,0.11,-0,-0.06,-0.06,-0,-0.44,1.99,4.42,0.01,-0.99
Bonaire,245,0.21,-0.24,-0.37,-0.16,0.06,0.01,0.05,0.31,0.11,0.05,-0,0.26,0.26,NA,-0.9,2.35,5.59,-0.53,-0
Bosnia and Herzegovina,232,0.2,1.23,-0.52,-0.26,-0,NA,NA,1.27,-0,0,0,-0.09,0.3,0.06,-0.8,0.12,1.04,-0.4,-0.66
Oecussi Ambeno,237,0.2,0.36,-0.12,-0.06,-0,-0,0.03,0.29,0.55,0.24,-0.06,-0.33,-0.33,0,-1.21,1.04,3.29,NA,NA
Monaco,185,0.19,-0.03,-0.73,-0.37,0,0,0,2.65,0.04,0.09,0.15,-0.24,-0.24,0,-0.3,-0.43,-0.57,NA,-0
Jan Mayen,144,0.19,NA,-0.17,0.58,1.33,-0,NA,-0.1,0.24,0.04,-0.15,-0.01,-0.01,NA,0.54,0.81,1.08,-0,NA
Thailand,25,0.18,-0.2,-0.3,-1.24,-2.18,0.24,0.2,0.42,0.05,0.51,0.96,-0.28,-0.24,-0.7,-0.99,2.74,6.48,-0.62,-0.05
Qatar,190,0.18,-0,-0.4,-0.47,-0.53,0,-0,0.45,1.53,0.77,0.01,0.29,0.29,0,-1.04,-0.52,-0,1.32,-0.09
Myanmar,205,0.18,2.15,-0.31,-0.78,-1.24,0.23,0.2,-0.34,0.74,0.37,-0,-0,0.07,-0.06,-0.78,-0.15,0.47,0.05,-0
Romania,72,0.17,1.28,-0.2,-0.72,-1.24,0,0,0.7,-0,-0.06,-0.12,0.13,0.17,0,-0,-0,-0,0.26,0.03
Guatemala,136,0.16,2.61,-0.3,-0.17,-0.04,0,0.03,0.53,-0,-0,-0,-0.4,-0.53,-0.03,-0.91,-0.35,0.21,-0.41,-0.08
Uruguay,173,0.16,-1.85,-0.18,-0.06,0.07,0,-0,0.64,-0,-0,-0,1.66,1.66,0,-0.32,1.26,2.85,-0.06,-0.01
Italy,184,0.16,0.67,-0.59,-0.33,-0.07,0,-0,0.73,-0,0.08,0.16,0.13,-0.16,-0.91,-0.45,0.62,1.68,0.02,-0.05
Bangladesh,204,0.16,2.66,-0.49,-0.35,-0.22,0.03,-0,-0.17,0.01,0.01,-0,-0.03,-0.13,0.35,-0.79,-0.45,-0.12,0.05,0
Dominican Republic,115,0.14,0.05,-0.34,-0.15,0.04,0.03,0.04,0.29,0.33,0.17,-0,-0.16,-0.16,-0.04,-0.74,-0.37,-0,1.62,-0.06
Jersey,227,0.14,0.29,-0.38,-0.3,-0.22,-0,-0,0.06,0.24,0.04,-0.15,-0.7,-0.64,-0,-0.41,1.49,3.39,0.3,NA
Germany,176,0.12,-0.55,-0.25,0.01,0.27,-0,-0,0.87,-0,0.11,0.22,-0.16,1.11,4.68,0.02,0.01,-0,-0.23,-0.13
Bassas da India,34,0.12,NA,-0.16,-0.2,-0.24,-0,NA,-0.1,NA,NA,NA,0.65,0.65,NA,0.48,0.24,0,NA,NA
Somalia,44,0.11,0.03,-0.06,0.68,1.41,0.01,0.03,-0.12,0.34,0.13,-0.08,0.08,0.08,0,-0.78,-0.39,-0,0.51,NA
Djibouti,46,0.11,0.43,-0.2,-0.13,-0.07,-0,-0.06,-0.05,0.01,-0.03,-0.08,1.35,1.35,0,-0.91,-0.46,0,NA,-0.02
Cuba,112,0.11,0.14,-0.33,-0.17,-0,0,0,0.08,0.34,0.17,-0,0.01,-0.29,0.02,-0.81,-0.32,0.18,1.48,0
Ireland,181,0.11,0.15,-0.38,0.03,0.44,-0,-0,0.18,0.31,0.15,0,-1.01,-1.16,-0.01,-0.15,1,2.15,0.67,0.1
Northern Saint-Martin,221,0.11,-1,-0.2,-0.1,0.01,-0,-0,2.46,0.16,0.07,-0.02,0,0,0,-0.96,-0.44,0.08,-0,NA
Ile Europa,35,0.11,NA,-0.15,-0.07,-0,-0,-0,-0.17,NA,NA,NA,0.65,0.65,NA,0.48,0.24,-0,NA,NA
Iran,191,0.1,0.09,-0.35,-0.29,-0.24,-0.01,-0,0.1,1.01,0.51,-0,0.16,0.07,2.53,-0.71,-0.36,-0,0.84,NA
Norway,223,0.1,-0.23,-0.16,0.1,0.36,0.54,-0,0.15,0.19,0.46,0.73,-0.33,-0.5,-0.09,-0.12,-0.14,-0.17,0.61,0
Juan de Nova Island,33,0.1,NA,-0.16,-0.16,-0.16,-0,NA,-0.1,0.03,-0.03,-0.08,0.65,0.65,NA,0.48,0.24,0,NA,NA
France,179,0.09,-0.02,-0.45,0.36,1.18,0.05,-0,0.65,-0,0,0,-0.66,-0.68,-0.68,-0.15,0.81,1.76,-0.23,-0.01
United Arab Emirates,54,0.08,-0.3,-0.39,-0.27,-0.16,0.02,0.01,0.01,0.06,0.03,-0,-0.2,-0.4,0.12,-0.86,0.22,1.31,1.23,0.25
Israel,79,0.08,1.68,-0.63,-0.46,-0.28,-0,-0,0.72,-0,-0,-0,-0.14,0.09,1.16,-0.89,-0.37,0.14,0.04,-0.89
Singapore,208,0.08,-0.81,-0.32,-0.57,-0.82,0.01,0,1.03,0.05,0.07,0.08,-0.27,0.24,0.14,-1.15,-0.58,-0,3.23,-1.81
Suriname,168,0.06,0.87,-0.36,-1.17,-1.97,-0.27,-0.15,0.4,0.66,0.27,-0.12,-0.03,-0.02,0,-1.19,-0.6,-0,1.32,-0.07
Guernsey,228,0.06,0.29,-0.39,-0.22,-0.05,-0,-0,0.37,0.24,0.04,-0.15,-0.7,-0.64,-0,-0.41,0.42,1.24,0.3,NA
Micronesia,9,0.05,-1.41,-0.24,-0.11,0.02,-0,-0.01,2.16,0.1,0.1,0.09,-0.01,-0.01,0,-1.2,-0.6,-0,0.48,-0.06
Greenland,145,0.05,0,-0.07,-0.03,0.01,0.79,0,-0.1,0.01,0.01,-0,-0.26,-0.26,0,0.19,0.08,-0.02,-0,NA
Brazil,171,0.05,-0.14,-0.23,-0.71,-1.18,0.03,0,0.4,0.21,0.47,0.73,0.01,0.03,-0.01,-0.5,0.24,0.98,0.21,-0
Turkey,76,0.04,-0.31,-0.46,-0.25,-0.03,-0,-0,1.35,-0,-0,-0,-0.4,-0.22,-0.15,-1.01,-0.51,0,0.39,-0.02
British Indian Ocean Territory,38,0.03,0.87,-0.2,-0.18,-0.16,-0,0,-0.1,0.21,0.22,0.24,0.02,0.02,0,-1.19,-0.59,-0,NA,NA
Mozambique,41,0.02,0.82,-0.2,-0.76,-1.32,-0.13,-0.13,-0.15,-0,-0,-0,0.08,0.09,-0,-0.55,0.93,2.41,-0.43,-0.01
Faeroe Islands,141,0.02,-0.2,-0.24,0.01,0.26,0,NA,0.37,0.27,0.06,-0.15,-0.17,-0.12,0.52,0.01,0.05,0.08,-0,NA
Bulgaria,71,0.01,0.93,-0.26,-0.8,-1.33,0,0,0.82,-0,-0,0,-0.08,0.24,-0,-0,-0,-0,0.57,-1.66
French Guiana,169,0.01,0.17,-0.34,0.14,0.62,-0,-0,0.07,0.01,0.09,0.17,0.64,0.64,0,-1.11,-0.55,-0,-0.51,0.06
Cambodia,24,-0,0.32,-0.3,-0.09,0.12,0.06,0.07,0.19,0.09,0.04,-0,-0.57,-0.99,0.23,-1.11,0.82,2.76,-0.2,-0.23
Taiwan,14,-0.01,0.74,-0.25,-0.48,-0.7,-0,-0,0.72,0.29,-0.1,-0.49,0.6,-0.81,-0.19,-0.89,-0.48,-0.07,0.3,NA
Morocco,62,-0.01,-0.91,-0.41,-0.59,-0.77,-0,0,0.25,0.01,0.01,-0,-0.11,-0.11,0,-0.58,0.95,2.48,0.31,0
El Salvador,134,-0.01,-0.24,-0.28,-0.13,0.02,0.02,0.02,0.57,-0,0.13,0.26,-0.22,-0.28,0.04,-0.71,0.32,1.36,-0.42,-0.08
Finland,174,-0.01,-1.54,-0.32,-0.32,-0.31,0,-0,0.55,-0,0.26,0.52,-1.99,-1.23,0.01,0.03,2.25,4.47,0.04,-0.07
Andaman and Nicobar,26,-0.02,-0.04,-0.27,-0.1,0.07,0.12,0.13,-0.17,0.55,0.23,-0.08,0.02,0.02,0,-0.97,-0.48,0,0.08,NA
Oman,48,-0.02,-0.43,-0.31,-0.74,-1.16,0.02,0.05,-0.02,-0,-0,-0,-0.25,-0.28,0,-0.91,1.09,3.09,0.08,0.04
Samoa,152,-0.02,1.9,-0.25,-0.13,-0,0,-0,0.34,0.43,0.22,0.01,-0.53,-0.53,0,-1.34,-0.67,-0,-0.43,-0.89
Saint Pierre and Miquelon,219,-0.02,0.72,-0.13,-1.36,-2.59,NA,0,0.39,-0,-0,-0,0.63,0.63,NA,0.03,0.02,0.01,-0.53,NA
Mauritius,37,-0.03,0.05,-0.24,-0.98,-1.73,-0,-0,0.55,0.12,0.11,0.1,-0.06,-0.72,0.03,-0.13,-0.1,-0.07,1.73,-0.88
Grenada,125,-0.03,0.46,-0.31,-0.16,-0.01,0,-0,0.09,-0,-0,-0,0.18,0.18,0,-0.92,0.06,1.04,-1.34,0.43
French Polynesia,147,-0.03,-0.42,-0.25,-0.12,0.01,-0,-0,-0.29,1.24,0.62,-0,-0.26,0.19,-0.02,-1.03,-0.51,0,0.31,-0.04
Denmark,175,-0.03,-0.2,-0.25,-0.08,0.09,-0,-0,0.78,0.19,0.18,0.17,-0.19,-0.01,-0.46,0.02,0.01,-0,-0.79,-0.18
Sierra Leone,96,-0.04,-0.08,-0.29,-0.21,-0.13,-0.1,-0.05,-0.22,0.17,0.14,0.12,-0.17,-0.17,0,-0.71,0.78,2.27,-0.52,-0
Australia,16,-0.05,0.11,-0.17,-0.43,-0.7,0.01,0.01,0.6,-0,0.09,0.17,0.08,-0.61,0,-0.15,-0.07,0.02,-0.2,0
Puerto Rico and Virgin Islands of the United States,116,-0.05,0,-0.32,-0.15,0.02,0,0.01,0.48,0.15,0.09,0.04,-0.01,-0.01,-0,-0.81,-0.41,-0.01,-0.45,-0.03
Sint Maarten,220,-0.05,-0.34,-0.24,-0.12,0,-0,-0,0.83,0.16,0.07,-0.02,0.18,0.18,0,-0.95,-1.06,-1.16,NA,-0
Solomon Islands,7,-0.06,1.33,-0.25,-0.14,-0.03,0,0.01,-0.2,0.03,0.01,-0,-0.18,-0.2,-0,-1.02,-0.51,-0,-0.87,-0
R_union,32,-0.06,0.74,-0.23,-0.69,-1.16,-0,-0,0.39,0.38,0.17,-0.04,0.01,0.13,-0.26,-1.08,-0.48,0.13,-0.1,-0.8
Greece,80,-0.06,0.45,-0.63,-0.63,-0.63,-0,-0,0.33,-0.18,-0.14,-0.09,-0.1,0.37,0.06,-0.47,-0.32,-0.17,-0.65,-0.04
Wake Island,12,-0.06,NA,-0.28,-0.14,-0,-0,NA,0.53,0.35,0.22,0.09,0.09,0.09,NA,-1.42,-0.71,-0,-0.42,NA
Ile Tromelin,36,-0.06,NA,-0.23,-0.12,-0,-0,NA,-0.15,NA,NA,NA,-0.29,-0.29,NA,0.48,0.24,0,NA,NA
Johnston Atoll,159,-0.06,NA,-0.27,-0.11,0.05,-0,NA,0.54,NA,NA,NA,0,0,NA,-1.42,-0.71,-0,NA,NA
Yemen,47,-0.07,0.1,-0.37,-0.17,0.03,-0.12,-0.11,-0.17,0.42,0.21,-0,0.02,0.03,-0,-0.96,-0.48,-0,0.03,-0
Benin,99,-0.07,0.17,-0.36,-0.22,-0.07,-0,0,-0.36,-0,0.02,0.05,0.64,0.64,0,-0.99,-0.49,0,-0.52,0.01
Trinidad and Tobago,126,-0.07,-0.26,-0.29,-0.16,-0.04,0.01,0.01,0.26,0.51,0.03,-0.45,0.02,0.02,0,-0.8,-0.4,-0,0.03,-0.27
Colombia,132,-0.07,-0.54,-0.31,-0.89,-1.47,0.09,0.12,0.41,0.21,0.1,-0,0.45,0.6,-0.05,-0.9,1.39,3.67,-2.03,-0
Peru,138,-0.07,-0.46,-0.24,0.23,0.7,0.01,0.05,0,0.5,0.33,0.16,-0.15,-0.25,0.03,-0.25,-0.61,-0.97,-0.02,-0.02
Guyana,167,-0.07,0.02,-0.35,-1.04,-1.73,0,0.01,0.09,1.06,0.36,-0.33,0.04,0.03,0,-0.99,-0.93,-0.87,0.7,0.08
Curacao,244,-0.07,-0.4,-0.36,-0.18,-0,-0,0,0.64,0.11,0.05,-0,0.2,0.2,NA,-1.02,0.21,1.43,-0.53,-0.7
Christmas Island,2,-0.08,-0.07,-0.21,-0.07,0.07,0,-0,0.62,0.01,0.08,0.14,0.01,0.01,0,-1.71,-0.86,-0,-0.42,NA
Syria,77,-0.08,0.88,-0.71,-1.21,-1.72,-0.02,-0,0.75,-0,-0,-0,-1.06,-1.06,0,-0.47,-0.24,0,0.07,0.01
Namibia,101,-0.08,1.16,-0.13,-0.29,-0.44,-0,-0,-0.04,0.82,0.41,-0,1.03,1.03,-0,-0.22,-0.11,-0,-2.75,-0.21
Brunei,247,-0.08,1.89,-0.26,-0.46,-0.65,-0,-0,1.17,-0.56,-0.28,-0.01,0.45,-0.24,0.19,-1.03,-0.52,0,-0.61,-1.76
Phoenix Islands (Kiribati),157,-0.09,0,-0.34,-0.15,0.06,-0,NA,0.32,0.35,0.22,0.09,-0.06,-0.06,0,-1.32,-0.66,-0,-0.42,NA
Guinea Bissau,193,-0.09,-0.28,-0.25,-0.59,-0.94,-0.01,-0.01,-0.21,0.7,0.32,-0.05,-0.06,-0.06,0,-0.83,-0.41,-0,0.33,-0
Algeria,84,-0.1,-0.06,-0.6,-0.29,0.02,-0,0,0.02,0.01,0.01,-0,-0.24,-0.34,1.09,-0.66,-0.17,0.32,-0.12,NA
Georgia,74,-0.11,0.4,-0.33,-1.05,-1.76,0,0,0.08,1.45,0.72,-0,-0.01,-0.03,0.05,0.24,0.12,-0,-0,-1.31
Panama,129,-0.11,-0.37,-0.33,-0.28,-0.24,-0.03,-0.01,0.04,0.03,0.02,-0,0.16,0.03,0,-0.8,-0.45,-0.09,-0,-0.07
Gabon,198,-0.11,-1.34,-0.23,-0.65,-1.06,-0.05,-0.05,0.01,0.91,0.47,0.03,-0.13,-0.13,0,-0.86,1.13,3.12,-0.48,-0.01
Cocos Islands,1,-0.12,-0.07,-0.23,-0.37,-0.52,-0,-0,0.34,0.01,0.08,0.14,0.08,0.08,0,-1.33,-0.66,0,-0.42,NA
Philippines,15,-0.13,-1.01,-0.25,-0.22,-0.18,0.02,0.04,0.03,0.19,-0.07,-0.33,0.02,-0.15,0.12,-0.87,1.35,3.56,-1.33,-0
Canary Islands,58,-0.13,0.54,-0.38,-0.32,-0.26,-0,-0,0.35,0,0.02,0.03,-0.46,-0.46,0,-0.52,-0.26,-0,-1.03,NA
Line Islands (Kiribati),148,-0.13,-0.01,-0.35,-0.15,0.06,-0,NA,-0.05,0.35,0.22,0.09,-0.01,-0.01,0,-1.32,-0.66,0,-0.42,NA
Mexico,135,-0.14,-0.2,-0.31,-0.69,-1.07,0.06,0.04,0.39,-0,0.08,0.17,-1.73,-1.66,0.05,-0.31,-0.15,-0,0.7,0
Guadeloupe and Martinique,140,-0.14,-0.86,-0.32,-0.12,0.08,-0.01,-0,0.99,0.07,0.04,0.01,-0.07,-0.08,0,-0.91,-0.46,-0,0.07,-0.99
Iceland,143,-0.14,-0.21,-0.25,-0.21,-0.18,-0,0,0.1,0.13,-0.22,-0.58,-0.39,-0.64,0.4,-0.07,0.06,0.18,0.22,-0.47
Palmyra Atoll,150,-0.14,NA,-0.31,-0.13,0.05,-0,NA,0.06,NA,NA,NA,0.08,0.08,NA,-1.42,-0.71,-0,NA,NA
Equatorial Guinea,104,-0.15,-1.12,-0.2,-0.27,-0.34,-0.02,-0.06,0.01,-0.01,-0.01,-0,-0.1,-0.1,0,-0.83,0.55,1.94,-0.3,NA
British Virgin Islands,117,-0.15,0.29,-0.28,-0.23,-0.18,-0.01,-0.09,0.09,0.31,0.15,-0,0.05,0.05,NA,-0.89,-0.45,-0,-0.42,-0.84
Dominica,123,-0.15,-1.31,-0.33,0.2,0.72,0,-0,0.43,0.58,0.23,-0.12,-0,-0,0,-1.16,-0.58,0,-0.67,0.16
United States,163,-0.15,-0.87,-0.16,-0.1,-0.04,0.08,0.01,0.28,0.01,-0.06,-0.12,-0.24,-0.32,0.03,-0.19,-0.05,0.1,-0.43,-0
Guinea,194,-0.15,0.13,-0.29,-0.61,-0.93,-0.02,-0.01,-0.25,0.22,0.19,0.15,-0.06,-0.06,0,-0.73,-0.36,0,-0.52,0
Gilbert Islands (Kiribati),212,-0.15,0.01,-0.25,-0.06,0.13,0,-0,-0.44,-0,0.2,0.41,-0.03,-0,-0.05,-1.1,-0.55,0,-0.63,0.01
Sudan,49,-0.16,-0.31,-0.33,-0.37,-0.4,0.02,0.03,-0.3,0.09,0.12,0.16,0.01,0.01,0,-1.27,-0.64,0,NA,-0
Howland Island and Baker Island,158,-0.16,NA,-0.31,-0.13,0.05,-0,NA,0.05,NA,NA,NA,0.01,0.01,NA,-1.42,-0.71,-0,NA,NA
Tunisia,61,-0.17,-0.4,-0.5,-0.16,0.18,-0,-0,0.71,0.01,0.01,0,-0.28,-0.64,0.32,-0.93,-0.56,-0.2,-0.5,-0.13
New Zealand,162,-0.17,-0.3,0.07,-0.19,-0.45,-0,-0.02,-0.21,0.21,0.11,-0,-0.65,-0.9,0.01,-0.04,0.19,0.43,-0.34,-0.05
Malaysia,206,-0.17,0.32,-0.28,-1.33,-2.38,-0.01,-0.01,0.2,-0.42,-0.46,-0.49,0.06,0.12,-0.16,-0.77,1.38,3.54,-1.85,-0.08
Crozet Islands,91,-0.17,NA,0.08,0.04,-0,-0,NA,0.11,NA,NA,NA,-1.25,-1.25,NA,0.48,0.24,-0,NA,NA
Tuvalu,19,-0.18,-1.28,-0.32,-0.15,0.03,-0,-0,-0.34,2.76,1.38,-0,-0.08,-0.09,0,-1.33,-0.66,-0,-0.42,-0.2
Sweden,222,-0.18,-0.53,-0.33,-0.29,-0.25,-0,-0,0.59,-0,-0,-0,-2.3,-2.21,-0.98,0.02,0.73,1.44,-0,-0.1
