"scenario","dimension","country","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
2015,"score","Pitcairn",78.18,70.12,85.92,92.96,100,100,,87.23,73.11,81.19,89.27,53.15,53.15,,71.45,63.65,55.85,,77.16
2015,"score","French Polynesia",78.07,62.86,88.21,92.9,97.59,99.57,91.85,89.91,46.29,73.14,100,60.18,59.57,54.99,60.51,30.25,0,98.64,81.98
2015,"score","American Samoa",78.06,83.38,84.02,90.92,97.82,95.03,93.94,59.18,71.91,85.56,99.2,56.28,56.28,,53.71,66.14,78.57,,72.09
2015,"score","Bahamas",77.78,71.79,90.58,88.06,85.55,55.11,99.71,65.35,96.38,82.81,69.24,81.29,81.29,0,64.1,33.69,3.29,99.97,100
2015,"score","Malta",77.7,69.1,90.54,92.02,93.51,89.3,89.43,50.79,100,88.45,76.9,78.93,50.89,28.94,41.01,69.35,97.69,,100
2015,"score","United Arab Emirates",77.52,64.63,88.49,93.24,98,93.41,92.11,68.37,100,100,100,77.96,77.3,0.82,51.13,71.15,91.17,53.34,61.61
2015,"score","South Georgia and the South Sandwich Islands",77.44,,90.93,94.13,97.33,,,98.89,,,,28.5,28.5,,76.52,88.26,100,,
2015,"score","Antigua and Barbuda",77.02,68.04,87.51,88.47,89.43,80.86,99.94,63.96,88.15,94.08,100,20.49,20.49,,67.61,77.38,87.14,,100
2015,"score","Marshall Islands",77.01,52.36,80.71,88.85,96.99,97.04,87.24,69.97,41.64,59.47,77.29,96,96,,58.26,46.43,34.61,88.91,83.87
2015,"score","Mayotte",76.83,48.36,87.5,91.94,96.39,92.81,92.78,51.11,100,100,100,87.79,86.75,1.04,45.98,72.99,100,,54.74
2015,"score","Estonia",76.76,77.52,88.29,93.78,99.27,93.19,100,66.62,100,75.31,50.61,75.43,75.43,0,,100,100,47.58,38.15
2015,"score","Kiribati",76.27,53.17,80.19,86.94,93.7,99.49,87.13,65.71,100,89.58,79.16,70.26,70.25,0.23,56.26,28.13,0,98.69,83.62
2015,"score","Italy",76.16,72.38,90.12,91.66,93.21,85.65,85.04,51.28,100,86.43,72.86,64.94,54.52,22.87,56.23,78.11,100,92.31,64.24
2015,"score","Johnston Atoll",76.15,93.04,83.16,88.37,93.58,78.1,,70.02,,,,53.12,53.12,,48.46,74.23,100,,
2015,"score","Seychelles",76.14,55.55,84.06,90.83,97.6,85.32,100,80.41,68.94,84.47,100,79.15,79.15,0,55.86,61.35,66.85,24.32,100
2015,"score","Christmas Island",76.07,88.23,85.88,91.73,97.59,93.12,92.76,83.01,100,96.35,92.69,30.88,30.88,,49.53,52.77,56,,55.77
2015,"score","Tuvalu",75.98,44.8,81.89,90.95,100,100,,71.82,100,100,100,98.5,98.49,0.35,56.24,31.2,6.17,,70.57
2015,"score","Cocos Islands",75.82,88,87.32,92.45,97.59,97.62,92.76,91.54,100,96.35,92.69,34.12,34.12,,66.01,33,0,,56.52
2015,"score","Maldives",75.56,47.93,82.77,89.76,96.75,98.11,85.82,61.86,40.78,70.39,100,80.2,80.2,,56.31,29.71,3.1,94.04,97.76
2015,"score","Vanuatu",75.55,44.83,84.57,90.11,95.66,93.89,87.71,75.17,100,100,100,91.5,91.42,0.06,55.16,28.2,1.25,44.19,100
2015,"score","Azores",75.25,68.7,79.73,87.29,94.86,,,69.33,100,85.4,70.8,43.11,43.11,,,80.87,80.87,,92.06
2015,"score","Croatia",75.13,53.81,89.27,93.95,98.62,,,64.33,100,79.72,59.44,68.68,62.99,15.98,51.8,75.9,100,70.38,100
2015,"score","Saba",75.02,59.07,91.8,95.9,100,100,100,63.53,79.39,71.84,64.29,,,,67.15,65.64,64.13,19.22,100
2015,"score","Palau",74.76,50.65,83.55,88.46,93.37,90,63.8,82.75,100,82.9,65.81,96.5,96.47,2.07,53.93,76.97,100,24.04,91.53
2015,"score","Crozet Islands",74.63,,90.59,90.59,,,,97.64,,,,85.95,85.95,,48.7,24.35,0,,
2015,"score","Kerguelen Islands",74.6,,91.57,95.78,100,,,98.78,,,,79.43,79.43,,48.77,24.39,0,,
2015,"score","Netherlands",74.4,77.9,92.78,87.9,83.01,100,100,45.34,80.45,66.65,52.85,61.83,55.89,31.63,68.2,84.1,100,49.54,76.7
2015,"score","Denmark",73.78,88.84,92.85,94.25,95.65,100,100,54.81,72.17,71.11,70.06,63.5,62.54,9.54,72.1,86.05,100,47.09,33.12
2015,"score","Qatar",73.64,100,88.9,93.45,98,95.11,89.98,67.86,83.11,69.79,56.47,80.76,80.76,0,48.04,24.02,0,,41.81
2015,"score","Thailand",73.59,69.84,82.38,85.2,88.01,82.97,79.93,54.21,100,85.52,71.05,67.07,69.47,77.51,51.7,60.32,68.93,73.99,74.46
2015,"score","Jan Mayen",73.58,83.82,83.2,68.79,54.37,,,88.79,90.64,88.19,85.75,64.11,64.11,,56.66,78.33,100,,43.02
2015,"score","Greenland",73.34,89.26,88.3,90.58,92.85,94.71,,94.44,100,100,100,67.63,67.63,,62.16,81.08,100,0.03,42.28
2015,"score","Aruba",73.19,59.42,90.57,94.26,97.95,99.99,99.95,62.37,100,100,100,3.28,3.28,0,78.98,39.49,0,,100
2015,"score","Gibraltar",73.05,69.06,86.45,93.23,100,,,20.44,51.35,75.67,100,83.5,83.5,,48.33,74.17,100,,95.29
2015,"score","United Kingdom",73.01,81.23,88.21,88.64,89.08,54.71,55.77,63.63,96.43,90.21,84,70.51,62.55,14.95,65.36,82.68,100,67.26,83.4
2015,"score","Tristan da Cunha",72.99,88.31,84.85,92.08,99.32,,,88.21,89.96,87.85,85.75,33.93,33.93,,56.67,78.33,100,,42.18
2015,"score","Samoa",72.99,71.02,87.32,91.85,96.38,95.46,89.5,84.03,81.85,42.66,3.48,51.06,51.06,0,59.36,30.22,1.08,99.98,74.13
2015,"score","Bonaire",72.98,58.62,89.96,93.96,97.95,99.59,97.16,69.08,79.51,72.01,64.51,,,0,66.74,47.3,27.86,19.07,100
2015,"score","Tokelau",72.71,80.12,89.41,83.95,78.5,95.31,55.55,92.85,74.06,81.66,89.27,58.31,58.31,,58.23,29.11,0,,77.53
2015,"score","Mozambique",72.59,43.13,83.1,88.56,94.03,80.91,98.85,61.29,100,100,100,75.87,75.87,0.01,56.04,74.68,93.31,89.97,12.63
2015,"score","Fiji",72.45,46.5,80.94,83.75,86.56,97.53,67.38,75.8,80.26,66.5,52.74,87.41,87.4,0.01,50.59,61.6,72.6,40.27,97.79
2015,"score","Cape Verde",72.38,46.84,81.35,90.4,99.45,,,65.55,100,100,100,71.52,71.52,,64.63,32.31,0,,100
2015,"score","Gambia",72.17,58.05,81,84.54,88.08,84.78,84.77,52.11,100,100,100,65.71,65.7,0.08,73.45,67.02,60.59,,52.59
2015,"score","Norway",71.92,90.44,86.7,89.64,92.57,56.86,,79.01,78.81,82.06,85.32,67.26,78.7,100,60.18,78.02,95.86,32.68,59.86
2015,"score","Northern Mariana Islands and Guam",71.79,83.42,80.14,88.32,96.5,97.78,93.61,61.25,48.39,63.28,78.18,18.27,14.66,0.41,52.76,54.31,55.86,,89.49
2015,"score","Latvia",71.79,77.83,88.36,84.2,80.04,89.58,54.42,54,100,90.52,81.03,76.82,76.82,,,100,100,60.41,30.11
2015,"score","New Zealand",71.78,87.71,88.35,88.1,87.85,69.38,65.23,81.06,100,100,100,48.91,55.2,100,60.96,65.8,70.65,53.01,52.32
2015,"score","Canary Islands",71.66,68.38,83.45,79.31,75.17,53.79,53.94,67.77,49.2,60.11,71.01,73.09,73.09,,,96.99,96.99,,91.58
2015,"score","Morocco",71.58,60.57,80.54,88.55,96.56,,100,55.35,100,100,100,79.13,79.12,0.12,58.99,61.03,63.08,34.45,65.15
2015,"score","Belgium",71.47,76.73,93.14,95.85,98.55,100,100,33.28,100,81.56,63.12,63.49,63.49,,63.53,81.76,100,53.03,28.96
2015,"score","Finland",71.39,77.26,91.15,94.73,98.31,77.65,,71.7,100,84.57,69.14,70.18,65.37,17.73,,97.03,97.03,47.74,26.46
2015,"score","Nauru",71.25,45.81,80.1,89.6,99.1,96.91,,51.63,73.24,74.93,76.62,96,96,0.14,61.64,30.82,0,,84.26
2015,"score","South Africa",71.23,71.67,83.03,88.92,94.81,99.63,99.82,56.81,100,100,100,49,48.85,1.08,61.27,78.59,95.9,24.47,43.54
2015,"score","Line Group",70.91,55.06,80.88,88.42,95.96,100,,90.58,68.14,74.13,80.11,,,,,0,0,,88.19
2015,"score","Djibouti",70.82,51.96,81.18,89.77,98.36,98.1,91.91,60,100,96.7,93.39,78.73,78.73,,66.28,33.14,0,,37.08
2015,"score","Chile",70.56,77.11,86.47,88.32,90.17,,,93.82,100,100,100,75.13,80.65,100,63.29,78.82,94.35,12.48,33.31
2015,"score","Saint Pierre and Miquelon",70.54,78.32,82.82,91.41,100,,,83.93,64.31,82.13,99.95,70.84,70.84,,66.84,46.9,26.96,,40.22
2015,"score","Canada",70.52,83.46,91.95,92.25,92.55,97.58,54.78,95.71,100,90.27,80.55,59.89,62.7,89.88,66.17,45.69,25.22,48.7,34.1
2015,"score","Greece",70.43,68.34,92.83,94.36,95.88,,,60.75,65.52,63.35,61.18,64.22,50.41,33.63,56.48,64.54,72.61,62.81,98.85
2015,"score","Egypt",70.34,69.05,87.84,92.73,97.61,96.16,84.68,52.71,100,97.83,95.66,49.4,38.03,25.84,48.32,71.35,94.39,62.92,37.9
2015,"score","Tanzania",70.31,66.77,83,81.28,79.57,68.73,85.43,57.2,100,100,100,62.51,62.27,0.21,55.99,77.99,100,68.66,34.75
2015,"score","Mauritius",70.29,52.8,85.06,90.12,95.18,90.31,90.74,63.38,71.21,72.07,72.93,68.89,67.61,0.87,55.36,35.08,14.8,40.79,100
2015,"score","Ecuador",70.16,62.28,83.17,88.17,93.17,81.43,78.09,67.32,100,100,100,45.51,69.65,100,57.6,78.8,100,61.62,14.23
2015,"score","Sint Eustatius",70.09,58.46,91.91,95.95,100,100,100,52.58,79.25,71.68,64.1,,,,66.21,33.1,0,19.03,100
2015,"score","Cayman Islands",69.88,69.29,91.38,89.34,87.3,64.03,94.46,64.42,100,100,100,7.75,7.75,,61.08,47.63,34.17,,91.97
2015,"score","Wake Island",69.85,93.04,81.67,80,78.33,77.11,,65.68,70.7,75.14,79.58,7.19,7.19,,48.38,74.19,100,,86.42
2015,"score","Portugal",69.76,70.29,84.34,89.6,94.86,,,54.6,100,93.38,86.76,56.85,55.32,5.22,57.69,78.85,100,26.82,89.23
2015,"score","United States",69.7,85.66,87.19,81.86,76.54,90.47,63.43,74.3,99.91,77.43,54.94,53.07,51.64,11.42,61.37,69.72,78.07,53.81,48.66
2015,"score","France",69.64,81.02,88.8,86.72,84.64,66.6,67.55,50.55,100,81.52,63.04,67.25,63.74,56.77,60.49,80.24,100,57.81,60.68
2015,"score","Ascension",69.46,88.29,85.1,92.21,99.32,,,86.94,89.97,87.86,85.75,45.29,45.29,,56.45,43.56,30.67,,42.05
2015,"score","Turks and Caicos Islands",69.37,70.04,89.79,89.12,88.45,70.66,75.27,64.66,95.46,94.78,94.1,52.99,52.99,0.01,68.74,66.72,64.7,9.42,100
2015,"score","Iran",69.36,68.51,84.35,86.77,89.19,86.44,84.86,64.84,59,79.5,100,58.35,56.91,10.47,48.81,56.17,63.53,99.91,9.72
2015,"score","Mexico",69.31,58.46,90.63,90.23,89.83,81.54,75.69,64.78,100,72.73,45.45,50.38,48.53,19.86,54.38,77.19,100,57.73,66.22
2015,"score","Western Sahara",69.26,47.44,76.55,87.96,99.36,,,69.83,100,97.21,94.43,73.17,73.17,,62.84,75.3,87.75,,33.87
2015,"score","Solomon Islands",69.11,43.69,83.8,83.76,83.73,78.58,73.04,75.32,100,100,100,98,98,0,53.73,35.45,17.17,62.16,41.09
2015,"score","Dominican Republic",68.69,63.18,87.81,89.44,91.08,95.79,86.06,50.65,98.77,82.28,65.8,19.01,18.89,0.14,60.82,80.41,100,86.86,33.35
2015,"score","Saint Helena",68.66,88.5,85.44,92.38,99.32,,,90.08,25.55,43.75,61.96,67.06,67.06,,56.7,56.66,56.63,,42.2
2015,"score","Micronesia",68.31,44.75,80.68,89.21,97.74,97.61,92.81,63.51,48.62,62.3,75.98,74.23,74.23,0,48.01,26.61,5.22,48.41,83.67
2015,"score","Tonga",68.3,68.17,84.29,90.94,97.59,93.35,86.69,70.94,99.62,99.81,100,66.94,66.94,0,56.79,29.97,3.14,5.36,70.87
2015,"score","Ukraine",68.27,60.75,86.16,89.52,92.89,83,83.23,60.68,100,79.75,59.51,89.75,88.96,0.65,51.12,62.42,73.72,61.02,13.31
2015,"score","Russia",67.71,72.91,86.85,93.38,99.9,92.73,100,90.69,100,93.11,86.23,31.35,31.27,7.12,53.98,71.08,88.19,17.92,14.01
2015,"score","French Guiana",67.68,59.87,87.18,93.59,100,100,100,84.73,32.03,46.84,61.65,16.4,16.4,,67.16,83.58,100,,24.1
2015,"score","Ireland",67.67,77.9,85,82.11,79.22,55.67,55.67,61.11,100,79.09,58.19,74.44,72.85,52.05,61.05,80.37,99.69,85.38,26.53
2015,"score","Argentina",67.64,70.19,77.64,87.03,96.43,,,81.04,100,91.05,82.1,42.32,42.32,0.02,59.67,79.83,100,56.01,33.64
2015,"score","Brazil",67.58,62.3,89.63,91.78,93.93,97.48,97.69,60.92,100,79.75,59.51,64.5,59.19,4.1,57.15,78.57,100,14.22,33.92
2015,"score","Malaysia",67.5,66.81,80.01,83.76,87.51,94.01,86.25,56.31,71.88,79.56,87.24,65.31,63.41,18.6,50.4,33.48,16.56,51.11,60.25
2015,"score","R_union",67.46,47.58,85.26,90.82,96.39,92.03,,68.54,84.1,71.45,58.79,82.33,81.93,0.11,81.05,61.3,41.56,,26.03
2015,"score","Japan",67.41,63.15,92.3,93.54,94.77,99.95,95.32,62.31,100,78.02,56.04,28.73,28.47,25.54,52.81,71.48,90.16,59.06,22.77
2015,"score","Trinidad and Tobago",67.35,69.52,87.54,90.43,93.32,87.68,95.64,60.18,81.28,84.72,88.16,24.74,24.74,,61.43,52.83,44.23,69.73,37.99
2015,"score","Puerto Rico and Virgin Islands of the United States",67.33,70.21,86.16,90.05,93.93,81.67,100,55.62,91.71,72.74,53.77,26.56,26.56,0,61.6,77.93,94.26,,31.14
2015,"score","Juan de Nova Island",67.27,47.72,86.28,91.34,96.39,92.79,,87.84,96.71,95.05,93.39,,,,,0,0,,56.13
2015,"score","Oman",67.21,63.15,83.37,90.24,97.12,99.23,91.69,70.07,100,100,100,83.66,83.54,0.27,49.66,34.68,19.7,15.76,23.78
2015,"score","Guadeloupe and Martinique",67.2,72.96,87.67,92.03,96.39,96.41,99.94,62.15,32.44,65.34,98.24,4.37,4.36,0.05,64.32,82.16,100,,29.47
2015,"score","Clipperton Island",67.06,84.43,84.26,92.13,100,,,81.46,,,,77.26,77.26,,,0,0,,
2015,"score","Montserrat",67.02,69.59,93.85,93.43,93.02,73.28,73.68,71.8,86,91.2,96.41,1.1,1.1,,64.87,32.43,0,,96.66
2015,"score","Niue",67.02,74.99,83.67,82.22,80.77,84.1,51.84,89.03,33.1,57.13,81.17,59,59,,61.13,30.56,0,,74.27
2015,"score","Monaco",66.92,78.19,93.9,93.9,,,,25.03,98.62,84.73,70.84,72.99,72.99,,31.24,45.78,60.31,,67.87
2015,"score","Bulgaria",66.91,64.93,88.09,94.05,100,,,41.8,100,70.79,41.57,87.94,81.96,9.59,52.24,76.12,100,72.62,32.99
2015,"score","Kuwait",66.87,72.08,85.11,91.02,96.92,87.54,86.33,68.43,100,100,100,38.25,38.25,0,39.01,45.22,51.43,,12.94
2015,"score","Indonesia",66.8,47.68,81.27,81.24,81.2,86.5,67.17,58.55,99.4,71.26,43.13,85.05,74.87,18.06,55.53,63.42,71.31,90.05,27.27
2015,"score","Guatemala",66.75,53.59,85.05,91.79,98.52,97.04,97.04,33.09,100,100,100,85.64,73.59,18.62,63.16,80.02,96.87,17.5,23.88
2015,"score","Ile Tromelin",66.52,47.69,84.62,88.7,92.79,92.79,,87.52,,,,82.39,82.39,,,0,0,,
2015,"score","Sint Maarten",66.49,58.18,92.54,96.27,100,100,100,43.34,83.89,90.15,96.41,6.46,6.46,,66.39,51.41,36.43,19.08,100
2015,"score","Saudi Arabia",66.3,68.84,83.35,90.22,97.09,92.15,87.98,70.35,100,100,100,72.23,63.03,15.43,48.33,37.38,26.42,13.81,39.28
2015,"score","Panama",66.24,60.17,90.1,80.2,70.31,65.75,43.02,65.95,100,100,100,94,89.22,7,59.32,65.07,70.82,4.17,88.85
2015,"score","Bangladesh",66.24,57.53,84.29,92.08,99.86,100,100,37.59,99.37,99.68,100,1.97,3.61,14.2,59.63,68.12,76.62,93.8,9.99
2015,"score","Republique du Congo",66.12,51.31,84.04,86.8,89.56,,,50.03,96.95,76.72,56.49,71.67,71.67,,58.73,78.77,98.82,100,13.69
2015,"score","Sweden",66.08,73.73,92.38,93.06,93.75,56.44,62.23,66.84,100,100,100,72.43,71.36,3.61,59.61,78.66,97.72,16.6,41.88
2015,"score","Honduras",66.05,52.24,87.69,88.13,88.57,94.3,86.74,60.38,100,94.01,88.01,35.39,36.48,36.82,59.7,79.85,100,38.38,29.99
2015,"score","Yemen",65.71,57.09,78.75,86.93,95.12,94.68,82.76,65.89,96.98,98.49,100,69.36,69.36,0.02,51.83,45.42,39.01,56.5,0
2015,"score","Kenya",65.6,59.08,82.99,84.61,86.23,71.79,93.74,53.62,100,98.96,97.93,62.86,62.86,0,54.22,46.1,37.98,62.25,23.02
2015,"score","Costa Rica",65.56,58.47,87.1,90.48,93.86,78.15,69.41,68.28,100,75.86,51.73,58.55,56.69,5.75,60.63,72.74,84.85,39.46,46.08
2015,"score","Slovenia",65.37,67.51,89.98,94.36,98.74,,,28.91,100,100,100,86.93,63.43,8.05,52.59,76.3,100,49.42,43
2015,"score","Belize",65.35,70.29,91.06,76.35,61.64,23.83,39.18,70.24,100,100,100,34.47,65.82,93.31,55.06,77.53,100,31.15,99.09
2015,"score","Spain",65.16,72.02,87.29,80.88,74.46,53.36,53.37,51.3,100,78.26,56.51,56.4,57.74,61.42,59.5,77.66,95.82,53.88,73.18
2015,"score","Namibia",65.02,86.01,85.47,91.43,97.38,,,86.29,52.44,76.22,100,35.05,35.03,11.44,56.64,78.32,100,24.82,42.07
2015,"score","Bermuda",64.82,66.95,81.01,85.6,90.19,55.9,98.49,45.64,54.14,58.84,63.54,17.55,17.55,,66.1,54.42,42.75,,100
2015,"score","Cook Islands",64.81,76.28,84.93,83.63,82.33,89.43,52.86,92.15,58.36,47.03,35.7,48.45,48.45,0,60.03,30.14,0.24,51.55,76.61
2015,"score","Togo",64.78,41.97,80.87,85.33,89.79,97.84,97.78,28.72,98.83,99.42,100,82.35,82.35,,68.93,34.46,0,,15.2
2015,"score","Tunisia",64.77,68.78,84.47,90.83,97.19,,,50.14,100,82.89,65.78,57.97,51.92,3.33,59.93,30.46,0.98,92.5,50.61
2015,"score","India",64.47,45.14,84.48,89.24,94.01,97.4,87.09,31.57,100,69.17,38.34,49.47,45.6,6.53,49.34,42.48,35.62,84.24,52.74
2015,"score","Papua New Guinea",64.36,50.8,88.25,90.2,92.16,88.34,83.94,69.48,100,100,100,98,98,0.01,53.86,32.85,11.85,23.81,6.21
2015,"score","Taiwan",64.04,70,85.88,90.59,95.3,97.89,95.63,45.48,96.85,92.06,87.27,28.23,31.3,36.23,57.87,36.27,14.67,52.68,28.48
2015,"score","Ile Europa",63.97,47.72,85.32,89.05,92.79,92.79,,90.3,,,,,,,,0,0,,
2015,"score","Bassas da India",63.94,47.75,85.53,90.96,96.39,92.79,,88.19,,,,,,,,0,0,,
2015,"score","Lithuania",63.83,83.11,90.3,81.98,73.67,36.31,,44.56,100,77.5,54.99,78.7,78.7,,,100,100,54.77,17.53
2015,"score","Georgia",63.79,68.76,91.16,95.58,100,,,57.45,100,99.53,99.06,95.18,95.18,,52.45,39.58,26.71,9.72,44.5
2015,"score","Cuba",63.78,77,89.03,83.85,78.66,66.13,100,63.32,88.09,92.34,96.6,19.86,16.9,1.89,58.48,71.99,85.51,46.94,19.32
2015,"score","Poland",63.72,76.02,89.8,78.48,67.15,60.13,61.07,41.03,100,82.12,64.24,76.02,76.02,,,100,100,42.87,19.49
2015,"score","Equatorial Guinea",63.68,56.71,79.28,88.61,97.94,94.35,94.39,67.8,18.5,12.72,6.95,49.53,49.53,,54.76,68.34,81.92,88.17,16.15
2015,"score","South Korea",63.66,83.78,86.78,91.42,96.07,,,64.59,100,94.78,89.56,2.14,8.87,54.77,59.22,54.19,49.16,84.48,27.17
2015,"score","China",63.64,74.69,83.25,79.03,74.8,71.65,52.18,35.62,99.63,96.52,93.42,36.71,75.24,100,46.87,35.21,23.55,74.75,41.55
2015,"score","British Virgin Islands",63.47,69.58,88.58,88.21,87.84,56.96,74.02,62.53,82.27,75.06,67.85,9.95,9.95,,65.02,34.88,4.74,,100
2015,"score","Brunei",63.35,84.87,83.57,89.57,95.56,97.36,88.18,54.93,76.45,78.62,80.78,69.54,67.03,5.22,49.8,43.99,38.18,0,28.97
2015,"score","Mauritania",62.98,51.41,84.38,90.7,97.02,,,66.17,90.9,93.66,96.41,64.16,64.16,,62.14,81.07,100,41.12,15.57
2015,"score","Falkland Islands",62.91,87.84,81.81,90.57,99.32,,,98.95,17.84,40.15,62.45,39.7,39.7,0,75.73,37.86,0,,45.3
2015,"score","Madagascar",62.85,42.93,80.31,83,85.69,77.62,65.18,66.35,100,81.44,62.89,54.67,53,1.22,51.88,38.55,25.22,91.25,29.12
2015,"score","Faeroe Islands",62.71,88.08,79.14,87.16,95.18,,,78.34,90.64,88.19,85.75,65.72,70.07,100,76.77,44.17,11.58,5.12,40.57
2015,"score","Israel",62.64,77.71,96.04,95.42,94.8,91.23,91.23,31.21,100,100,100,52.01,29.97,0.88,45.69,26.94,8.18,63.36,19.34
2015,"score","Anguilla",62.57,69.5,88.15,87.99,87.82,60.67,73.64,67.47,86.48,62.15,37.81,3.29,3.29,,76.77,38.39,0,,100
2015,"score","Saint Lucia",62.45,71.56,92.94,84.71,76.49,74.17,57.37,61.6,73.13,60.45,47.78,10.87,10.87,,67.95,41.34,14.73,,100
2015,"score","Ghana",62.36,44.89,84.13,87.31,90.49,99.86,99.77,42.82,100,94.68,89.36,79.54,79.54,,66.21,34.14,2.07,26.41,14.19
2015,"score","Saint Kitts and Nevis",62.19,74.06,92.03,93.14,94.26,78.75,98.15,57.92,82.25,58.65,35.05,12.06,12.06,,64.26,32.13,0,,54.81
2015,"score","Comoro Islands",62.11,42.7,80.86,85.42,89.97,81.78,85.38,47.77,92.62,92.6,92.58,79.71,79.71,,52.83,26.62,0.41,,17.01
2015,"score","Iceland",61.89,75.88,83.59,70.55,57.51,44.27,,82.58,43.34,64.19,85.04,59.48,59.73,94.24,55.54,47.36,39.17,46.44,66.04
2015,"score","Suriname",61.7,65.09,84.24,91.93,99.62,99.74,99.74,74.83,74.86,85.53,96.2,7.4,7.39,1.08,60.41,80.21,100,5.95,6.63
2015,"score","Andaman and Nicobar",61.18,54.16,82.51,88.68,94.85,96.73,89.31,62.73,91.67,77.51,63.36,15.6,15.6,,,21.16,21.16,,44.73
2015,"score","Eritrea",61.14,56.35,78.05,86.53,95.01,95.62,84.41,56.1,6.75,3.46,0.16,67.68,67.68,0,49.37,24.69,0,100,36.62
2015,"score","Cameroon",60.72,42.6,80.33,85.01,89.7,92.06,92.03,42.27,99.15,76.31,53.47,52.9,52.9,,61.66,57.71,53.76,,5.59
2015,"score","Colombia",60.57,59.84,86.34,75.67,64.99,80.77,72.13,61.6,100,79.47,58.94,28.08,25.8,2.55,57.11,72.7,88.29,56.83,20.9
2015,"score","Bouvet Island",60.54,,90.73,90.73,,,,98.91,,,,30.28,30.28,,44.46,22.23,0,,
2015,"score","Vietnam",60.48,51.42,81.41,84.97,88.53,88.38,61.43,45.14,85.88,73.16,60.44,3.1,8.14,31.82,53.94,76.97,100,84.58,30.64
2015,"score","Sri Lanka",60.46,47.42,83.22,90.19,97.15,93.67,87.01,56.16,87.63,68.16,48.7,35.15,34.91,0.2,51.37,38.24,25.1,53.4,35.42
2015,"score","Romania",60.25,66.41,87.89,93.95,100,,,57.51,100,89.51,79.02,61.09,61.09,,53.01,76.51,100,16.31,20.69
2015,"score","Gabon",60.22,64.74,80.62,73.85,67.08,70.55,70.6,66.32,80.02,59.34,38.66,61.94,61.94,,60.99,69.87,78.75,,4.76
2015,"score","Oecussi Ambeno",60.14,58.3,77.5,81.17,84.84,76.91,41.74,62.27,90.97,76.94,62.92,,,,,41.54,41.54,,42.25
2015,"score","Singapore",60.13,85.25,78.33,75.95,73.58,82.77,83.92,48.99,100,96.36,92.71,79.67,38.32,2.48,53.96,27.62,1.28,0.95,61.18
2015,"score","Guyana",60.01,52.94,83.88,90.08,96.28,88.85,88.92,75.76,97.93,68.98,40.03,3.1,3.1,0.19,55.72,45.62,35.52,,25.82
