"country","region_id","Index","AO","SPP","BD","HAB","CP","CS","CW","ECO","LE","LIV","FIS","FP","MAR","ICO","SP","LSP","NP","TR"
"Suriname",168,74.7,74.84,93.41,96.64,99.87,99.74,99.74,70.45,75.3,85.75,96.2,24.05,24.02,0.44,73.91,86.95,100,99.65,9.26
"Clipperton Island",107,74.67,86.87,88.51,78.51,68.5,,,80.99,,,,90.46,90.46,,73.03,36.51,0,,
"Latvia",69,74.65,80.26,92.38,89.14,85.91,99.06,54.3,53.65,100,90.57,81.15,95.1,95.1,,95.45,97.73,100,38.94,47.73
"Northern Mariana Islands and Guam",13,74.29,85.41,87.6,92.09,96.58,97.7,92.83,60.95,48.51,63.67,78.83,27.03,25.89,0.78,61.24,51.68,42.12,,98.37
"Prince Edward Islands",90,74.29,82.39,90.72,94.66,98.61,,,93.5,,,,25.47,25.47,,50.83,75.42,100,,
"Wallis and Futuna",161,74.28,63.37,89.02,93.9,98.78,100,,81.2,71.95,80.61,89.28,73.3,73.3,,78.5,39.25,0,,62.61
"Denmark",175,74.21,98.34,94.3,95.35,96.39,100,100,54.43,71.96,71.24,70.52,44.58,43.07,10.66,91.67,95.84,100,46.7,37.17
"Maldives",39,74.13,56.82,85.82,91.25,96.68,98.66,85.96,64.81,41.19,70.6,100,77.3,77.3,,65.97,35.27,4.56,61.3,99.38
"Glorioso Islands",30,73.82,53.32,90.69,93.54,96.39,92.79,,87.68,96.71,95.05,93.4,25.22,25.22,,67.28,83.64,100,,59.29
"Belgium",59,73.79,96.04,94.36,97.18,100,100,100,32.48,100,81.65,63.3,55.73,55.73,,70.12,85.06,100,58.89,30.91
"Line Islands (Kiribati)",148,73.76,59.46,87.46,91.68,95.89,100,,83.33,68.45,74.19,79.93,55.41,55.41,,60.95,30.47,0,,95.53
"Wake Island",12,73.59,93.58,90.08,84.13,78.17,76.08,,64.42,69.13,73.18,77.23,23.32,23.32,,57.04,78.52,100,,95.53
"Greenland",145,73.49,96.15,94.8,95.13,95.47,94.54,,89.72,100,100,100,60.42,60.42,,64.05,81.69,99.34,0.01,43.71
"United States",163,73.46,100,91.6,84.49,77.37,93.59,61.87,81.75,99.91,77.81,55.7,58.42,57.09,11.63,70.36,73.16,75.96,54.14,50.75
"Dominican Republic",115,73.4,70.8,94.03,92.83,91.63,96.05,86.04,48.26,98.77,83.06,67.34,49.15,48.39,0.25,73.15,86.58,100,85.38,36.57
"Tuvalu",19,73.38,47.07,83.68,91.84,100,100,,67,100,100,100,85.92,85.91,0.24,63.45,35.25,7.06,,59.99
"Japan",210,73.32,91.97,89.67,92.74,95.82,98.36,95.32,63.46,100,78.1,56.21,52.61,49.84,24.62,65.46,82.73,100,54.24,26.41
"Gilbert Islands (Kiribati)",212,73.19,54.29,83.3,87.37,91.45,99.49,86.83,64.38,100,89.35,78.69,84.5,84.5,0.05,67.25,33.62,0,38.12,94
"Nauru",10,73.08,53.7,83.69,79.62,75.55,98.05,,51.32,72.96,74.77,76.57,95.22,95.22,0.06,71.86,35.93,0,,95.99
"France",179,73.05,95.35,94.08,90.55,87.01,63.73,67.46,50.22,100,82.03,64.06,53.74,53.08,51.4,71.1,85.55,100,72.58,69.9
"Russia",73,72.92,86.23,86.61,93.31,100,90.34,100,90.18,100,93.11,86.23,62.17,62.14,38.95,75.47,83.69,91.91,16.5,13.71
"Greece",80,72.92,80.53,89.15,94.58,100,,,62.22,66.28,64.39,62.49,54.65,44.24,25.88,68.01,68.99,69.96,68.43,100
"Guadeloupe and Martinique",140,72.91,87.04,97.19,95.98,94.77,96.41,99.94,70.19,32.65,65.45,98.24,20.43,20.38,0.15,77.89,88.95,100,,31.84
"Montserrat",121,72.87,84.55,97.56,95.07,92.59,73.26,73.59,71.01,85.9,91.13,96.37,29.5,29.5,,77.7,38.85,0,,98.9
"Ile Tromelin",36,72.77,52.53,91.43,92.11,92.79,92.79,,87.03,,,,78.81,78.81,,66.76,33.38,0,,
"Chile",224,72.74,87.93,95.85,96.19,96.53,,,93.64,100,100,100,52.54,63.09,100,69.67,80.78,91.9,28.26,32.04
"Tristan da Cunha",88,72.7,96.17,96.93,98.46,100,,,88.3,90.27,88.01,85.75,67.12,67.12,,65.31,32.66,0,,38.15
"Netherlands",177,72.62,97.99,94.92,87.75,80.57,100,100,45.66,80.48,67.08,53.68,27.66,28.17,30.27,74.35,87.18,100,35.91,76.5
"Oman",48,72.58,95.28,88.06,92.99,97.92,99.23,90.92,74.12,100,100,100,59.26,59.21,0.36,57.87,37.16,16.46,58.13,18.78
"Bermuda",108,72.54,100,95.14,90.94,86.73,55.37,98.49,45.48,54.63,59.58,64.52,52.97,52.97,,69.28,50.08,30.87,,100
"Trinidad and Tobago",126,72.24,88.53,94.04,93.82,93.61,87.62,94.68,56.13,82.24,85.2,88.16,27.19,27.19,,73.75,48.45,23.14,96.89,43.93
"Pitcairn",146,71.9,72.16,84.06,92.03,100,100,,87.15,72.8,81.04,89.28,39.16,39.16,,78.31,39.15,0,,64.47
"French Guiana",169,71.86,71.14,97.59,98.79,100,100,100,84.11,32.33,47.56,62.79,28.46,28.46,,79.85,89.93,100,,26.79
"Johnston Atoll",159,71.79,93.58,89.69,89.44,89.2,77.22,,69.13,,,,22.82,22.82,,57.16,78.58,100,,
"Portugal",183,71.75,86.02,95.19,97.29,99.4,,,52.71,100,93.38,86.76,37.49,36.45,6.22,65.31,82.65,100,32.49,93.03
"Palau",8,71.63,59.67,86.33,87.44,88.55,91.62,64.43,77.65,100,83.13,66.25,85.17,85.14,1.56,62.24,45.2,28.16,25.8,96.22
"Juan de Nova Island",33,71.62,52.43,89.78,93.09,96.39,92.79,,87.34,96.71,95.05,93.4,59.61,59.61,,66.65,33.33,0,,59.35
"Puerto Rico and Virgin Islands of the United States",116,71.56,94.02,93.9,94.26,94.62,82.52,100,55.76,92.27,73.38,54.49,30.41,30.41,0,74.94,73.59,72.24,,40.12
"British Indian Ocean Territory",38,71.47,57.27,93.74,96.87,100,100,,89.4,96.98,77.09,57.19,18.63,18.63,,63.22,81.61,100,,50.91
"Fiji",18,71.31,52.71,83.58,85.52,87.46,98.28,67.79,81.06,81.01,67.39,53.77,50.41,50.39,0.02,59.4,62.58,65.76,47.54,99.87
"Thailand",25,71.17,76.75,83.36,86.44,89.52,82.28,78.81,53.26,100,85.69,71.37,56.15,64.03,82.01,60.84,55.39,49.93,76.24,52.81
"Ecuador",137,71.14,69.34,89.87,92.69,95.51,81.64,78.07,64.14,100,100,100,50.06,70.68,100,67.75,83.87,100,57.13,13.82
"Ascension",85,71.11,96.17,97.81,98.9,100,,,86.83,90.33,88.04,85.75,56.75,56.75,,64.99,33.05,1.12,,38.01
"South Korea",20,71.07,94.65,89.81,94.91,100,,,66.61,100,94.78,89.56,47.93,50.37,61.65,66.74,74.37,82,64.9,27.96
"Slovenia",188,70.92,87.51,92.5,93.68,94.85,,,28.09,100,100,100,76.76,43.15,7.94,62.04,81.02,100,88.13,45.77
"Lithuania",189,70.9,87.83,93.58,92.71,91.84,81.88,,43.96,100,77.44,54.89,77.28,77.28,,95.45,97.73,100,62.4,16.92
"British Virgin Islands",117,70.86,84.56,96.35,91.67,86.99,56.63,73.12,62.25,82.3,75.43,68.56,48.28,48.28,,77.49,45.83,14.16,,100
"Argentina",172,70.35,83.19,86.62,93.31,100,,,78.53,100,91.52,83.04,46.37,46.36,0.05,66,82.65,99.3,50.29,36.94
"Kuwait",51,70.34,100,81,89.03,97.06,89.2,87.57,63.25,100,100,100,23.14,23.13,0.01,53.51,67.06,80.6,,13.85
"Saudi Arabia",50,70.08,99.82,80.47,88.64,96.81,94.09,89.34,76.2,100,100,100,50.95,46.68,3.08,57.25,35.9,14.55,18.35,51.76
"Iran",191,70.03,77.7,82.1,86.45,90.8,88.74,86.91,69.31,59.82,79.91,100,41.19,40.52,11.9,56.39,59.89,63.38,99.11,11.72
"Amsterdam Island and Saint Paul Island",92,70,89.26,95.58,80.91,66.24,,,90.73,,,,13.09,13.09,,52.02,76.01,100,,
"Egypt",214,69.96,74.15,81.53,89.57,97.61,97.14,85.97,52.72,100,97.83,95.66,43.75,32,20.02,58.78,65.66,72.53,66.88,37.68
"Anguilla",118,69.92,84.52,96.43,91.71,86.99,60.4,72.84,68.61,86.45,62.29,38.13,46.64,46.64,,84.59,42.29,0,,100
"Canada",218,69.89,96.99,92.56,92.45,92.34,94.82,54.78,95.71,100,90.61,81.23,40.11,44.97,77.89,69.81,47.71,25.61,40.03,40.82
"Saint Pierre and Miquelon",219,69.89,98.19,88.16,94.08,100,,,82.41,64.19,82.07,99.95,49.32,49.29,2.52,66.73,39.14,11.55,,44.03
"Gibraltar",60,69.55,81.93,90.59,91.82,93.05,,,18.83,51.42,75.71,100,51.65,51.65,,58.48,79.24,100,,87.67
"Vanuatu",6,69.49,47.07,86.12,90.52,94.92,94.85,88.35,70.23,100,100,100,51.21,51.18,0.13,62.42,31.75,1.08,20.94,100
"Mexico",135,69.47,70.42,91.69,91.59,91.49,82.31,76.2,63.44,100,72.98,45.96,32.81,32.03,17.75,67.01,83.1,99.19,45.31,77.3
"Morocco",62,69.1,64.83,91.16,94.81,98.46,,100,54.29,100,100,100,24.4,24.39,0.13,69.53,69.44,69.36,37.92,76.18
"Tokelau",156,69.07,78.82,90.7,82.86,75.02,92,53.14,86.51,71.21,80.25,89.28,56.76,56.76,,56.55,28.28,0,,63.03
"Brazil",171,68.99,73.24,94.42,95.22,96.02,97.48,97.69,60.69,100,80.3,60.59,57.94,53.1,4.5,69.03,84.51,100,15.44,32.23
"United Kingdom",180,68.99,95.11,93.67,87.53,81.38,37.81,55.46,62.02,96.43,90.21,84,44.39,41.34,15.07,67.9,83.95,100,67.44,69.07
"Poland",178,68.96,88.08,95.46,85.51,75.56,59.96,60.96,41.58,100,82.3,64.61,89.71,89.71,,95.45,97.73,100,66.41,17.38
"Ukraine",75,68.59,66.63,89.38,92.28,95.18,84.96,84.99,61.82,100,80.96,61.91,61.27,61.02,0.49,62.26,56.86,51.46,85.78,10.63
"Micronesia",9,68.56,47.47,84.99,91.3,97.62,97.61,92.81,58.06,48.7,62.66,76.62,83.51,83.51,0,59.06,31.18,3.3,26.74,94.26
"Jan Mayen",144,68.45,95.04,94.5,74.47,54.44,,,88.63,90.64,88.19,85.75,7.71,7.71,,62.14,81.07,100,,44.05
"Tanzania",202,68.43,65.11,83.39,81.13,78.88,68.42,84.11,50.61,100,100,100,63.18,62.94,0.19,63.85,81.92,100,68.49,21.58
"Djibouti",46,68.4,53.6,81.68,90.02,98.36,99.21,91.26,63.3,100,96.7,93.4,47.06,47.06,,70.33,35.16,0,,39.33
"Jersey",227,68.34,95.2,94.54,88.28,82.02,54.93,54.88,53.8,88.37,87.06,85.75,57.18,57.18,,75.07,79.25,83.44,,44.43
"Cape Verde",56,68.23,51.53,94.33,97.16,100,,,60.98,100,100,100,32.03,32.03,,70.12,35.9,1.68,,100
"Bangladesh",204,68.18,59.54,80.7,88.48,96.26,100,99.83,37.4,100,100,100,34.58,32.22,16.21,69.27,64.92,60.56,88.55,10.89
"Taiwan",14,68.15,84.43,87.3,91.42,95.53,97.89,95.63,45.58,96.85,92.06,87.27,47.59,43.41,35.85,68.26,45.75,23.24,51.66,33.65
"Qatar",190,68.08,100,81.6,89.8,98,95.26,90.47,60.86,82.2,69.02,55.83,43.05,43.05,0,61.47,30.74,0,,33.55
"Jordan",215,68.08,61.17,83.19,86.17,89.14,92.76,88.72,67.58,100,88.06,76.11,36.76,36.76,,62.63,31.32,0,,60.23
"Falkland Islands",95,67.77,96.17,93.75,96.88,100,,,98.95,17.89,40.69,63.49,52.06,52.06,0,68.88,35.83,2.79,,53.84
"Ireland",181,67.62,97.75,94.27,88.41,82.55,55.7,55.64,58.98,100,79.48,58.97,57.49,57.37,55.65,63.88,81.92,99.96,73.05,27.94
"Bassas da India",34,67.59,52.52,93.21,94.59,95.96,92.79,,87.69,,,,44.57,44.57,,66.73,33.37,0,,
"Tunisia",61,67.47,74.38,85.71,92.86,100,,,47.72,100,83.56,67.11,34.54,32.2,3.39,69.68,58.42,47.16,93.13,57.51
"Monaco",185,67.43,96.67,86.11,86.11,,,,25.43,98.62,85.12,71.63,46.74,46.74,,36.6,47.97,59.33,,83.95
"Cuba",112,67.39,89.36,94.65,87.17,79.68,67.29,100,65.87,89.12,92.86,96.6,40.94,36.32,1.92,71.74,85.87,100,27.36,21.78
"Cook Islands",153,67.15,77.56,88.82,83.99,79.16,89.87,52.43,83.05,57.84,46.68,35.53,38.73,38.73,1.11,68.1,34.21,0.33,99.81,65.17
"Canary Islands",58,67.05,82.27,94.79,85.66,76.54,53.93,53.95,71.47,49.47,60.67,71.87,39.44,39.44,,62.96,79.23,95.51,,76.78
"Gambia",65,67.04,58.86,90.43,89.45,88.46,82.52,82.26,49.03,100,100,100,32.61,32.61,0.08,82.07,59.55,37.03,,49.11
"Turks and Caicos Islands",111,66.92,84.93,96.71,92.28,87.84,69.94,74.19,64.7,95.46,95.17,94.88,11.15,11.15,0.01,80.83,70.8,60.77,6.09,100
"Mauritius",37,66.49,67.29,91.5,93.34,95.18,91.44,90.79,65.04,71.41,72.32,73.24,38.18,37.28,1.28,59.59,35.7,11.8,28.05,83.68
"Samoa",152,66.46,73.95,89.59,92.98,96.38,95.46,89.91,89.46,81.94,42.72,3.5,68.45,68.45,0,71.16,36.13,1.09,12.7,62.85
"Niue",154,66.43,77.46,87.23,81.26,75.29,85.67,52.58,93.08,33.2,57.42,81.64,33.71,33.71,,68.66,53.6,38.54,,63.06
"Saint Kitts and Nevis",119,66.4,84.04,95.25,94.42,93.58,79.65,98.96,60.32,82.03,58.58,35.13,28.22,28.22,,74.61,37.31,0,,56.13
"Andaman and Nicobar",26,66.38,63.94,87.17,90.64,94.11,96.73,89.62,61.1,92.3,78.04,63.78,30.49,30.49,,65.48,41.16,16.84,,45.67
"Malaysia",206,66.2,78.56,80.84,84.38,87.92,93.41,84.09,51.89,71.2,79.22,87.24,56.02,54.31,23.93,60.68,36.1,11.53,48.67,51.38
"Belize",164,66.16,74.57,95.19,78.92,62.65,23.86,39.21,69.3,100,100,100,33.86,48.51,79.47,70.7,85.35,100,43.65,98.28
"Georgia",74,66.1,73.63,89.23,94.61,100,,,57.87,100,99.53,99.05,63.93,63.93,,62.54,42.34,22.15,58.19,38.68
"Solomon Islands",7,66.01,45.59,84.82,84.4,83.99,80.12,73.7,64.69,100,100,100,88.38,88.38,0,63.16,36.2,9.25,43.7,43.31
"Guatemala",136,65.91,58.77,89.37,93.95,98.52,96.25,95.91,34.65,100,100,100,39.44,36.16,26.11,74.82,83.01,91.19,38.68,21.73
"Costa Rica",130,65.9,68.84,93.15,93.63,94.11,77.41,68.73,66.87,100,76.16,52.33,49.93,47.85,5.88,72.21,65.02,57.83,45.16,49.36
"R_union",32,65.88,52.47,90.88,92.53,94.18,92.79,,67.58,84.55,72.1,59.66,66.19,65.42,0.06,71.83,45.38,18.92,,38.8
"Guyana",167,65.7,58.08,93.55,95.26,96.98,89.32,89.24,77.64,98.68,69.36,40.03,24.66,24.63,0.19,71.84,47.75,23.65,,39.98
"Honduras",133,65.5,56.16,94.26,92.14,90.03,95.48,88.73,61.47,100,94.01,88.01,41.37,31.8,27,74.71,87.36,100,15.39,32.48
"Spain",182,65.35,89.56,91.47,81.61,71.76,53.5,53.48,51.52,100,78.86,57.71,38.62,42.84,52.35,68.59,80.15,91.71,58.53,63.48
"India",203,65.06,48.99,86.48,91.27,96.06,97.4,86.51,30.36,100,69.34,38.68,54,50.39,4.99,59.09,41.66,24.23,71.83,62.82
"Ghana",106,64.96,47.87,93.53,93.43,93.32,99.86,99.77,40.63,100,94.68,89.36,61.97,61.97,,75.03,38.24,1.45,57.46,15.74
"Kenya",43,64.86,61.06,86.78,86.89,87,72.44,92.87,51.31,100,98.96,97.93,37.91,37.91,0,63.83,53.43,43.03,64.64,29.08
"Tonga",155,64.83,70.68,87.42,92.2,96.98,93.78,86.64,64.06,99.62,99.81,100,34.86,34.86,0.01,64.4,34.07,3.74,12.1,60.11
"Equatorial Guinea",104,64.58,83.03,89.89,94.09,98.29,93.24,93.11,68.53,18.78,12.95,7.11,29.13,29.13,,63.82,69.28,74.73,88.46,14.02
"Cambodia",24,64.44,66.27,81.5,85.74,89.97,79.19,75.54,50.23,100,74.68,49.37,56.07,55.93,15.48,53.77,55.59,57.4,8.48,92.77
"Israel",79,64.2,92.44,88.13,91.87,95.61,91.23,91.23,31.72,100,100,100,37.69,29.3,0.82,64.17,36.71,9.24,58.93,18.59
"China",209,64.02,80,84.92,80.94,76.96,73.71,52.62,35.64,99.63,96.52,93.42,40.51,77.26,100,61.42,38.91,16.41,62.74,41.86
"Namibia",101,63.98,88.15,96.23,98.12,100,,,84.26,52.14,76.07,100,34.75,34.74,17.09,64.21,82.11,100,15.39,32.99
"Indonesia",216,63.93,54.09,81.04,81.64,82.24,87.1,66.46,57.38,99.4,71.23,43.07,53.93,50.17,21.87,66.1,62.53,58.95,93.83,14.91
"Comoro Islands",28,63.8,43.91,84.59,87.56,90.53,83.15,86.26,43.93,93.04,92.6,92.17,69.2,69.2,,62.61,31.47,0.33,,36.14
"Mozambique",41,63.68,44.2,86.24,90.41,94.59,82.29,98.85,53.98,100,100,100,43.64,43.49,0.1,66.24,79.02,91.79,32.67,11.92
"Brunei",247,63.67,100,83.84,89.92,95.99,97.36,87.37,50.62,77.02,79.18,81.34,50.57,49.89,3.7,67.39,46.83,26.26,0,35.58
"Cameroon",197,63.56,45.13,86.1,90.02,93.95,92.73,92.47,41.22,99.31,76.24,53.17,48.41,48.41,,69.84,78.5,87.15,,7.34
"Papua New Guinea",17,63.54,52.06,80.22,86.13,92.04,88.82,83.63,63.35,100,100,100,83.11,83.11,0.02,62.14,35.79,9.43,33.4,9.12
"Turkey",76,63.45,82.94,87.65,92.88,98.11,,,49.16,100,100,100,55.65,50.87,10.48,60.6,33.62,6.65,73.9,24.26
"Colombia",132,63.02,68.22,93.95,80.18,66.41,81.49,71.49,62.06,100,80.4,60.81,40.18,35.03,2.69,69.43,67.99,66.55,62.53,20.81
"Uruguay",173,62.64,84.77,89.41,94.7,100,,,58.63,100,100,100,44.54,44.54,0,69.64,84.04,98.43,0.2,34.2
"Vietnam",207,62.62,54.09,81.54,83.63,85.71,89.15,60.62,43.25,85.89,73.77,61.66,64.8,59.39,29.66,67.02,75.7,84.38,54.1,32.54
"Sri Lanka",40,62.16,56.47,88.04,92.59,97.15,93.67,88.12,55.17,88.48,68.82,49.16,44.21,43.87,0.24,62.92,38.89,14.86,55.38,28.58
"Madagascar",42,62.09,43.97,85.31,85.82,86.32,78.86,65.75,64.09,100,81.17,62.34,46.81,45.27,1.07,62.46,42.71,22.97,92.86,20.44
"Guernsey",228,61.92,95.2,93.33,82.92,72.51,54.44,54.37,51.18,88.49,87.12,85.75,46.88,46.88,,74.64,40.23,5.82,,44.94
"Oecussi Ambeno",237,61.88,66.34,79.74,78.51,77.28,78.01,41.69,56.47,89.27,75.58,61.88,66.32,66.32,,67.24,50.78,34.33,,43.27
"Peru",138,61.86,75.67,90.11,75.95,61.78,56.22,56.06,60.68,45.44,63.13,80.83,71.37,70.91,33.7,68.38,60.75,53.12,78.76,20.45
"Gabon",198,61.86,73.82,90.6,84.06,77.52,70.24,70.19,70.37,80.32,59.56,38.79,48.37,48.37,,69.01,73.19,77.38,,6.9
"Panama",129,61.85,73.9,94.14,82.67,71.2,66.12,43.03,60.77,100,100,100,47.52,45.33,5.76,71.02,59.8,48.57,16.64,70.21
"Saint Helena",86,61.72,96.17,97.93,98.96,100,,,88.35,25.66,44.22,62.78,33.71,33.71,,65,32.5,0,,38.14
"Togo",98,61.7,43.06,89.69,86.6,83.52,99.19,98.95,27.08,99.63,99.81,100,36.01,36.01,,74.86,37.43,0,,27.13
"Venezuela",139,61.37,79.08,90.8,89.07,87.35,82.54,89.73,60.77,99.02,85.38,71.73,34.75,31.98,4.5,68.78,74.93,81.08,1.02,19.25
"Bulgaria",71,61.04,75.09,90.12,95.06,100,,,42.96,100,71.61,43.22,33.2,32.37,8.64,62.58,81.29,100,54.97,34.98
"Saint Lucia",122,61.01,76.61,97.09,86.64,76.18,74.87,56.68,58.08,73.31,60.8,48.28,39.26,39.26,,81.03,50.69,20.35,6.5,100
"Myanmar",205,60.98,46.53,79.13,85.27,91.41,89.95,86.02,55.54,92.86,96.43,100,36.28,35.35,5.52,59.82,33.29,6.76,67.27,14.1
"Eritrea",45,60.63,57.66,79.02,87.63,96.24,98.66,86.26,60.29,6.8,3.48,0.17,44.64,44.64,0,57,28.5,0,100,39.17
"Jamaica",166,60.63,60.29,93.51,86.45,79.39,51.62,99.07,42.82,88.31,79.36,70.41,27.03,27,0.06,71.2,77.5,83.81,14.1,68.08
"Iceland",143,60.6,95.47,92.99,83.33,73.67,40.86,,87.93,43.59,64.31,85.04,41.56,41.78,84.12,56.38,47.99,39.6,39.43,44.29
"East Timor",231,60.46,51.23,79.85,81.72,83.58,86.65,84.76,56.03,0.05,27.33,54.6,56.25,56.21,0.02,67.49,60.69,53.9,,39.51
"Western Sahara",63,60.34,55.18,89.1,94.55,100,,,62.76,100,97.21,94.42,16.87,16.87,,71.65,63,54.35,,32.79
