"targets","layer","layer_old","name","description","citation_nature2012","citation_plos2013","fld_value","units","gapfilling","X2013a_source","children","children_notes","disaggregation.function","updated","still.to.do.with.2013a.file.","dir_2012a","fn_2012a","dir_2013a","fn_2013a","dir_2014a","fn_2014a","src_2014a","ingest","dir_whence_2013a","whence_2013a","clip_n_ship_disag","fn_nature2012","id_num","id_chr","category","year","value_num","value_chr"
"spatial","cntry_georegions","cnk_cntry_georegions","Georegion ids per country, at 3 georegion levels","georegions per country, at 3 georegion levels","3",,"georgn_id","georegion id",,"2012a","new",,"NA (updated data)",,,"neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","cntry_georegions_long_2013b.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","cntry_georegions_long_2013b.csv",,,,TRUE,,,"raster","cntry_georegions.csv",,"country_id","level",,"georegion_id",
"spatial","cntry_label","ct_cntry_label","Countries by ISO 3166 code","countries by ISO 3166 code","3",,"label","region label",,"2012a","new",,"NA (updated data)",,,,,,,,,"N",,,,"raster","cntry_label.csv",,"country_id",,,,"label"
"spatial","cntry_rgn","cn_cntry_rgn","Regions per country","regions per country","3",,"rgn_id","region id",,"2012a","new",,"NA (updated data)",,,"neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","cntry_rgn_2013.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","cntry_rgn_2013.csv",,,,TRUE,,,"raster","cntry_rgn.csv",,"country_id",,,"region_id",
"spatial","rgn_area","rn_rgn_area","Region area of total EEZ ocean","region in water area","3",,"area_km2","km^2",,"2012a","new",,"NA (updated data)",,,"neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_fao_gcs_area.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_fao_gcs_area.csv",,,,TRUE,,,"raster","rgn_area.csv","region_id",,,,"km2",
"spatial","rgn_area_inland1km","rn_rgn_area_inland1km","Region area 1 km inland","inland area 1 km from shore","3",,"area_km2","km^2",,"2012a","new",,,,,"neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_area_inland1km.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_area_inland1km.csv",,,,TRUE,,,"raster","rgn_area_inland1km.csv","region_id",,,,"km2",
"spatial","rgn_area_offshore3nm","rn_rgn_area_offshore3nm","Region area offshore 3nm","offshore area 3 nautical miles from shore","3",,"area_km2","km^2",,"2012a","new",,,,,"neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_area_offshore3nm.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_area_offshore3nm.csv",,,,TRUE,,,"raster","rgn_area_offshore3nm.csv","region_id",,,,"km2",
"spatial","rgn_georegion_labels","rtk_rgn_georegion_labels","Georegion labels per region, at 3 georegion levels","georegions per region, at 3 georegion levels","3",,"label","label",,"2012a","new",,"NA (updated data)",,,"neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","rgn_georegions_labels_long_2013b.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","rgn_georegions_labels_long_2013b.csv",,,"N",TRUE,,,"raster","rgn_georegions.csv","region_id",,"level",,"georegion_id",
"spatial","rgn_georegions","rnk_rgn_georegions","Georegion ids per region, at 3 georegion levels","georegions per region, at 3 georegion levels","3",,"georgn_id","georegion id",,"2012a","new",,"NA (updated data)",,,"neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","rgn_georegions_long_2013b.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/manual_output","rgn_georegions_long_2013b.csv",,,,TRUE,,,"raster","rgn_georegions.csv","region_id",,"level",,"georegion_id",
"spatial","rgn_global","rnk_rgn_global","regions used in global analysis for Nature 2012, subset of regions_labels by type=eez and not deleted or disputed ","regions used in global analysis for Nature 2012, subset of regions_labels by type=eez and not deleted or disputed ","3",,"label","label",,"2012a","new",,"NA (updated data)",,,"neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_global.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_global.csv",,,"N",TRUE,,,"raster","rgn_global.csv","region_id",,"type",,,"label"
"spatial","rgn_labels","rtk_rgn_labels","regions by type (eez, subocean, unclaimed) and label","regions by type (eez, subocean, unclaimed) and label","3",,"label","label",,"2012a","new",,"NA (updated data)",,,"neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_labels.csv","neptune_data:model/GL-NCEAS-OceanRegions_v2013a/data","rgn_labels.csv",,,"N",TRUE,,,"raster","rgn_labels.csv","region_id",,"type",,,"label"
"SPP","spp_status","rn_spp_status","Species lists and IUCN threat categories as a proxy for iconic species status","International Union for Conservation of Nature (IUCN) Red List threat categories with aggregated species lists ","7.27","5.29","score","status score",,,"new",,,,,"neptune_data:model/GL-NCEAS-SpeciesDiversity_v2013a/data","rgn_spp_score_2012.csv","neptune_data:model/GL-NCEAS-SpeciesDiversity_v2013a/data","rgn_spp_score_2013.csv",,,,TRUE,,,"?",,,,,,,
"SPP","spp_trend","rn_spp_trend","Species lists and IUCN threat categories as a proxy for iconic species trend","International Union for Conservation of Nature (IUCN) Red List threat categories with aggregated species lists ","7.27","5.29","score","trend score",,,"new",,,,,"neptune_data:model/GL-NCEAS-SpeciesDiversity_v2013a/data","rgn_spp_trend_2012.csv","neptune_data:model/GL-NCEAS-SpeciesDiversity_v2013a/data","rgn_spp_trend_2013.csv",,,,TRUE,,,"?",,,,,,,
"TR","tr_jobs_total","tr_jobs_total","Total labor force",,,,"count","jobs",,,,,,,,"ohiprep:Global/WorldBank-Statistics_v2012/data/","rgn_wb_tlf_2014a_ratio-gapfilled.csv","ohiprep:Global/WorldBank-Statistics_v2012/data/","rgn_wb_tlf_2014a_ratio-gapfilled.csv","ohiprep:Global/WorldBank-Statistics_v2012/data/","rgn_wb_tlf_2014a_ratio-gapfilled.csv","Y: done",TRUE,"ohiprep:Global/WorldBank-Statistics_v2012/data","rgn_wb_tlf_2014a_attr.csv","population_inland25km",,,,,,,
"TR","tr_jobs_tourism","tr_jobs_tourism","Direct employment in tourism",,,,"count","jobs",,,,,,,,"ohiprep:Global/WTTC-Tourism_v2013/data/","rgn_wttc_empd_2014a.csv","ohiprep:Global/WTTC-Tourism_v2013/data/","rgn_wttc_empd_2014a.csv","ohiprep:Global/WTTC-Tourism_v2013/data/","rgn_wttc_empd_2014a.csv","Y: done",TRUE,,,"population_inland25km",,,,,,,
"TR","tr_status","rn_tr_status","Modeled tourism status","Modeled tourism status with updated approach","6G","5.75","status","status score",,,"new",,,,,"neptune_data:model/GL-NCEAS-TR_v2013a/data","TourRec_Status_2012a_Sep23b.csv","neptune_data:model/GL-NCEAS-TR_v2013a/data","TourRec_Status_2013a_Sep23b.csv",,,,FALSE,,,"(not ingested; see column X)",,,,,,,
"TR","tr_sustainability","tr_sustainability","Sustainability index","Tourism Competitiveness Index (TTCI) from the World Economic Forum",,,"score","score",,,,,,,,"neptune_data:model/GL-WEF-Economics_v2013/data","rgn_wef_ttci_2013a_lyr.csv","neptune_data:model/GL-WEF-Economics_v2013/data","rgn_wef_ttci_2013a_lyr.csv",,,"N",TRUE,"neptune_data:model/GL-WEF-Economics_v2013/data","rgn_wef_ttci_2013a_whence.csv","equal ",,,,,,,
"TR","tr_trend","rn_tr_trend","Modeled tourism trend","Modeled tourism trend with updated approach","6G","5.75","trend","trend score",,,"new",,,,,"neptune_data:model/GL-NCEAS-TR_v2013a/data","TourRec_Trend_2012a_Sep23b.csv","neptune_data:model/GL-NCEAS-TR_v2013a/data","TourRec_Trend_2013a_Sep23b.csv",,,,FALSE,,,"(not ingested; see column X)",,,,,,,
"TR","tr_unemployment","tr_unemployment","Percent unemployment",,,,"percent","percent unemployed",,,,,,,,"ohiprep:Global/WorldBank-Statistics_v2012/data/","rgn_wb_uem_2014a_ratio-gapfilled.csv","ohiprep:Global/WorldBank-Statistics_v2012/data/","rgn_wb_uem_2014a_ratio-gapfilled.csv","ohiprep:Global/WorldBank-Statistics_v2012/data/","rgn_wb_uem_2014a_ratio-gapfilled.csv","Y: done",TRUE,"ohiprep:Global/WorldBank-Statistics_v2012/data","rgn_wb_uem_2014a_attr.csv","equal",,,,,,,
"NP","np_sustainability_score","rnk_np_sustainability_score","Sustainability of marine resource harvest","Assigned sustainability based on Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES) listed species","6C","5.51-5.53","score","value",,"2012a","new",,,"U",,"neptune_data:model/GL-NCEAS-NaturalProducts_v2013a/data","np_sustainability_v2012a_updated_lyr.csv","neptune_data:model/GL-NCEAS-NaturalProducts_v2013a/data","np_sustainability_v2013a_updated_lyr.csv",,,,,,,"(not ingested; see column X)","np_sustainability_score.csv",,"country_id","product","year","score",
"NP","np_harvest_relative","rnky_np_harvest_relative","Harvest of marine resources","Yield and value of six marine resources (coral, fish oil, seaweed and plants, shells, sponges, ornamental fish)","6C","5.51-5.53","score","value",,"new","new",,,"U",,"neptune_data:model/GL-NCEAS-NaturalProducts_v2013a/data","np_harvest_relative_v2013a_updated_lyr_NAmanualoverride.csv","neptune_data:model/GL-NCEAS-NaturalProducts_v2013a/data","np_harvest_relative_v2013a_updated_lyr_NAmanualoverride.csv",,,,,,,"(not ingested; see column X)","np_harvest_relative.csv",,"country_id","product","year","tonnes",
"NP pressures","np_weights_combo","rnk_np_weights_combo","Harvest of marine resources: weights","Weighting of marine resource harvest","6C","5.51-5.53","weight","tons",,,"new","reminder: places without NP data are assumed to not harvest, so treated as NA",,"U",,"neptune_data:model/GL-NCEAS-NaturalProducts_v2013a/data","np_weight_combo_2012a_updated_lyr.csv","neptune_data:model/GL-NCEAS-NaturalProducts_v2013a/data","np_weight_combo_2013a_updated_lyr.csv",,,,,"exclude",,"(not ingested; see column X)","np_weights_combo.csv",,"country_id","product","year","score",
"NP","np_cyanide",,"Areas of observed poison fishing",,,,"score","pressure score",,,,,,,,"ohiprep:Global/WRI-ReefsAtRisk_v2013/data","gl_thr_poison_3nm_rgn2013.csv","ohiprep:Global/WRI-ReefsAtRisk_v2013/data","gl_thr_poison_3nm_rgn2013.csv","ohiprep:Global/WRI-ReefsAtRisk_v2013/data","gl_thr_poison_3nm_rgn2013.csv","Y: done",TRUE,,,"area_offshore_3nm",,,,,,,
"NP","np_blast",,"Areas of observed blast (dynamite) fishing",,,,"score","pressure score",,,,,,,,"ohiprep:Global/WRI-ReefsAtRisk_v2013/data","gl_thr_blast_3nm_rgn2013.csv","ohiprep:Global/WRI-ReefsAtRisk_v2013/data","gl_thr_blast_3nm_rgn2013.csv","ohiprep:Global/WRI-ReefsAtRisk_v2013/data","gl_thr_blast_3nm_rgn2013.csv","Y: done",TRUE,,,"area_offshore_3nm",,,,,,,
"NP","np_coral_reef",,"Coral reef area (km2)",,,,"area_km2","km^2",,,,,,,,"ohiprep:Global/NCEAS-Halpern2008_v2014/data","ecosystems_coral_reef.csv","ohiprep:Global/NCEAS-Halpern2008_v2014/data","ecosystems_coral_reef.csv","ohiprep:Global/NCEAS-Halpern2008_v2014/data","ecosystems_coral_reef.csv","Y: done",FALSE,,,"(not ingested; see column X)",,,,,,,
"NP","np_rocky_reef",,"Rocky reef area (km2)",,,,"area_km2","km^2",,,,,,,,"ohiprep:Global/NCEAS-Halpern2008_v2014/data","ecosystems_rky_reef.csv","ohiprep:Global/NCEAS-Halpern2008_v2014/data","ecosystems_rky_reef.csv","ohiprep:Global/NCEAS-Halpern2008_v2014/data","ecosystems_rky_reef.csv","Y: done",FALSE,,,"(not ingested; see column X)",,,,,,,
"NP","np_harvest_product_weight",,"Ratio of product peak harvest value (in 2010 USD) divided by sum of all product peak harvest values, per region",,,,"weight","score",,,,,,,,"ohiprep:Global/FAO-Commodities_v2011/data","np_harvest_usd_product-peak_eez2012-year-max-2008_buffer-0.35.csv","ohiprep:Global/FAO-Commodities_v2011/data","np_harvest_usd_product-peak_eez2013-year-max-2009_buffer-0.35.csv","ohiprep:Global/FAO-Commodities_v2011/data","np_harvest_usd_product-peak_eez2014-year-max-2010_buffer-0.35.csv","Y: done",TRUE,,,"area_offshore_3nm",,,,,,,
"NP","np_harvest_tonnes","rnky_np_harvest_relative","Harvest yield of marine natural products, smoothed","Yield in metric tonnes of six marine products (coral, fish oil, seaweed and plants, shells, sponges, ornamental fish)","6C","5.51-5.53","tonnes","metric tonnes",,"new","new",,,"U",,"ohiprep:Global/FAO-Commodities_v2011/data","np_harvest_tonnes_eez2012-year-max-2008_buffer-0.35.csv","ohiprep:Global/FAO-Commodities_v2011/data","np_harvest_tonnes_eez2013-year-max-2009_buffer-0.35.csv","ohiprep:Global/FAO-Commodities_v2011/data","np_harvest_tonnes_eez2014-year-max-2010_buffer-0.35.csv","Y: done",TRUE,,,"area_offshore_3nm","np_harvest_relative.csv",,"country_id","product","year","tonnes",
"NP","np_harvest_tonnes_relative","rnky_np_harvest_relative","Harvest ratio to peak yeild of marine natural products","Ratio to max yield (tons) of product peak for six marine products (coral, fish oil, seaweed and plants, shells, sponges, ornamental fish)","6C","5.51-5.53","tonnes_rel","score",,"new","new",,,"U",,"ohiprep:Global/FAO-Commodities_v2011/data","np_harvest_tonnes-rel_eez2012-year-max-2008_buffer-0.35.csv","ohiprep:Global/FAO-Commodities_v2011/data","np_harvest_tonnes-rel_eez2013-year-max-2009_buffer-0.35.csv","ohiprep:Global/FAO-Commodities_v2011/data","np_harvest_tonnes-rel_eez2014-year-max-2010_buffer-0.35.csv","Y: done",TRUE,,,"area_offshore_3nm","np_harvest_relative.csv",,"country_id","product","year","tonnes",
"NP","np_harvest_usd","rnky_np_harvest_relative","Harvest value of marine natural products, smoothed","Value in 2010 US dollars of six marine products (coral, fish oil, seaweed and plants, shells, sponges, ornamental fish)","6C","5.51-5.53","usd","2010 USD",,"new","new",,,"U",,"ohiprep:Global/FAO-Commodities_v2011/data","np_harvest_usd_eez2012-year-max-2008_buffer-0.35.csv","ohiprep:Global/FAO-Commodities_v2011/data","np_harvest_usd_eez2013-year-max-2009_buffer-0.35.csv","ohiprep:Global/FAO-Commodities_v2011/data","np_harvest_usd_eez2014-year-max-2010_buffer-0.35.csv","Y: done",TRUE,,,"area_offshore_3nm","np_harvest_relative.csv",,"country_id","product","year","tonnes",
"NP","np_harvest_usd_relative","rnky_np_harvest_relative","Harvest ratio to peak value of marine natural products","Ratio to max value (2010 USD) of product peak of six marine products (coral, fish oil, seaweed and plants, shells, sponges, ornamental fish)","6C","5.51-5.53","usd_rel","score",,"new","new",,,"U",,"ohiprep:Global/FAO-Commodities_v2011/data","np_harvest_usd-rel_eez2012-year-max-2008_buffer-0.35.csv","ohiprep:Global/FAO-Commodities_v2011/data","np_harvest_usd-rel_eez2013-year-max-2009_buffer-0.35.csv","ohiprep:Global/FAO-Commodities_v2011/data","np_harvest_usd-rel_eez2014-year-max-2010_buffer-0.35.csv","Y: done",TRUE,,,"area_offshore_3nm","np_harvest_relative.csv",,"country_id","product","year","tonnes",
"LE","le_unemployment",,"Unemployment","gapfilled",,,"percent","percent unemployed",,,,,,,,"ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_unemployment.csv","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_unemployment.csv",,,,TRUE,,,,,,,,,,
"LE","le_gdp",,"GDP","gapfilled",,,"usd","2010 USD",,,,,,,,"ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_gdp.csv","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_gdp.csv",,,,TRUE,,,,,,,,,,
"LE","le_jobs_sector_year",,"Jobs","gapfilled",,,"value","jobs",,,,,,,,"ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_eez2012_trend_jobs_sector-year.csv","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_eez2013_trend_jobs_sector-year.csv",,,,TRUE,,,,,,,,,,
"LE","le_rev_sector_year",,"Revenue","gapfilled",,,"value","2010 USD",,,,,,,,"ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_eez2012_trend_rev_sector-year.csv","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_eez2013_trend_rev_sector-year.csv",,,,TRUE,,,,,,,,,,
"LE","le_wage_sector_year",,"Wages","gapfilled",,,"value","2010 USD",,,,,,,,"ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_eez2012_trend_wage_sector-year.csv","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_eez2013_trend_wage_sector-year.csv",,,,TRUE,,,,,,,,,,
