"targets","layer","fld_value","path_in","path_in_exists","filename","path_out"
"LE","le_jobs_ref_adj_value","value","../ohiprep/globalprep/le/v2013/data/le_2013_status_model_curref_jobs_ref_adj_value.csv",TRUE,"le_jobs_ref_adj_value.csv","eez2013/layers/le_jobs_ref_adj_value.csv"
"LE","le_jobs_ref_base_value","value","../ohiprep/globalprep/le/v2013/data/le_2013_status_model_curref_jobs_ref_base_value.csv",TRUE,"le_jobs_ref_base_value.csv","eez2013/layers/le_jobs_ref_base_value.csv"
"LE","le_jobs_sector_year","value","../ohiprep/globalprep/le/v2013/data/le_eez2013_trend_jobs_sector-year.csv",TRUE,"le_jobs_sector_year.csv","eez2013/layers/le_jobs_sector_year.csv"
"LE","le_popn","count","../ohiprep/globalprep/le_world_bank/v2013/data/rgn_wb_pop_2013a_updated.csv",TRUE,"le_popn.csv","eez2013/layers/le_popn.csv"
"LE","le_rev_cur_adj_value","value","../ohiprep/globalprep/le/v2013/data/le_2013_status_model_curref_rev_cur_adj_value.csv",TRUE,"le_rev_cur_adj_value.csv","eez2013/layers/le_rev_cur_adj_value.csv"
"LE","le_rev_cur_base_value","value","../ohiprep/globalprep/le/v2013/data/le_2013_status_model_curref_rev_cur_base_value.csv",TRUE,"le_rev_cur_base_value.csv","eez2013/layers/le_rev_cur_base_value.csv"
"LE","le_revenue_adj","usd","../ohiprep/globalprep/le/v2013/data/le_revenue_adj.csv",TRUE,"le_revenue_adj.csv","eez2013/layers/le_revenue_adj.csv"
"LE","le_rev_ref_adj_value","value","../ohiprep/globalprep/le/v2013/data/le_2013_status_model_curref_rev_ref_adj_value.csv",TRUE,"le_rev_ref_adj_value.csv","eez2013/layers/le_rev_ref_adj_value.csv"
"LE","le_rev_ref_base_value","value","../ohiprep/globalprep/le/v2013/data/le_2013_status_model_curref_rev_ref_base_value.csv",TRUE,"le_rev_ref_base_value.csv","eez2013/layers/le_rev_ref_base_value.csv"
"LE","le_rev_sector_year","value","../ohiprep/globalprep/le/v2013/data/le_eez2013_trend_rev_sector-year.csv",TRUE,"le_rev_sector_year.csv","eez2013/layers/le_rev_sector_year.csv"
"LE","le_sector_weight","weight","../ohiprep/globalprep/le/v2015/data/le_sector_weight.csv",TRUE,"le_sector_weight.csv","eez2013/layers/le_sector_weight.csv"
"LE","le_unemployment","percent","../ohiprep/globalprep/le/v2013/data/le_unemployment.csv",TRUE,"le_unemployment.csv","eez2013/layers/le_unemployment.csv"
"LE","le_wage_cur_adj_value","value","../ohiprep/globalprep/le/v2013/data/le_2013_status_model_curref_wage_cur_adj_value.csv",TRUE,"le_wage_cur_adj_value.csv","eez2013/layers/le_wage_cur_adj_value.csv"
"LE","le_wage_cur_base_value","value","../ohiprep/globalprep/le/v2013/data/le_2013_status_model_curref_wage_cur_base_value.csv",TRUE,"le_wage_cur_base_value.csv","eez2013/layers/le_wage_cur_base_value.csv"
"LE","le_wage_ref_adj_value","value","../ohiprep/globalprep/le/v2013/data/le_2013_status_model_curref_wage_ref_adj_value.csv",TRUE,"le_wage_ref_adj_value.csv","eez2013/layers/le_wage_ref_adj_value.csv"
"LE","le_wage_ref_base_value","value","../ohiprep/globalprep/le/v2013/data/le_2013_status_model_curref_wage_ref_base_value.csv",TRUE,"le_wage_ref_base_value.csv","eez2013/layers/le_wage_ref_base_value.csv"
"LE","le_wage_sector_year","value","../ohiprep/globalprep/le/v2013/data/le_eez2013_trend_wage_sector-year.csv",TRUE,"le_wage_sector_year.csv","eez2013/layers/le_wage_sector_year.csv"
"LE","le_workforcesize_adj","jobs","../ohiprep/globalprep/le_world_bank/v2014/data/cntry_wb_tlf_2014a_ratio-gapfilled.csv",TRUE,"le_workforcesize_adj.csv","eez2013/layers/le_workforcesize_adj.csv"
"LSP","lsp_prot_area_inland1km","a_prot_1km","../ohiprep/globalprep/lsp/v2016/output/lsp_protected_inland1km.csv",TRUE,"lsp_prot_area_inland1km.csv","eez2013/layers/lsp_prot_area_inland1km.csv"
"LSP","lsp_prot_area_offshore3nm","a_prot_3nm","../ohiprep/globalprep/lsp/v2016/output/lsp_protected_offshore3nm.csv",TRUE,"lsp_prot_area_offshore3nm.csv","eez2013/layers/lsp_prot_area_offshore3nm.csv"
"LSP","rgn_area_inland1km","area","../ohiprep/globalprep/lsp/v2016/output/rgn_area_inland1km.csv",TRUE,"rgn_area_inland1km.csv","eez2013/layers/rgn_area_inland1km.csv"
"LSP","rgn_area_offshore3nm","area","../ohiprep/globalprep/lsp/v2016/output/rgn_area_offshore3nm.csv",TRUE,"rgn_area_offshore3nm.csv","eez2013/layers/rgn_area_offshore3nm.csv"
"MAR","mar_coastalpopn_inland25mi","popsum","../ohiprep/globalprep/mar_prs_population/v2016/output/mar_pop_25mi.csv",TRUE,"mar_coastalpopn_inland25mi.csv","eez2013/layers/mar_coastalpopn_inland25mi.csv"
"MAR","mar_harvest_tonnes","tonnes","../ohiprep/globalprep/mar/v2016/output/mar_harvest_tonnes.csv",TRUE,"mar_harvest_tonnes.csv","eez2013/layers/mar_harvest_tonnes.csv"
"MAR","mar_sustainability_score","sust_coeff","../ohiprep/globalprep/mar/v2016/output/mar_sustainability.csv",TRUE,"mar_sustainability_score.csv","eez2013/layers/mar_sustainability_score.csv"
"NP","np_blast","score","../ohiprep/globalprep/np_prs_poison_blast_fishing/v2013/data/gl_thr_blast_3nm_rgn2013.csv",TRUE,"np_blast.csv","eez2013/layers/np_blast.csv"
"NP","np_cyanide","score","../ohiprep/globalprep/np_prs_poison_blast_fishing/v2013/data/gl_thr_poison_3nm_rgn2013.csv",TRUE,"np_cyanide.csv","eez2013/layers/np_cyanide.csv"
"NP","np_harvest_product_weight","weight","../ohiprep/globalprep/np/v2016/output/np_harvest_weights_from_usd.csv",TRUE,"np_harvest_product_weight.csv","eez2013/layers/np_harvest_product_weight.csv"
"NP","np_harvest_tonnes","tonnes","../ohiprep/globalprep/np/v2016/output/np_harvest_tonnes.csv",TRUE,"np_harvest_tonnes.csv","eez2013/layers/np_harvest_tonnes.csv"
"NP","np_harvest_tonnes_relative","tonnes_rel","../ohiprep/globalprep/np/v2016/output/np_harvest_tonnes_rel.csv",TRUE,"np_harvest_tonnes_relative.csv","eez2013/layers/np_harvest_tonnes_relative.csv"
" pressure","cc_acid","pressure_score","../ohiprep/globalprep/prs_oa/v2016/output/acid_eez_2012.csv",TRUE,"cc_acid.csv","eez2013/layers/cc_acid.csv"
" pressure","cc_slr","pressure_score","../ohiprep/globalprep/prs_slr/v2016/output/slr_2013.csv",TRUE,"cc_slr.csv","eez2013/layers/cc_slr.csv"
" pressure","cc_sst","pressure_score","../ohiprep/globalprep/prs_sst/v2016/output/sst_2013.csv",TRUE,"cc_sst.csv","eez2013/layers/cc_sst.csv"
" pressure","cc_uv","pressure_score","../ohiprep/globalprep/prs_uv/v2016/output/uv_2013.csv",TRUE,"cc_uv.csv","eez2013/layers/cc_uv.csv"
" pressure","fp_art_hb","pressure_score","../ohiprep/globalprep/np_prs_poison_blast_fishing/v2013/data/blast_poison_3nm.csv",TRUE,"fp_art_hb.csv","eez2013/layers/fp_art_hb.csv"
" pressure","fp_art_lb","pressure_score","../ohiprep/globalprep/prs_fish/v2016/output/artisanal_fish_lb_2013.csv",TRUE,"fp_art_lb.csv","eez2013/layers/fp_art_lb.csv"
" pressure","fp_com_hb","pressure_score","../ohiprep/globalprep/prs_fish/v2016/output/comm_fish_hb_2013.csv",TRUE,"fp_com_hb.csv","eez2013/layers/fp_com_hb.csv"
" pressure","fp_com_lb","pressure_score","../ohiprep/globalprep/prs_fish/v2016/output/comm_fish_lb_2013.csv",TRUE,"fp_com_lb.csv","eez2013/layers/fp_com_lb.csv"
" pressure","fp_targetharvest","pressure_score","../ohiprep/globalprep/prs_targetedharvest/v2016/output/fao_targeted_2013.csv",TRUE,"fp_targetharvest.csv","eez2013/layers/fp_targetharvest.csv"
" pressure","hd_habitat","resilience score","../ohiprep/globalprep/res_cbd_habitat/v2014/data/r_habitat_2013a.csv",TRUE,"hd_habitat.csv","eez2013/layers/hd_habitat.csv"
" pressure","hd_intertidal","pressure_score","../ohiprep/globalprep/mar_prs_population/v2016/output/prs_pop_density_2013.csv",TRUE,"hd_intertidal.csv","eez2013/layers/hd_intertidal.csv"
" pressure","hd_subtidal_hb","score","../ohiprep/globalprep/np_prs_poison_blast_fishing/v2013/data/gl_thr_blast_3nm_rgn2013.csv",TRUE,"hd_subtidal_hb.csv","eez2013/layers/hd_subtidal_hb.csv"
" pressure","hd_subtidal_sb","pressure_score","../ohiprep/globalprep/hab_prs_hd_subtidal_soft_bottom/v2016/output/hd_sb_subtidal_v2007.csv",TRUE,"hd_subtidal_sb.csv","eez2013/layers/hd_subtidal_sb.csv"
" pressure","po_chemicals","pressure_score","../ohiprep/globalprep/prs_chem/v2015/output/cw_chemical_score_2013.csv",TRUE,"po_chemicals.csv","eez2013/layers/po_chemicals.csv"
" pressure","po_nutrients","pressure_score","../ohiprep/globalprep/prs_land-based_nutrient/v2015/output/cw_fertilizers_score_2013.csv",TRUE,"po_nutrients.csv","eez2013/layers/po_nutrients.csv"
" pressure","po_water","resilience score","../ohiprep/globalprep/res_cbd_habitat/v2014/data/r_water_2013a.csv",TRUE,"po_water.csv","eez2013/layers/po_water.csv"
" pressure","sp_alien","pressures.score","../ohiprep/globalprep/prs_alien/v2013/data/p_sp_alien_2013a.csv",TRUE,"sp_alien.csv","eez2013/layers/sp_alien.csv"
" pressure","sp_genetic","pressure_score","../ohiprep/globalprep/mar/v2016/output/GenEsc_v2013.csv",TRUE,"sp_genetic.csv","eez2013/layers/sp_genetic.csv"
" pressure","ss_spi","pressure_score","../ohiprep/globalprep/prs_res_spi/v2016/output/spi_prs.csv",TRUE,"ss_spi.csv","eez2013/layers/ss_spi.csv"
" pressure","ss_wgi","pressure_score","../ohiprep/globalprep/prs_res_wgi/v2016/output/wgi_prs_2013.csv",TRUE,"ss_wgi.csv","eez2013/layers/ss_wgi.csv"
" pressure resilience","element_wts_cp_km2_x_protection","extent_rank","../ohiprep/globalprep/hab_combined/v2015/data/cp_habitat_extent_rank.csv",TRUE,"element_wts_cp_km2_x_protection.csv","eez2013/layers/element_wts_cp_km2_x_protection.csv"
" pressure resilience","element_wts_cs_km2_x_storage","extent_rank","../ohiprep/globalprep/hab_combined/v2015/data/cs_habitat_extent_rank.csv",TRUE,"element_wts_cs_km2_x_storage.csv","eez2013/layers/element_wts_cs_km2_x_storage.csv"
" pressure resilience","element_wts_hab_pres_abs","boolean","../ohiprep/globalprep/hab_combined/v2015/data/hab_habitat_presence.csv",TRUE,"element_wts_hab_pres_abs.csv","eez2013/layers/element_wts_hab_pres_abs.csv"
" resilience","fp_habitat","resilience score","../ohiprep/globalprep/res_cbd_habitat/v2014/data/r_habitat_2013a.csv",TRUE,"fp_habitat.csv","eez2013/layers/fp_habitat.csv"
" resilience","fp_mora","value","../ohiprep/globalprep/res_mora_ao/v2013/data/r_mora_2013a.csv",TRUE,"fp_mora.csv","eez2013/layers/fp_mora.csv"
" resilience","fp_mora_artisanal","value","../ohiprep/globalprep/res_mora_ao/v2013/data/r_mora_s4_2013a.csv",TRUE,"fp_mora_artisanal.csv","eez2013/layers/fp_mora_artisanal.csv"
" resilience","fp_mpa_coast","resilience.score","../ohiprep/globalprep/lsp/v2016/output/mpa_3nm_2012.csv",TRUE,"fp_mpa_coast.csv","eez2013/layers/fp_mpa_coast.csv"
" resilience","fp_mpa_eez","resilience.score","../ohiprep/globalprep/lsp/v2016/output/mpa_eez_2012_resilience.csv",TRUE,"fp_mpa_eez.csv","eez2013/layers/fp_mpa_eez.csv"
" resilience","g_cites","resilience_score","../ohiprep/globalprep/res_cites_signatories/v2015/data/rgn_cites_eez2013.csv",TRUE,"g_cites.csv","eez2013/layers/g_cites.csv"
" resilience","g_mariculture","resilience score","../ohiprep/globalprep/res_cbd_habitat/v2014/data/r_mariculture_2013a.csv",TRUE,"g_mariculture.csv","eez2013/layers/g_mariculture.csv"
" resilience","g_msi_gov","resilience score","../ohiprep//globalprep/res_mariculture_sustainability/v2013/r_msi_gov_2013a.csv",TRUE,"g_msi_gov.csv","eez2013/layers/g_msi_gov.csv"
" resilience","g_tourism","resilience score","../ohiprep/globalprep/res_cbd_habitat/v2014/data/r_tourism_2013a.csv",TRUE,"g_tourism.csv","eez2013/layers/g_tourism.csv"
" resilience","hd_mpa_coast","resilience.score","../ohiprep/globalprep/lsp/v2016/output/mpa_3nm_2012.csv",TRUE,"hd_mpa_coast.csv","eez2013/layers/hd_mpa_coast.csv"
" resilience","hd_mpa_eez","resilience.score","../ohiprep/globalprep/lsp/v2016/output/mpa_eez_2012_resilience.csv",TRUE,"hd_mpa_eez.csv","eez2013/layers/hd_mpa_eez.csv"
" resilience","li_gci","score","../ohiprep/globalprep/res_gci/v2015/data/rgn_wef_gci_2013.csv",TRUE,"li_gci.csv","eez2013/layers/li_gci.csv"
" resilience","li_sector_evenness","resilience score","../ohiprep/globalprep/res_li_sector_evenness/v2013/r_li_sector_evenness_2013a.csv",TRUE,"li_sector_evenness.csv","eez2013/layers/li_sector_evenness.csv"
" resilience","res_spi","resilience_score","../ohiprep/globalprep/prs_res_spi/v2016/output/spi_res.csv",TRUE,"res_spi.csv","eez2013/layers/res_spi.csv"
" resilience","sp_alien_species","resilience score","../ohiprep/globalprep/res_cbd_habitat/v2014/data/r_alien_species_Nature2012disaggregated.csv",TRUE,"sp_alien_species.csv","eez2013/layers/sp_alien_species.csv"
" resilience","species_diversity_3nm","score","../ohiprep/globalprep/spp_ico/v2016/output/spp_status_3nm.csv",TRUE,"species_diversity_3nm.csv","eez2013/layers/species_diversity_3nm.csv"
" resilience","species_diversity_eez","score","../ohiprep/globalprep/spp_ico/v2016/output/spp_status_global.csv",TRUE,"species_diversity_eez.csv","eez2013/layers/species_diversity_eez.csv"
" resilience","wgi_all","resilience_score","../ohiprep/globalprep/prs_res_wgi/v2016/output/wgi_res_2013.csv",TRUE,"wgi_all.csv","eez2013/layers/wgi_all.csv"
" spatial","cntry_rgn","rgn_id","../ohiprep/globalprep/spatial/v2013/cntry_rgn_2013.csv",TRUE,"cntry_rgn.csv","eez2013/layers/cntry_rgn.csv"
" spatial","rgn_area","area_km2","../ohiprep/globalprep/spatial/v2015/data/rgn_fao_gcs_area.csv",TRUE,"rgn_area.csv","eez2013/layers/rgn_area.csv"
"spatial ","rgn_georegions","georgn_id","../ohiprep/globalprep/spatial/v2013/rgn_georegions_long_2013b.csv",TRUE,"rgn_georegions.csv","eez2013/layers/rgn_georegions.csv"
"spatial ","rgn_global","label","../ohiprep/globalprep/spatial/v2013/rgn_global.csv",TRUE,"rgn_global.csv","eez2013/layers/rgn_global.csv"
"spatial ","rgn_labels","label","../ohiprep/globalprep/spatial/v2013/rgn_labels.csv",TRUE,"rgn_labels.csv","eez2013/layers/rgn_labels.csv"
"SPP","spp_status","score","../ohiprep/globalprep/spp_ico/v2016/output/spp_status_global.csv",TRUE,"spp_status.csv","eez2013/layers/spp_status.csv"
"SPP","spp_trend","score","../ohiprep/globalprep/spp_ico/v2016/output/spp_trend_global.csv",TRUE,"spp_trend.csv","eez2013/layers/spp_trend.csv"
"TR","tr_jobs_pct_tourism","Ep","../ohiprep/globalprep/tr/v2016/output/tr_jobs_pct_tourism.csv",TRUE,"tr_jobs_pct_tourism.csv","eez2013/layers/tr_jobs_pct_tourism.csv"
"TR","tr_sustainability","S_score","../ohiprep/globalprep/tr/v2015/data/tr_sustainability_2014.csv",TRUE,"tr_sustainability.csv","eez2013/layers/tr_sustainability.csv"
"TR","tr_travelwarnings","multiplier","../ohiprep/globalprep/tr/v2016/output/tr_travelwarnings.csv",TRUE,"tr_travelwarnings.csv","eez2013/layers/tr_travelwarnings.csv"
